POI_INDEX,ENG_NAME,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
123,not available,45,123,4.8,"Singapore River, Singapore","每天9:00 AM - 23:00 PM（每30分钟一班）
最后一班船出发时间为22:30 PM",2020-02-11 04:20:42.894239
124,"
                                 Raffles Landing Site
                              
                             
                         ",126,124,4.2,"SingaporeRiver,attheendofOldParliamentLane,Singapore",全天开放,2020-02-11 04:21:34.852943
125,"
                                 Orchidville
                              
                             
                         ",52,125,4.3,"82SungeiTengahRd,Singapore698985",周一-周日9:30-21:30，公共假日9:30-21:30。,2020-02-11 04:22:36.416824
126,"
                                 Herb & Spice Garden
                              
                             
                         ",48,126,4.5,在圣淘沙鱼尾狮公园后面,,2020-02-11 04:23:25.309558
127,not available,137,127,4.1,51B Imbiah Road,10：00-21:00 其中4合1游戏配套的最后入场时间：19:30；单项游戏的最后入场时间：20:45，以上时间仅供参考，具体以景区现场安排为准。,2020-02-11 04:27:07.773328
128,not available,85,128,4.3,"12 Tai Gin Road Sun Yat Sen Nanyang Memorial Hall, Singapore 327874, Singapore","周二-周日10:00-17:00，周一休馆。（最晚入园时间16:30） 免费英文向导：周二 - 周五：2:00 PM / 周六 - 周日：3:00 PM
 免费普通话向导：周二，周四，周六，周日：2:30 PM
",2020-02-11 04:28:15.592678
129,"
                                 Singapore Discovery Centre
                              
                             
                         ",75,129,4.2,510UpperJurongRoad,周二-周日9:00-18:00，周一闭馆（公共假期和学期假期除外）。,2020-02-11 04:29:25.810285
130,"
                                 Timbre The Substation
                              
                             
                         ",29,130,4.3,"45ArmenianStreet,Singapore179936,Singapore",周二-周四、周日18:00-次日1:00，周五、周六18:00-次日2:00，周一关闭,2020-02-11 04:30:00.182149
131,not available,75,131,4.4,"40 Imbiah Rd, Imbiah Lookout Sentosa, Singapore 099700",全年  11:00-19:00；最后一场的时间是19:00，以上时间仅供参考，具体以景区当天的安排为准。。,2020-02-11 04:37:49.646775
132,"
                                 Istana
                              
                             
                         ",128,132,4.6,"OrchardRoad,Singapore238823",暂停营业,2020-02-11 04:40:44.681239
133,"
                                 Sentosa Nature Discovery
                              
                             
                         ",54,133,4.5,40ImbiahRoad,9:00-17:00,2020-02-11 04:42:48.882267
134,"
                                 Shenton Way
                              
                             
                         ",41,134,4.3,"ShentonWay,Singapore",全天开放,2020-02-11 04:45:01.785349
135,"
                                 Cine Blast
                              
                             
                         ",46,135,4.4,51BImbiahRoad,8:00–18:00,2020-02-11 04:47:28.781245
136,"
                                 Changi Village
                              
                             
                         ",42,136,4.5,Singapore,全天开放,2020-02-11 04:48:50.559202
137,"
                                 Abdul Gaffoor Mosque
                              
                             
                         ",54,137,4.4,"41DunlopStreet,Singapore,Singapore",周六-周四10:00-12:00，14:00-16:00；周五14:30-16:00,2020-02-11 04:50:17.651707
138,"
                                 The Southern Ridges
                              
                             
                         ",27,138,4.7,",TheSouthernRidgesSingapore099203",全天开放,2020-02-11 04:53:56.219913
139,"
                                 Canopy Playground of Changi Airport
                              
                             
                         ",31,139,4.4,新加坡樟宜机场T1三层公共区域ViewingMall,10:30-22:30,2020-02-11 04:56:41.246037
140,"
                                 Singapore Management University
                              
                             
                         ",45,140,4.4,"70StamfordRoad,#B1-38a,Singapore178901",,2020-02-11 04:57:58.282346
141,"
                                 Changi Beach
                              
                             
                         ",44,141,4.3,"ChangiBeach,Singapore",全天开放,2020-02-11 04:59:32.752749
142,"
                                 Supertree Grove
                              
                             
                         ",66,142,4.7,"18MarinaGardensDriveGardensBytheBay|GardensbytheBay,Singapore018953,Singapore",5:00-次日2:00,2020-02-11 05:01:32.989461
143,"
                                 Library @ Orchard
                              
                             
                         ",76,143,4.7,"277OrchardRoad,OrchardGateway,Singapore",11:00-21:00；圣诞节前夕17:00关闭，新年和中国新年、公众假期闭馆。,2020-02-11 05:03:16.445012
144,"
                                 Sakya Muni Buddha Gaya Temple
                              
                             
                         ",39,144,4.2,"336RaceCourseRd.,Singapore,Singapore",8:30-16:45,2020-02-11 05:05:02.916506
145,not available,37,145,4.5,50 Beach View， #01-k5， Gogreen Hub,思维车探险旅程：10:00-19:30（周一-周日）（首轮探险旅程：上午10:30，最后出发时间：18:30） 思维车乐趣游：10:00-19:30（最后出发时间19:00）,2020-02-11 05:12:11.439494
146,"
                                 Kusu Island
                              
                             
                         ",56,146,4.1,10KhusuIsland,全天开放,2020-02-11 05:13:50.636793
147,"
                                 Kranji War Memorial
                              
                             
                         ",50,147,4.1,9WoodlandsRoad,全天开放,2020-02-11 05:15:34.529364
148,"
                                 The Changi Museum
                              
                             
                         ",47,148,4.1,"1000,UpperChangiRoadNorth,Singapore507707",9:30-17:00（16:30停止入场）,2020-02-11 05:17:16.801942
149,"
                                 Jurong Lake Gardens
                              
                             
                         ",30,149,4.6,"1ChineseGarden,Singapore619795,Singapore",全天开放,2020-02-11 05:19:53.157161
150,"
                                 Suntec Singapore International Convention and Exhibition Centre
                              
                             
                         ",43,150,4.7,"1RafflesBoulevard,Singapore039593,Singapore",7:00-23:00,2020-02-11 05:21:25.201037
