POI_INDEX,ENG_NAME,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
11,not available,3452,11,4.4,"80 Mandai Lake Rd, Singapore",全年  19:15-23:55；19:15-24:00（周一-周日）（最晚入园时间23:15）。,2020-02-11 10:47:15.985279
12,not available,555,12,4.6,10 Bayfront Avenue，Singapore 018956,全天开放,2020-02-11 10:47:30.233461
13,not available,708,13,4.6,"1 Cluny Rd, Singapore 259569",新加坡植物园5:00-24:00。国家胡姬花园8:30-19:00，最后进入时间为18:00。。,2020-02-11 10:47:45.106586
14,not available,579,14,4.7,"8 Sentosa Gateway, Sentosa Island, Singapore 098269",全天开放（餐厅营业时间各不相同，请参考具体产品的营业时间）,2020-02-11 10:47:59.255211
15,EsplanadeTheatresontheBay,429,15,4.4,"1EsplanadeDrive,Singapore038981",周一-周五10:00-20:00，周六11:00-20:00，周日关闭。,2020-02-11 10:48:12.973632
16,not available,3286,16,4.8,"Imbiah Lookout 51 Cable Car Road | 45 Siloso Beach Walk, Sentosa Island 099003",全年  10:00-21:30；最晚入园时间21:15。,2020-02-11 10:48:27.174555
17,not available,853,17,4.6,"93 Stanford Road, Singapore",10:00 AM - 19:00 PM。,2020-02-11 10:48:41.415045
18,MarinaBay,418,18,4.7,10BayfrontAvenueSingapore018956,全天开放 新加坡滨海湾Prudential嘉年华开放时间：至2018年4月1日，16:00至23:00（最后入场时间22:00）,2020-02-11 10:48:58.118469
19,not available,462,19,4.6,"Singapore River, Singapore",City Tours鸭子船：9:30-17:30。DUCKtours鸭子船：10：00至傍晚18：00。克拉码头：09:00 — 22:00。。,2020-02-11 10:49:14.441871
20,StAndrewsCathedral,462,20,4.4,11StAndrew'sRoad，Singapore178959,周一、周二、周四、周五、周六：9:00-17:00;周三：9:45-17:00;周日：9:00-13:30,2020-02-11 10:49:27.142314
21,not available,761,21,4.5,10 Bayfront Avenue，Singapore,周一-周四：9:30—22:00；	 周五-周日：9:30—23:00。,2020-02-11 10:49:41.257361
22,not available,592,22,4.6,1 St. Andrew’s Road Singapore 178957,10:00-19:00（周一至周四，周六周日）； 10:00-21:00（周五）。,2020-02-11 10:49:56.264490
23,not available,1232,23,4.7,80 Mandai Lake Road Singapore 729826,全年  10:00-19:00；10:00-19:00（周一-周日）最晚入园时间18点30分。,2020-02-11 10:50:09.007556
24,MarinaBaySandsHotelInfinityPool,649,24,4.8,"10BayfrontAve,Singapore018956",6:00-23:00，无边泳池（包括南花园和南花园）可能会因私人​​活动而关闭。,2020-02-11 10:50:22.365418
25,not available,2622,25,4.7,"10 Beach View, Sentosa Island 099538, Singapore",全年  13:00-20:40；13:00-20:40为可换票时间，一天有两个表演场次，分别是19:40和20:40。,2020-02-11 10:50:38.564778
26,not available,2075,26,4.8,"8 Sentosa Gateway, Resorts World Sentosa, Singapore 098269",全年  10:00-18:00；1、开放时间为10:00-17:00的日期：2月10日-3月1日；2、此开放时间仅供参考，景区可能临时变更开放时间，具体开放时间请以景区当天安排为准；3、探险水迷宫将从2020年2月7日停止运营，直至另行通知。,2020-02-11 10:50:49.893
27,PalawanBeach,406,27,4.5,"85APalawanBeachWalkSentosa-SwimmingLagoonRest|SouthernmostPoint,SentosaIsland098521,Singapore",全天开放,2020-02-11 10:51:05.675180
28,HajiLane,376,28,4.4,"HajiLn,Singapore",全天开放,2020-02-11 10:51:17.035245
29,MasjidSultan,274,29,4.4,"3MuscatStreet,Singapore198833",周一-周四、周六、周日10:00-12:00、14:00-16:00，周五14:30-16:00。,2020-02-11 10:51:27.499062
30,not available,896,30,4.7,2 Jurong Hill Singapore 628925,8:30-18:00（周一-周日）（最晚入园时间是17:30）。,2020-02-11 10:51:42.587428
31,Chijmes,210,31,4.5,"30VictoriaStreet,Singapore187996",全天开放,2020-02-11 10:51:52.897080
32,SilosoBeach,302,32,4.4,"SilosoBeachWalk,Singapore",全天开放,2020-02-11 10:52:02.873903
33,HelixBridge,365,33,4.5,"LinkingbetweenMarinaBayandMarinaCentre,Singapore038981,Singapore",全天开放，无需门票。,2020-02-11 10:52:16.896554
34,SriMariammanTemple,397,34,4.3,"244SouthBridgeRd,Singapore058793","7:00-11:30,18:00-20:45",2020-02-11 10:52:29.522074
35,not available,631,35,4.6,"6 Bayfront Ave,Singapore 018956",10:00-19:00（最后入场时间为18:00）。,2020-02-11 10:52:44.123724
36,not available,975,36,4.8,"1 Harbourfront Ave, tower 2 Keppel Bay Tower , Singapore",全年  09:00-22:00；缆车最后登车时间为21:30。,2020-02-11 10:52:59.243725
37,KampongGlam,254,37,4.4,"385BeachRoad,Singapore199581",全天开放,2020-02-11 10:53:10.296792
38,EastCoastPark,284,38,4.5,AlongEastCoastParkwayandEastCoastParkServiceRoadSingapore449876,全天开放,2020-02-11 10:53:22.875706
39,not available,297,39,4.4,"109 Mount Faber Road, Faber Peak , Singapore 099203",8:45-22:00(周一-周日）（最后登车时间为21:30）,2020-02-11 10:53:31.129143
40,OldHillStreetPoliceStation,197,40,4.5,"140HillSt,Singapore179369",全天开放,2020-02-11 10:53:43.158625
41,BuddhaToothRelicTemple,287,41,4.5,"288,SouthBridgeRoad，Singapore058840",7:00-19:00（2020年1月24日山门将在11:00关闭，23:30开启）；博物馆和佛塔室9:00-18:00。,2020-02-11 10:53:55.189317
42,NationalUniversityofSingapore,140,42,4.6,21LowerKentRidgeRoad，Singapore119077,全天开放,2020-02-11 10:54:06.048562
43,GeylangSerai,173,43,4.3,1GeylangSerai,8:00-22:00,2020-02-11 10:54:19.168250
44,not available,400,44,4.6,1 Cluny Road Singapore 259569,10:00-19:00（周一-周日）（最晚入场时间18:00）,2020-02-11 10:54:33.070037
45,SingaporeArtMuseum,209,45,4.4,"8QueenStreet,Singapore188535.",暂停营业,2020-02-11 10:54:45.927719
46,not available,402,46,4.6,"8 Sentosa Gateway, Resorts World Sentosa",全年  10:00-18:00。,2020-02-11 10:54:59.667534
47,NanyangTechnologicalUniversity,190,47,4.7,"50NanyangAvenue,Singapore639798",全天开放,2020-02-11 10:55:11.754439
48,BukitTimahNatureReserve,150,48,4.5,"177HindhedeDriveBukitTimahVhfStation,Singapore589333,Singapore",周六、周日7:00-18:00,2020-02-11 10:55:23.943908
49,PulauUbin,151,49,4.4,"PulauUbin,PulauUbin000701",全天开放,2020-02-11 10:55:36.212256
50,not available,190,50,4.4,Red Dot Design Museum，11 Marina Boulevard. ，Singapore 018940.,全年  10:00-20:00；博物馆内展览&设计商店&咖啡吧&酒吧的开放时间以时令公告为准。。,2020-02-11 10:55:46.409105
51,VictoriaTheatreVictoriaConcertHall,141,51,4.4,"9EmpressPlace,Singapore179556",10:00-21:00,2020-02-11 10:56:01.258884
52,HollandVillage,122,52,4.2,HollandVillage，Singapore,全天开放,2020-02-11 10:56:15.008767
53,TheArtsHouse,119,53,4.3,"1OldParliamentLn,Singapore179429",10:00-22:00。游客服务中心周一-周日10:00-20:00，公共假日关闭。,2020-02-11 10:56:26.361248
54,BugisVillage,119,54,4.3,"3NewBugisStreet,#03-01,，Singapore188867",11:00-22:00,2020-02-11 10:56:38.260886
55,not available,391,55,4.6,"01-05 Singapore Flyer | Tourist Hub, Singapore, Singapore",9:30-17:30。,2020-02-11 10:56:53.089757
56,FortCanningPark,157,56,4.4,"RiverValleyRd,Singapore179037",全天开放,2020-02-11 10:57:04.979721
57,SingaporePhilatelicMuseum,112,57,4.6,23-BColemanStreet，Singapore179807,"13:00-19:00（周一）,9:30-19:00（周二至周日）。",2020-02-11 10:57:16.830042
58,not available,111,58,4.5,"1 Empress Pl, Singapore 179555",周六-周四10:00-19:00，周五10:00-21:00,2020-02-11 10:57:27.641423
59,JamaeMosque,117,59,4.4,"218SouthBridgeRoad,Singapore058767",周一-周四、周六、周日10:00-18:00；周五10:00-12:00，14:30-18:00；斋戒月的访问时间会有所变化，详情请咨询官网。,2020-02-11 10:57:39.471337
60,WaterfrontPromenade,95,60,4.7,2BayfrontAvenue,全天开放。,2020-02-11 10:57:51.919143
61,not available,109,61,4.6,"10A Siloso Beach Walk, Singapore 099008",11:00-19:00（周一-周日）,2020-02-11 10:58:02.327207
62,IONSky,113,62,4.6,"2OrchardTurnIONOrchard,Level56,Singapore238801",2020年1月27日-2月2日：Adventures in Food Wonderland by Ang Ku Kueh Girl® and Friends™演出时间14:00、16:00、19:00；The Transformation of Orchard Road by Dick Lee演出时间15:00、17:00、20:00。演出时间随节目安排会有变动，详情请参考官网公示信息。,2020-02-11 10:58:16.303596
63,not available,183,63,4.4,26 Sentosa Gateway #01-43/44,全年  09:00-21:00；其中最晚入园时间为20:00。此开放时间仅供参考，景区可能临时变更开放时间而不提前通知，请以现场景区的开放时间为准。,2020-02-11 10:58:26.429190
64,PunggolBeach,72,64,4.3,22PunggolRoad-Track19,全天开放,2020-02-11 10:58:38.690786
65,MacRitchieReservoir,62,65,4.7,"OffLornieRoad,Singapore",8:00-19:00,2020-02-11 10:58:51.992156
66,DempseyHill,69,66,4.3,Blk8D#03-01，DempseyRoad，Singapore249679,全天开放,2020-02-11 10:59:03.676856
67,PasirRisPark,78,67,4.4,"PasirRisCentral,Singapore510534",全天开放。,2020-02-11 10:59:16.104061
68,PeranakanMuseum,77,68,4.5,"39ArmenianStreet,Singapore179941,Singapore",周一-周四、周六、周日10:00-19:00，周五10:00-21:00,2020-02-11 10:59:28.682038
69,not available,0,69,4.4,"6 Raffles Blvd, 01-221, Singapore 039594",,2020-02-11 10:59:46.327446
70,HendersonWaves,55,70,4.5,HendersonRoad;SouthernRidges;BukitMerahSingapore159557,全天开放,2020-02-11 10:59:58.159182
71,MacRitchieNatureTrail,41,71,4.5,"MacRitchieReservoirPark,Singapore298717",周一10:00–20:00，周二-周五9:00-17:00；周六、周日8:30-17:00。,2020-02-11 11:00:12.554492
72,SingaporeCityGallery,54,72,4.5,"45MaxwellRoad,TheURACentre,069118",周一-周六9:00-17:00，周日、公众假期休息。,2020-02-11 11:00:24.152652
73,CivilDefenceHeritageGallery,67,73,4.2,62HillSt，Singapore179367,周二-周日10:00-17:00，周一关闭。,2020-02-11 11:00:37.180379
74,not available,1077,74,4.6,"220 Orchard Rd, #B1-03 Midpoint Orchar",10：00至傍晚18：00。,2020-02-11 11:00:51.835722
75,EmeraldHill,67,75,4.5,"OffOrchardRoad,Singapore,Singapore",全天开放,2020-02-11 11:01:03.756194
76,not available,0,76,4.6,Suntec City Unit #01-330,,2020-02-11 11:01:19.113899
77,STPICreativeWorkshopGallery,34,77,4.4,41RobertsonQuay，Singapore238236,"周一-周五10:00-19:00;周六9:00-18:00,周日及节假日关闭。",2020-02-11 11:01:30.902892
78,SentosaBeach,311,78,4.5,"SantosaIsland,Singapore",11:00-21:00,2020-02-11 11:01:41.982367
79,not available,285,79,4.5,"48 Pagoda Street, Singapore 059207, Singapore",9:00-20:00（周一至周日），最后入场时间为19:00。每个月的第一个周一闭馆。,2020-02-11 11:01:56.558452
80,not available,654,80,4.7,15 Science Centre Road Singapore 609081,全年  10:00-18:00；科学馆：每天: 10:00am-6:00pm (最晩入场时间 5:15pm)；  萬像电影馆：星期一至五: 12:00pm-6:00pm (最晩一场表演 5:00pm) 周末，学校假期和假日 12:00pm-7:00pm (最晩一场表演时间6:00pm) 2019年闭馆日期：1月7/14/21日；2月4/18/25日。。,2020-02-11 11:02:10.434687
81,not available,473,81,4.5,"30 Imbiah Road, Sentosa Island, Singapore 099958",10:00-20:00（周一-周日）（最后入场时间晚上19:30）,2020-02-11 11:02:26.137659
82,EntertainmentDeckofChangiAirport,162,82,4.8,新加坡樟宜机场T2三层离境过境区域（靠近向日葵花园）,全天开放。娱乐区内各设施开放时间不同，详情请参考樟宜机场官网。,2020-02-11 11:02:37.430170
83,not available,202,83,4.5,8 Sentosa Gateway， Resorts World Sentosa,全年  10:00-19:00；1、海事博物馆特殊开放时间为10:00-20:00的日期：1月25/26日；开放时间为10:00-18:00的日期：2月24日。2、此开放时间仅供参考，景区可能临时变更开放时间，具体开放时间请以景区当天安排为准；。,2020-02-11 11:02:47.067584
84,,9,84,4.4,"Blk333,KretaAyerRoad,#03-23",,2020-02-11 11:02:58.182214
85,,5,85,4,"Blk333,KretaAyerRoad,#03-23",,2020-02-11 11:03:09.629962
86,,2,86,5,SMUSchoolofInformationSystems-BigSteps,,2020-02-11 11:03:22.009643
87,SkatePark,3,87,4.3,"31ExeterRd,Singapore239732",,2020-02-11 11:03:32.826625
88,SingaporeTurfClub,2,88,4.5,"1TurfClubAvenue,SingaporeRacecourse,Singapore738078​",,2020-02-11 11:03:43.598973
89,,2,89,3.5,"Singapore,130EMindenRd,Singapore248819",,2020-02-11 11:03:56.056276
90,FestiveWalk,147,90,4.5,"FestiveWalk,Singapore",全天开放,2020-02-11 11:04:08.677328
91,not available,177,91,4.7,40 Imbiah Road， Sentosa， Singapore 099700,周一至周五：10:00-20:30  最后入馆时间为19:00。特殊日期开放时间：11月9日开放时间为16:15-19:00。以上时间仅供参考，具体以景区当天的安排为准。,2020-02-11 11:04:25.903045
92,Imbiah,120,92,4.4,"Imbiah,（圣淘沙境内）",全天开放,2020-02-11 11:04:37.191376
93,TanjongBeach,133,93,4.5,120TanjongBeachWalk,全天开放。,2020-02-11 11:04:50.156292
94,RafflesPlace,99,94,4.5,"RafflesPlace,Singapore",全天开放,2020-02-11 11:05:02.302592
95,BoatQuay,127,95,4.4,"BonhamSt,Singapore049782",全天开放,2020-02-11 11:05:14.797039
96,,1,96,3,HougangAve7,,2020-02-11 11:05:25.736957
97,FountainofWealth,115,97,4.3,3TemasekBlvd,10:00-12:00;14:00-16:00;18:00-19:30,2020-02-11 11:05:39.312745
98,CavenaghBridge,133,98,4.5,"1FullertonSquare,Singapore049178",全天开放,2020-02-11 11:05:51.638567
99,TheSlideT,84,99,4.5,新加坡樟宜机场T3一层入境大厅,12:00-22:30,2020-02-11 11:06:03.239570
100,MintMuseumofToys,175,100,4.3,26SeahSt,9:30-18:30（最晚入园时间18:00）,2020-02-11 11:06:16.419290
101,HawParVillaTigerBalmGardens,99,101,4.3,"262PasirPanjangRoad,Singapore118628",9:00-22:00（最晚入园时间21:30）；Ten Courts of Hell：9:00-21:30（最后入场时间为21:15）。,2020-02-11 11:06:27.472325
102,XperienceZoneofChangiAirport,81,102,4.8,新加坡樟宜机场T2二层离境过境区域中央的LeeHwa钻石店后面,全天开放,2020-02-11 11:06:38.977650
103,FortSiloso,111,103,4.2,"Siloso,SentosaIsland,Singapore",10:00-18:00（最迟入场下午17:30）,2020-02-11 11:06:51.808565
104,not available,86,104,4.8,"78 Airport Blvd, Singapore 819666",10:00-22:00，各小景点的开放时间以现场实际情况为准。,2020-02-11 11:07:04.193127
105,not available,159,105,4.3,51 Imbiah Rd， Sentosa，, 9:30-19:00（周一-周日） (最迟入场下午18:30）,2020-02-11 11:07:19.766609
106,not available,100,106,4.4,"85 Sultan Gate, Singapore 198501","周一休馆，周二至周日：10:00-18:00（最后入馆时间为下午17:30）。  免费英文导览：周二与周五（11:00 AM） / 周二 与 四（2：00pm） / 周六（2:00 PM） 
免费中文导览：每月第三个周六（1:00 PM）",2020-02-11 11:07:33.053492
107,ChildrensPlaygroundofChangiAirport,69,107,4.6,新加坡樟宜机场T1、T2、T3的离境过境区域内,全天开放,2020-02-11 11:07:44.828368
108,TheSocialTreeofChangiAirport,66,108,4.5,新加坡樟宜机场T1二层离境过境区域中央广场,全天开放,2020-02-11 11:07:57.094820
109,CraneDanceatResortWorldSentosa,82,109,4.7,"8SentosaGateway,",20:00开始。,2020-02-11 11:08:10.001993
110,ArmenianChurch,118,110,4.4,"60HillSt,Singapore179366",10:00-18:00,2020-02-11 11:08:22.409033
111,WaveHouseSentosa,77,111,4.5,圣淘沙西乐索海滩步道36号,周一-周五11:30-21:30 周末和新加坡公众假期10:30-21:30,2020-02-11 11:08:40.224481
112,CivilianWarMemorial,139,112,4.3,"WarMemorialParkBeachRoad,Singapore",全天开放,2020-02-11 11:08:52.382807
113,SungeiBulohWetlandReserve,76,113,4.5,301NeoTiewCrescentSingapore718925,7:30-19:00（周一至周六）；7:00-19:00（周日与公共假日）,2020-02-11 11:09:03.413390
114,InteractiveArtStationofChangiAirport,46,114,4.5,新加坡樟宜机场T1、T2、T3,全天开放,2020-02-11 11:09:19.105335
115,ThianHockKengTemple,100,115,4.3,158TelokAyerStreet,7:30-17:30,2020-02-11 11:09:31.357982
116,VolcanoLand,57,116,4.3,39ArtilleryAve,暂停营业,2020-02-11 11:09:42.143301
117,not available,142,117,4.7,"#01 Sentosa Island, 43 Siloso Beach Walk, 01, Singapore 099010",周一、周二、周四和周五（10:00-21:30），周三（12:00-21:30），周六和周日（10:00-11:30，12:00-17:30，18:00-21:30），其中2020年的1月15日提早闭园（最后一场飞行时间在17点，因此您至少需要在16点前在柜台办理登记）。,2020-02-11 11:09:55.036681
118,OneFullerton,99,118,4.4,1FullertonRd,全天开放,2020-02-11 11:10:06.158291
119,StJohnsIsland,50,119,4.3,StJohn'sIsland，Singapore,,2020-02-11 11:10:20.099477
120,FlowerDome,100,120,4.6,"18MarinaGardensDriveGardensBytheBay,Singapore018953,Singapore",9:00-21:00，最后售票时间：20:00；最后入场时间：20:00。,2020-02-11 11:10:32.480260
121,JooChiatCommunityCentre,81,121,4.3,"113EastCoastRoad,Singapore428803",全天开放,2020-02-11 11:10:43.275767
122,CloudForest,112,122,4.9,"GardensbytheBay|18MarinaGardensDrive,Singapore018953,Singapore",9:00-21:00，最后入场和售票时间为20:00。迷雾时间10:00、12:00、14:00、 16:00、18:00、20:00。更多开放时间请以官网公示为准。,2020-02-11 11:11:05.415119
123,not available,45,123,4.8,"Singapore River, Singapore","每天9:00 AM - 23:00 PM（每30分钟一班）
最后一班船出发时间为22:30 PM",2020-02-11 11:11:20.754117
124,RafflesLandingSite,126,124,4.2,"SingaporeRiver,attheendofOldParliamentLane,Singapore",全天开放,2020-02-11 11:11:39.867850
125,Orchidville,52,125,4.3,"82SungeiTengahRd,Singapore698985",周一-周日9:30-21:30，公共假日9:30-21:30。,2020-02-11 11:11:50.540001
126,HerbSpiceGarden,48,126,4.5,在圣淘沙鱼尾狮公园后面,,2020-02-11 11:12:10.441513
127,not available,137,127,4.1,51B Imbiah Road,10：00-21:00 其中4合1游戏配套的最后入场时间：19:30；单项游戏的最后入场时间：20:45，以上时间仅供参考，具体以景区现场安排为准。,2020-02-11 11:12:21.148537
128,not available,85,128,4.3,"12 Tai Gin Road Sun Yat Sen Nanyang Memorial Hall, Singapore 327874, Singapore","周二-周日10:00-17:00，周一休馆。（最晚入园时间16:30） 免费英文向导：周二 - 周五：2:00 PM / 周六 - 周日：3:00 PM
 免费普通话向导：周二，周四，周六，周日：2:30 PM
",2020-02-11 11:12:35.377568
129,SingaporeDiscoveryCentre,75,129,4.2,510UpperJurongRoad,周二-周日9:00-18:00，周一闭馆（公共假期和学期假期除外）。,2020-02-11 11:12:52.187601
130,TimbreTheSubstation,29,130,4.3,"45ArmenianStreet,Singapore179936,Singapore",周二-周四、周日18:00-次日1:00，周五、周六18:00-次日2:00，周一关闭,2020-02-11 11:13:02.473071
131,not available,75,131,4.4,"40 Imbiah Rd, Imbiah Lookout Sentosa, Singapore 099700",全年  11:00-19:00；最后一场的时间是19:00，以上时间仅供参考，具体以景区当天的安排为准。。,2020-02-11 11:13:16.792471
132,Istana,128,132,4.6,"OrchardRoad,Singapore238823",暂停营业,2020-02-11 11:13:30.471053
133,SentosaNatureDiscovery,54,133,4.5,40ImbiahRoad,9:00-17:00,2020-02-11 11:13:43.128893
134,ShentonWay,41,134,4.3,"ShentonWay,Singapore",全天开放,2020-02-11 11:13:54.162621
135,CineBlast,46,135,4.4,51BImbiahRoad,8:00–18:00,2020-02-11 11:14:06.716771
136,ChangiVillage,42,136,4.5,Singapore,全天开放,2020-02-11 11:14:18.522728
137,AbdulGaffoorMosque,54,137,4.4,"41DunlopStreet,Singapore,Singapore",周六-周四10:00-12:00，14:00-16:00；周五14:30-16:00,2020-02-11 11:14:29.934043
138,TheSouthernRidges,27,138,4.7,",TheSouthernRidgesSingapore099203",全天开放,2020-02-11 11:14:41.957192
139,CanopyPlaygroundofChangiAirport,31,139,4.4,新加坡樟宜机场T1三层公共区域ViewingMall,10:30-22:30,2020-02-11 11:14:53.835918
140,SingaporeManagementUniversity,45,140,4.4,"70StamfordRoad,#B1-38a,Singapore178901",,2020-02-11 11:15:09.139908
141,ChangiBeach,44,141,4.3,"ChangiBeach,Singapore",全天开放,2020-02-11 11:15:21.684653
142,SupertreeGrove,66,142,4.7,"18MarinaGardensDriveGardensBytheBay|GardensbytheBay,Singapore018953,Singapore",5:00-次日2:00,2020-02-11 11:15:32.683962
143,LibraryOrchard,76,143,4.7,"277OrchardRoad,OrchardGateway,Singapore",11:00-21:00；圣诞节前夕17:00关闭，新年和中国新年、公众假期闭馆。,2020-02-11 11:15:47.230569
144,SakyaMuniBuddhaGayaTemple,39,144,4.2,"336RaceCourseRd.,Singapore,Singapore",8:30-16:45,2020-02-11 11:15:59.869245
145,not available,37,145,4.5,50 Beach View， #01-k5， Gogreen Hub,思维车探险旅程：10:00-19:30（周一-周日）（首轮探险旅程：上午10:30，最后出发时间：18:30） 思维车乐趣游：10:00-19:30（最后出发时间19:00）,2020-02-11 11:16:17.860645
146,KusuIsland,56,146,4.1,10KhusuIsland,全天开放,2020-02-11 11:16:34.071097
147,KranjiWarMemorial,50,147,4.1,9WoodlandsRoad,全天开放,2020-02-11 11:16:44.999910
148,TheChangiMuseum,47,148,4.1,"1000,UpperChangiRoadNorth,Singapore507707",9:30-17:00（16:30停止入场）,2020-02-11 11:16:56.613341
149,JurongLakeGardens,30,149,4.6,"1ChineseGarden,Singapore619795,Singapore",全天开放,2020-02-11 11:17:08.910780
150,SuntecSingaporeInternationalConventionandExhibitionCentre,43,150,4.7,"1RafflesBoulevard,Singapore039593,Singapore",7:00-23:00,2020-02-11 11:17:22.046014
151,not available,99,151,4.7,Palawan Kidz City. 31 Beach View #01-01/02 Singapore 098008,10:00-18:00，最晚入园时间：16:30，园区内最后一场角色扮演的时间：17:30。以下日期景区闭园，请您改期前往：2020年1月15日，2月12/19/26日、4月29日、5月6/13日、8月19日、9月16日。以上时间仅供参考，实际开放时间以景区当天为准。,2020-02-11 11:17:38.997373
152,KuanImThongHoodChoTemple,37,152,4.4,"178WaterlooSt.,Singapore187964,Singapore",周一-周日6:00-18:00,2020-02-11 11:17:49.946998
153,MalabarMosque,33,153,4.2,"471VictoriaStreet,Singapore198370",全天开放,2020-02-11 11:18:04.641569
154,NationalLibraryofSingapore,91,154,4.8,"100VictoriaStreet,Singapore188064,Singapore",10:00-21:00，圣诞节前夕、新年和农历新年17:00关闭，公众假期休息。,2020-02-11 11:18:17.941494
155,KranjiFarm,25,155,4.4,"WoodlandsRd,Singapore738702",全天,2020-02-11 11:18:32.683366
156,GogreenBicycleRental,17,156,4.4,"GogreenSegwayEcoAdventure,SilosoBeach,Sentosa",全天开放,2020-02-11 11:18:45.728040
157,ZoneXofChangiAirport,37,157,4.3,新加坡樟宜机场T3地下二层（公共区域）,10:00-23:00,2020-02-11 11:19:03.593003
158,FormulaSingaporeGrandPrix,21,158,4.4,"MarinaBay,Singapore",暂停营业,2020-02-11 11:19:16.435501
159,VanKleefAquarium,50,159,4.4,史丹福路乔治五世公园内,,2020-02-11 11:19:28.626039
160,LauPaSat,60,160,4.4,"18RafflesQuayTelokAyerFestivalMarket,Singapore048582",全天开放,2020-02-11 11:19:40.951578
161,OCBCSkyway,32,161,4.7,"18MarinaGardensDriveGardensBytheBay|GardensbytheBay,Singapore018953,Singapore",9:00-21:00（最后售票和入场时间为20:00）；将在以下日期关闭进行维护：2月17日、3月23日、4月20日、5月4日、6月1日、7月20日、8月24日、9月28日、10月19日、11月16日、12月21日；景点可能会因容量，恶劣天气，特殊事件或其他原因而更改营业时间，具体开放时间请见官网公示信息。,2020-02-11 11:19:53.048150
162,CathedraloftheGoodShepherd,31,162,4.1,"AQueenStreet,Singapore188533",每天弥撒时间不同，具体请查看官网。,2020-02-11 11:20:06.697594
163,MarinaSquare,11,163,4.5,6RafflesBoulevard,10:00-22:00,2020-02-11 11:20:21.253234
164,TanjongPagar,35,164,4.5,"21McCallumSt,Singapore069047",全天开放,2020-02-11 11:20:41.391346
165,CentralBusinessDistrict,51,165,4.6,"ShentonWay,Singapore,Singapore",,2020-02-11 11:20:56.880487
166,AngMoKioTown,20,166,3.3,新加坡,全天开放,2020-02-11 11:21:09.571105
167,AndersonBridge,51,167,4.5,"MouthofSingaporeRiver,Singapore,Singapore",,2020-02-11 11:21:28.194312
168,TheLuxeHouse,19,168,4.3,"BLK7ADempseyRoad,Singapore",13:00-次日1:00，23:00为最后招待时间,2020-02-11 11:21:44.890511
169,CentralFireStation,48,169,4.6,"62HillStreet,Singapore,Singapore",,2020-02-11 11:22:30.157748
170,KentRidgePark,19,170,4.4,"Vigilantedrive,Singapore,Singapore",全天开放,2020-02-11 11:22:41.600198
171,Spectra,28,171,4.6,MarinaBay,周一-周四、周日：20:00、21:00两场；周五、周六：20:00、21:00、22:00三场；每场表演约15分钟。,2020-02-11 11:22:53.863847
