,X,url,eng_name,cn_names,num_reviews,poi_is_english
174,173,https://www.mafengwo.cn/poi/33181856.html,The Arts House,旧国会大厦艺术之家,（3条）,
175,174,https://www.mafengwo.cn/poi/74039452.html,Japanese Garden,星和园,（1条）,
176,175,https://www.mafengwo.cn/poi/34031504.html,Ray Bay,魟鱼湾,（2条）,
177,176,https://www.mafengwo.cn/poi/6042301.html,Dalhousie Obelisk,达豪施纪念碑,（7条）,
178,177,https://www.mafengwo.cn/poi/9431159.html,Loyang Tua Pek Kong Temple,洛阳大伯公宫,（2条）,
179,178,https://www.mafengwo.cn/poi/38277336.html,School of Art Design and Media,艺术、设计与媒体学院,（3条）,
180,179,https://www.mafengwo.cn/poi/33181796.html,,NUS Museum,（1条）,
181,180,https://www.mafengwo.cn/poi/186321.html,Church of Saints Peter and Paul,圣伯多禄圣保禄教堂,（6条）,
182,181,https://www.mafengwo.cn/poi/33750760.html,,spectra,2,1
183,182,https://www.mafengwo.cn/poi/20881.html,Kranji War Memorial,克兰芝阵亡战士纪念碑,（5条）,
184,183,https://www.mafengwo.cn/poi/7645561.html,People of the River,河的子民,（4条）,
185,184,https://www.mafengwo.cn/poi/71462708.html,Ministry of Communications & Information (MCI),通讯及新闻部,（4条）,
186,185,https://www.mafengwo.cn/poi/50229604.html,Singapore Mass Rapid Transit,新加坡大众捷运系统,（2条）,
187,186,https://www.mafengwo.cn/poi/66451760.html,,Rainforest Kidzworld,（1条）,1
188,187,https://www.mafengwo.cn/poi/72433248.html,,莱佛士城购物中心,（1条）,
189,188,https://www.mafengwo.cn/poi/50002840.html,,SAM at 8Q,（1条）,1
190,189,https://www.mafengwo.cn/poi/50226936.html,,Golden Mile Complex,（1条）,1
191,190,https://www.mafengwo.cn/poi/5422939.html,Sago Street,硕莪街,（6条）,
192,191,https://www.mafengwo.cn/poi/33182928.html,NUS Baba House,峇峇住宅,（1条）,
193,192,https://www.mafengwo.cn/poi/33181860.html,,KidsSTOP™,（1条）,
194,193,https://www.mafengwo.cn/poi/50228248.html,Central Business District,中央商业区,（1条）,
195,194,https://www.mafengwo.cn/poi/34052924.html,,Beach Station,（1条）,1
196,195,https://www.mafengwo.cn/poi/34075592.html,,太阳花园,（1条）,
197,196,https://www.mafengwo.cn/poi/11080.html,Changi Prison Chapel and Museum,樟宜监狱博物馆,（4条）,
198,197,https://www.mafengwo.cn/poi/33181800.html,,The Cat Museum,（1条）,1
199,198,https://www.mafengwo.cn/poi/5538280.html,Lian Shan Shuang Lin Temple,莲山双林寺,（2条）,
200,199,https://www.mafengwo.cn/poi/33182800.html,,Esplanade Bridge,（2条）,1
201,200,https://www.mafengwo.cn/poi/33183116.html,,ZhongShan Park,（1条）,1
202,201,https://www.mafengwo.cn/poi/50228396.html,Vivo City,怡丰城,（2条）,
203,202,https://www.mafengwo.cn/poi/6034081.html,Tiong Bahru Qui Tian Gong Temple,天公庙,（3条）,
204,203,https://www.mafengwo.cn/poi/6017977.html,,日本人墓地公园,（3条）,
205,204,https://www.mafengwo.cn/poi/33182772.html,Padang,政府大厦大草场,（1条）,
206,205,https://www.mafengwo.cn/poi/11009.html,,长老会恩泽堂,（4条）,
207,206,https://www.mafengwo.cn/poi/11044.html,Singapore Discovery Centre,新加坡知新馆,（7条）,
208,207,https://www.mafengwo.cn/poi/34197524.html,Art from the streets,街头艺术,（1条）,
209,208,https://www.mafengwo.cn/poi/33182876.html,Geylang Serai New Market,芽笼士乃市场,（0条）,
210,209,https://www.mafengwo.cn/poi/71469396.html,Republic Polytechnic,共和理工学院,（1条）,
211,210,https://www.mafengwo.cn/poi/6034058.html,Hajjah Fatimah Mosque,哈查花蒂玛回教堂,（4条）,
212,211,https://www.mafengwo.cn/poi/6034004.html,Punggol Beach,榜鹅海滩,（2条）,
213,212,https://www.mafengwo.cn/poi/78160244.html,"Crane Dance at Resort World Sentosa
",圣淘沙仙鹤芭蕾表演,（1条）,
214,213,https://www.mafengwo.cn/poi/50228976.html,The Sentosa Express,圣淘沙特快,（1条）,
215,214,https://www.mafengwo.cn/poi/7734397.html,Singapore Poon Yue Association,新加坡番禺会馆,（3条）,
216,215,https://www.mafengwo.cn/poi/33182864.html,Chinese Heritage Centre,华裔馆,（1条）,
217,216,https://www.mafengwo.cn/poi/5422957.html,Sri Krishnan Temple,克里斯南兴都庙,（6条）,
218,217,https://www.mafengwo.cn/poi/33182528.html,Thong Chai Medical Institution,同济医院,（1条）,
219,218,https://www.mafengwo.cn/poi/50226296.html,Zhujiao Centre (Tekka Market),竹脚市场,（2条）,
220,219,https://www.mafengwo.cn/poi/11007.html,Methodist Church,卫理会教堂,（3条）,
221,220,https://www.mafengwo.cn/poi/50229088.html,Singapore Food Festival,新加坡美食节,（2条）,
222,221,https://www.mafengwo.cn/poi/33178772.html,,Resorts World Theater,（1条）,1
223,222,https://www.mafengwo.cn/poi/9257844.html,"Temple of 1,000 Lights (Sakya Muni Buddha Gaya)",千灯寺,（2条）,
224,223,https://www.mafengwo.cn/poi/6034067.html,Nagore Durgha Shrine,纳哥德卡殿,（5条）,
225,224,https://www.mafengwo.cn/poi/71470148.html,,Alexandra Technopark,（1条）,1
226,225,https://www.mafengwo.cn/poi/33182700.html,Chettiar Temple,雀替尔印度寺庙,（1条）,
227,226,https://www.mafengwo.cn/poi/52977660.html,Lim Bo Seng Memorial,林谋盛纪念塔,（1条）,
228,227,https://www.mafengwo.cn/poi/50226804.html,,SSFW (Spring Summer Fall Winter),（1条）,1
229,228,https://www.mafengwo.cn/poi/33181884.html,Lee Kong Chian Natural History Museum,李光前自然历史博物馆,（1条）,
230,229,https://www.mafengwo.cn/poi/33182436.html,,Golden Mile Tower,（1条）,1
231,230,https://www.mafengwo.cn/poi/33182812.html,,MCI and MCCY Building,（1条）,1
232,231,https://www.mafengwo.cn/poi/6659697.html,Ngee Ann Polytechnic,新加坡义安理工学院,（5条）,
233,232,https://www.mafengwo.cn/poi/33182720.html,Cenotaph,陣亡紀念碑,（1条）,
234,233,https://www.mafengwo.cn/poi/71648664.html,,Duo residences,（1条）,1
235,234,https://www.mafengwo.cn/poi/71470180.html,,Keppel Bay,（1条）,1
236,235,https://www.mafengwo.cn/poi/6027772.html,Parkview Square,园景广场,（3条）,
237,236,https://www.mafengwo.cn/poi/5422967.html,Masjid Al-Abrar,阿尔阿布拉回教堂,（3条）,
238,237,https://www.mafengwo.cn/poi/33181808.html,,Parkview Museum,（1条）,1
239,238,https://www.mafengwo.cn/poi/9259581.html,Leong San See Temple,龙山寺,（2条）,
240,239,https://www.mafengwo.cn/poi/33182428.html,,Tan Kim Seng Fountain,（1条）,1
241,240,https://www.mafengwo.cn/poi/33183212.html,,Bedok Reservoir Park,（1条）,1
242,241,https://www.mafengwo.cn/poi/33181836.html,,National Design Centre,（2条）,1
243,242,https://www.mafengwo.cn/poi/71648652.html,,The Interlace Condo,（1条）,1
244,243,https://www.mafengwo.cn/poi/10999.html,,老钟楼,（1条）,
245,244,https://www.mafengwo.cn/poi/6033973.html,Changi Naval Base,樟宜海军基地,（1条）,
246,245,https://www.mafengwo.cn/poi/33181908.html,The Changi Museum,樟宜礼拜堂与博物馆,（1条）,
247,246,https://www.mafengwo.cn/poi/6027838.html,Lower Peirce Reservoir Park,贝雅士蓄水池下段,（1条）,
248,247,https://www.mafengwo.cn/poi/33182840.html,Telok Ayer Street,直落亚逸街,（1条）,
249,248,https://www.mafengwo.cn/poi/33182832.html,,Gillman Barracks,（1条）,1
250,0,https://www.mafengwo.cn/poi/185902.html,Singapore Coins And Notes Museum,新加坡钱币博物馆,（5条）,
251,1,https://www.mafengwo.cn/poi/77345064.html,,樟宜时空体验馆,（0条）,
252,2,https://www.mafengwo.cn/poi/5541119.html,Malabar Muslim Jama-Ath,马拉巴清真寺,（1条）,
253,3,https://www.mafengwo.cn/poi/6033960.html,,Rochester Park,（1条）,1
254,4,https://www.mafengwo.cn/poi/6042315.html,Hwa Chong Institution,新加坡华侨中学,（1条）,
255,5,https://www.mafengwo.cn/poi/6033981.html,Foo Hai Ch‘an Monastery,福海禅寺,（1条）,
256,6,https://www.mafengwo.cn/poi/72433232.html,,River Safari - Reservoir Cruise,（1条）,1
257,7,https://www.mafengwo.cn/poi/7646172.html,Sisters' Islands,姐妹岛,（1条）,
258,8,https://www.mafengwo.cn/poi/6042068.html,Pandan Reservoir,班丹蓄水池,（2条）,
259,9,https://www.mafengwo.cn/poi/33183188.html,,Upper Seletar Reservoir,（1条）,1
260,10,https://www.mafengwo.cn/poi/20884.html,National Archives of Singapore,国家档案馆,（3条）,
261,11,https://www.mafengwo.cn/poi/10919.html,Sakya Muni Buddha Gaya Temple,释迦牟尼菩提迦耶寺,（2条）,
262,12,https://www.mafengwo.cn/poi/7644866.html,Tan Swie Hian Museum,陈瑞献艺术馆,（1条）,
263,13,https://www.mafengwo.cn/poi/34436132.html,Singapore indoor stadium,新加坡室内体育场,（0条）,
264,14,https://www.mafengwo.cn/poi/71641360.html,,Sunflower Garden,（0条）,1
265,15,https://www.mafengwo.cn/poi/186184.html,,Red Dot Traffic,（1条）,1
266,16,https://www.mafengwo.cn/poi/33179632.html,,The Ritz-Carlton Spa,（0条）,1
267,17,https://www.mafengwo.cn/poi/9421361.html,Kandahar Street,干达哈街,（1条）,
268,18,https://www.mafengwo.cn/poi/74630440.html,,坤成路,（0条）,
269,19,https://www.mafengwo.cn/poi/6034053.html,Maghain Aboth Synagogue,马海阿布犹太教堂,（1条）,
270,20,https://www.mafengwo.cn/poi/6042120.html,Wu Tai Shan Buddhist Temple,五台山佛公寺,（1条）,
271,21,https://www.mafengwo.cn/poi/7645361.html,,政府组屋展廊,（0条）,
272,22,https://www.mafengwo.cn/poi/50229360.html,F1 - Singapore Grand Prix,世界一级方程式锦标赛新加坡大奖赛,（0条）,
273,23,https://www.mafengwo.cn/poi/6042152.html,The Bible Society Of Singapore,新加坡圣经公会,（0条）,
274,24,https://www.mafengwo.cn/poi/33178716.html,Singapore Visitor Centre,新加坡乌节路游客中心,（0条）,
275,25,https://www.mafengwo.cn/poi/50228816.html,,Ngee Ann City,（0条）,1
276,26,https://www.mafengwo.cn/poi/33182524.html,,Fort Canning Lighthouse,（0条）,1
277,27,https://www.mafengwo.cn/poi/7646189.html,,Nyee Phoe Flower Garden,（0条）,1
