,POI,link,num_reviews
44,National Orchid Garden ,/sight/singapore53/1674015.html,"
                                (396 reviews)"
45,Singapore Art Museum,/sight/singapore53/3661.html,"
                                (209 reviews)"
46,Dolphin Garden ,/sight/sentosa776/1703716.html,"
                                (209 reviews)"
47,"Nanyang Technological University, Singapore",/sight/singapore53/1409766.html,"
                                (209 reviews)"
48,Bukit Timah Natural Reserve,/sight/singapore53/7689.html,"
                                (150 reviews)"
49,Umin Island ,/sight/pulauubin21394/7684.html,"
                                (151 reviews)"
50,Red Dot Design Museum ,/sight/singapore53/147110.html,"
                                (190 reviews)"
51,Victoria Theatre & Concert Hall ,/sight/singapore53/3674.html,"
                                (140 reviews)"
52,Dutch Village,/sight/singapore53/30072.html,"
                                (122 reviews)"
53,Old Capitol Art House ,/sight/singapore53/25848.html,"
                                (119 reviews)"
54,Bugis Village,/sight/singapore53/7674.html,"
                                (119 reviews)"
55,CITY TOUR Duck Boat ,/sight/singapore53/2481730.html,"
                                (380 reviews)"
56,Fort Canning Park ,/sight/singapore53/1710111.html,"
                                (156 reviews)"
57,Singapore Philatelic Museum ,/sight/singapore53/1409537.html,"
                                (112 reviews)"
58,Asian Civilisations Museum ,/sight/singapore53/1710133.html,"
                                (109 reviews)"
59,Jamey Muslim Church ,/sight/singapore53/1486529.html,"
                                (117 reviews)"
60,Coastal Trail ,/sight/singapore53/1710078.html,"
                                (94 reviews)"
61,Maijia Adventure Park ,/sight/sentosa776/134485.html,"
                                (94 reviews)"
62,ION Sky ,/sight/singapore53/1710137.html,"
                                (94 reviews)"
63,Trick Eye Museum,/sight/sentosa776/1417685.html,"
                                (181 reviews)"
64,Punggol Beach,/sight/singapore53/1476722.html,"
                                (71 reviews)"
65,Macquarie Reservoir ,/sight/singapore53/1710191.html,"
                                (62 reviews)"
66,Dempsey Hill ,/sight/singapore53/30050.html,"
                                (69 reviews)"
67,Pasir Ris Park ,/sight/singapore53/1710003.html,"
                                (78 reviews)"
68,Peranakan Museum ,/sight/singapore53/1711551.html,"
                                (77 reviews)"
69,Funvee double-decker sightseeing bus ,/sight/singapore53/2482154.html,"
                                (62 reviews)"
70,Henderson Wave Bridge ,/sight/singapore53/1685434.html,"
                                (54 reviews)"
71,MacRitchie Nature Trail ,/sight/singapore53/1710140.html,"
                                (41 reviews)"
72,Singapore Urban Planning Exhibition Hall ,/sight/singapore53/1711341.html,"
                                (54 reviews)"
73,Civil Defense and Fire History Museum ,/sight/singapore53/1710052.html,"
                                (67 reviews)"
74,Ducktours ,/sight/singapore53/1407539.html,"
                                (1043 reviews)"
75,Emerald Hill Road,/sight/singapore53/1710144.html,"
                                (67 reviews)"
76,Big Bus Singapore ... ,/sight/singapore53/2482004.html,"
                                (67 reviews)"
77,"Taylor's School of Graphic Arts, Singapore ",/sight/singapore53/1710097.html,"
                                (67 reviews)"
78,Sentosa Beach ,/sight/sentosa776/25859.html,"
                                (310 reviews)"
79,Chinatown ,/sight/singapore53/25846.html,"
                                (283 reviews)"
80,Singapore Science Centre ,/sight/singapore53/1409526.html,"
                                (635 reviews)"
81,Merlion Tower Sentosa ,/sight/sentosa776/66797.html,"
                                (470 reviews)"
82,Changi Airport Entertainment District ,/sight/singapore53/1681396.html,"
                                (161 reviews)"
83,Maritime Museum,/sight/singapore53/66806.html,"
                                (201 reviews)"
84,Rainbow Cake Baking Course ,/sight/singapore53/2482168.html,"
                                (9 reviews)"
85,Pineapple Stick Baking Course,/sight/singapore53/2482158.html,"
                                (5 reviews)"
86,SMU Parkour Training Course ,/sight/singapore53/2482349.html,"
                                (2 reviews)"
87,Skate Park Skateboarding Course,/sight/singapore53/2482167.html,"
                                (3 reviews)"
88,Kranji Racecourse Experience ,/sight/singapore53/2482565.html,"
                                (2 reviews)"
89,Open Farm Community Green Yoga Class,/sight/singapore53/2481738.html,"
                                (2 reviews)"
90,Festival Boulevard,/sight/sentosa776/1407846.html,"
                                (147 reviews)"
91,Madame Tussauds Singapore ,/sight/singapore53/1480769.html,"
                                (147 reviews)"
92,Mount Imbio ,/sight/sentosa776/25865.html,"
                                (147 reviews)"
93,Tanjong Beach ,/sight/singapore53/107847.html,"
                                (133 reviews)"
94,Raffles Place,/sight/singapore53/30051.html,"
                                (99 reviews)"
95,Boat Quay ,/sight/singapore53/25833.html,"
                                (127 reviews)"
96,Wing Chun Boxing Martial Arts Workshop ,/sight/singapore53/2482476.html,"
                                (1 review)"
97,Fountain of Wealth ,/sight/singapore53/132965.html,"
                                (114 reviews)"
98,Gavenna Bridge ,/sight/singapore53/30008.html,"
                                (133 reviews)"
99,Changi Airport Slide @ T3 ,/sight/singapore53/1681438.html,"
                                (84 reviews)"
100,MINT Toy Museum,/sight/singapore53/132422.html,"
                                (174 reviews)"
101,Haw Par Villa,/sight/singapore53/3680.html,"
                                (99 reviews)"
102,Changi Airport Experience Area,/sight/singapore53/1681440.html,"
                                (81 reviews)"
103,Siloso Battery,/sight/singapore53/66800.html,"
                                (110 reviews)"
104,Starlight Changi,/sight/singapore53/5254437.html,"
                                (79 reviews)"
105,Butterfly Park and Insect Kingdom,/sight/singapore53/66799.html,"
                                (159 reviews)"
106,Malay Cultural Museum,/sight/singapore53/1409536.html,"
                                (159 reviews)"
107,Changi Airport Children's Park,/sight/singapore53/1681376.html,"
                                (159 reviews)"
108,Changi Airport Social Tree,/sight/singapore53/1681362.html,"
                                (65 reviews)"
109,Fairy Crane Ballet Performance,/sight/sentosa776/110026.html,"
                                (82 reviews)"
110,Armenian church,/sight/singapore53/7547.html,"
                                (118 reviews)"
111,Sentosa surfing area,/sight/singapore53/134484.html,"
                                (77 reviews)"
112,Singapore Peace Monument,/sight/singapore53/3669.html,"
                                (139 reviews)"
113,Sungei Buloh Wetland Reserve,/sight/singapore53/1409527.html,"
                                (76 reviews)"
114,Changi Airport Interactive Art Station,/sight/singapore53/1681411.html,"
                                (46 reviews)"
115,Tianfu Temple,/sight/singapore53/25842.html,"
                                (100 reviews)"
116,Flame mountain,/sight/singapore53/66807.html,"
                                (57 reviews)"
117,iFly Wind Tunnel Flight,/sight/singapore53/1986765.html,"
                                (138 reviews)"
118,Fullerton One,/sight/singapore53/137343.html,"
                                (98 reviews)"
119,Saint john i.,/sight/singapore53/3657.html,"
                                (50 reviews)"
120,Flower dome,/sight/singapore53/2054208.html,"
                                (100 reviews)"
121,Katong Nyonya Cultural District,/sight/singapore53/1410561.html,"
                                (100 reviews)"
122,Cloud Forest Glass House,/sight/singapore53/2054211.html,"
                                (100 reviews)"
123,Singapore River Cruise,/sight/singapore53/2479213.html,"
                                (43 reviews)"
124,Raffles Landing Site,/sight/singapore53/3675.html,"
                                (126 reviews)"
125,Orchid Villa,/sight/singapore53/7685.html,"
                                (52 reviews)"
126,Herbal Spice Garden,/sight/sentosa776/66804.html,"
                                (48 reviews)"
127,Sentosa 4D Adventure Park,/sight/singapore53/1418247.html,"
                                (136 reviews)"
128,Sun Yat-sen Nanyang Memorial Hall,/sight/singapore53/7669.html,"
                                (85 reviews)"
129,Chihsin Pavilion,/sight/singapore53/3655.html,"
                                (75 reviews)"
130,The Substation,/sight/singapore53/136825.html,"
                                (29 reviews)"
131,Vientiane Museum,/sight/singapore53/66803.html,"
                                (75 reviews)"
132,Singapore Presidential Palace,/sight/singapore53/1710192.html,"
                                (128 reviews)"
133,Sentosa Nature Discovery Centre,/sight/singapore53/134481.html,"
                                (54 reviews)"
134,Shenton Avenue,/sight/singapore53/3682.html,"
                                (41 reviews)"
135,Motion Cinema,/sight/sentosa776/25872.html,"
                                (46 reviews)"
136,Changi Village,/sight/singapore53/1683257.html,"
                                (46 reviews)"
137,Abdul Kaf Mosque,/sight/singapore53/30009.html,"
                                (46 reviews)"
138,Southern ridge,/sight/singapore53/1710114.html,"
                                (27 reviews)"
139,"Canopy Playground, Changi Airport",/sight/singapore53/1681462.html,"
                                (31 reviews)"
140,Singapore Management University,/sight/singapore53/1409772.html,"
                                (45 reviews)"
141,Changi Beach,/sight/singapore53/1683227.html,"
                                (44 reviews)"
142,Great Forest,/sight/singapore53/2056193.html,"
                                (66 reviews)"
143,Orchard Road Library,/sight/singapore53/1710211.html,"
                                (75 reviews)"
144,Qiandeng Temple,/sight/singapore53/25844.html,"
                                (39 reviews)"
145,Gogreen Thinking Car Adventure,/sight/sentosa776/134483.html,"
                                (37 reviews)"
146,Guiyu Island,/sight/singapore53/3685.html,"
                                (56 reviews)"
147,Kranji Martyrs Monument,/sight/singapore53/7686.html,"
                                (50 reviews)"
148,Changi Museum,/sight/singapore53/7683.html,"
                                (47 reviews)"
149,Jurong Lake Garden,/sight/singapore53/1710044.html,"
                                (30 reviews)"
150,Suntec City Convention and Exhibition Center,/sight/singapore53/1710088.html,"
                                (43 reviews)"
151,KidZania Singapore,/sight/singapore53/1929966.html,"
                                (43 reviews)"
152,Guanyintang Buddha Temple,/sight/singapore53/1710045.html,"
                                (43 reviews)"
153,Maraba Mosque,/sight/singapore53/1486932.html,"
                                (33 reviews)"
154,National Library of Singapore,/sight/singapore53/1711293.html,"
                                (91 reviews)"
155,Kranji Farm,/sight/singapore53/1407538.html,"
                                (24 reviews)"
156,Sentosa Bike Roundabout,/sight/singapore53/2478999.html,"
                                (17 reviews)"
157,Changi Airport Zone X Games Room,/sight/singapore53/1681466.html,"
                                (37 reviews)"
158,F1 Singapore Grand Prix,/sight/singapore53/2479057.html,"
                                (21 reviews)"
159,Vancliff Aquarium,/sight/singapore53/3684.html,"
                                (50 reviews)"
160,Old Pasar Festival Pavilion,/sight/singapore53/1710055.html,"
                                (60 reviews)"
161,OCBC Skyway,/sight/singapore53/2050758.html,"
                                (32 reviews)"
162,Shante Cathedral,/sight/singapore53/132424.html,"
                                (31 reviews)"
163,Marina Square,/sight/singapore53/108080.html,"
                                (11 reviews)"
164,Tanjong Pagar,/sight/singapore53/1711521.html,"
                                (35 reviews)"
165,Central Business District,/sight/singapore53/1710150.html,"
                                (51 reviews)"
166,Ang Mo Kio,/sight/singapore53/1710059.html,"
                                (51 reviews)"
167,Anderson bridge,/sight/singapore53/1711259.html,"
                                (51 reviews)"
168,The Luxe House,/sight/singapore53/1485601.html,"
                                (19 reviews)"
169,Central Fire Station,/sight/singapore53/1710117.html,"
                                (48 reviews)"
170,Kent Ridge Park,/sight/singapore53/1710183.html,"
                                (19 reviews)"
171,Symphony of Lights,/sight/singapore53/2483503.html,"
                                (28 reviews)"
172,Guangmingshan Pujue Temple,/sight/singapore53/1484710.html,"
                                (34 reviews)"
173,Phantom Rainforest Night,/sight/singapore53/4729341.html,"
                                (33 reviews)"
174,Bedok Reservoir Park,/sight/singapore53/1710082.html,"
                                (26 reviews)"
175,Lianshan Shuanglin Temple,/sight/singapore53/1710149.html,"
                                (24 reviews)"
176,Hacha Fatima Mosque,/sight/singapore53/1486916.html,"
                                (33 reviews)"
177,Zouk,/sight/singapore53/1827434.html,"
                                (16 reviews)"
178,Kids STOP,/sight/singapore53/1710103.html,"
                                (41 reviews)"
179,Future Water World,/sight/singapore53/2855626.html,"
                                (19 reviews)"
180,Jurong Eco-Garden,/sight/singapore53/1710202.html,"
                                (23 reviews)"
181,Li Guangqian Natural History Museum,/sight/singapore53/1710053.html,"
                                (23 reviews)"
182,Sturgeon Bay,/sight/singapore53/1710142.html,"
                                (23 reviews)"
183,Singapore's Tanah Merah Pier (access to Bintan Island ...,/sight/singapore53/1412477.html,"
                                (18 reviews)"
184,Lake of Dreams Performance,/sight/sentosa776/1558054.html,"
                                (24 reviews)"
185,"Syracuse, Singapore",/sight/singapore53/1558257.html,"
                                (15 reviews)"
186,Garden Rhapsody,/sight/singapore53/2483300.html,"
                                (21 reviews)"
187,Changi Space Time Museum,/sight/singapore53/5619359.html,"
                                (5 reviews)"
188,Singapore Indoor Stadium,/sight/singapore53/1711310.html,"
                                (11 reviews)"
189,AJ Hackett Sentosa,/sight/sentosa776/2512560.html,"
                                (11 reviews)"
190,Marina dike,/sight/singapore53/1711404.html,"
                                (57 reviews)"
191,National Design Center,/sight/singapore53/1710161.html,"
                                (17 reviews)"
192,Indian Cultural Center,/sight/singapore53/2055866.html,"
                                (6 reviews)"
193,Government Building Large Pasture,/sight/singapore53/1711439.html,"
                                (36 reviews)"
194,Woodlands,/sight/singapore53/1710087.html,"
                                (10 reviews)"
195,Labrador Nature Reserve,/sight/singapore53/1710147.html,"
                                (20 reviews)"
196,Sacred Heart Cathedral,/sight/singapore53/1710186.html,"
                                (20 reviews)"
197,Sister island,/sight/singapore53/1710077.html,"
                                (20 reviews)"
198,monument,/sight/singapore53/1711538.html,"
                                (26 reviews)"
199,Our Lady of Lourdes,/sight/singapore53/1710154.html,"
                                (16 reviews)"
200,Johor Fort,/sight/singapore53/1683247.html,"
                                (25 reviews)"
201,Umin Island Cycling,/sight/singapore53/1988787.html,"
                                (6 reviews)"
202,Phantom of Light-Digital Light and Shadow Symphony,/sight/singapore53/5101503.html,"
                                (2 reviews)"
203,Lower Seletar Reservoir,/sight/singapore53/1710172.html,"
                                (14 reviews)"
204,Yarra Street,/sight/singapore53/108130.html,"
                                (4 reviews)"
205,Barge experience,/sight/singapore53/5244341.html,"
                                (2 reviews)"
206,ELO WATER Nitrox Spa,/sight/singapore53/5100543.html,"
                                (2 reviews)"
207,1-Altitude Skydeck Observation Deck,/sight/singapore53/1989245.html,"
                                (22 reviews)"
208,Fengshan Temple,/sight/singapore53/1711498.html,"
                                (10 reviews)"
209,Singapore Sports City,/sight/singapore53/1685655.html,"
                                (4 reviews)"
210,HeadRock VR Theme Park,/sight/singapore53/5099482.html,"
                                (16 reviews)"
211,K-live in Sentosa,/sight/singapore53/1973045.html,"
                                (16 reviews)"
212,Singapore Tea Experience,/sight/singapore53/1998118.html,"
                                (16 reviews)"
213,Airzone suspended playground,/sight/singapore53/5058343.html,"
                                (3 reviews)"
214,Temple street,/sight/singapore53/2051598.html,"
                                (15 reviews)"
215,Flight Experience,/sight/singapore53/1558111.html,"
                                (14 reviews)"
216,Guanyin Hall,/sight/singapore53/3150463.html,"
                                (15 reviews)"
217,ArtSpace Museum,/sight/singapore53/1711317.html,"
                                (23 reviews)"
218,Supreme Court,/sight/singapore53/1710132.html,"
                                (25 reviews)"
219,Elgin Bridge,/sight/singapore53/4932192.html,"
                                (1 review)"
220,Singapore Jade Buddha Temple,/sight/singapore53/1710143.html,"
                                (25 reviews)"
221,"Bunker Museum, Singapore",/sight/singapore53/3148719.html,"
                                (3 reviews)"
222,Queen's Place,/sight/singapore53/1710104.html,"
                                (28 reviews)"
223,Sri-Villamakaliamman Temple ,/sight/singapore53/5127237.html,"
                                (4 reviews)"
224,Telok Ayer Street,/sight/singapore53/2053773.html,"
                                (13 reviews)"
225,St. Peter's Church,/sight/singapore53/1710129.html,"
                                (16 reviews)"
226,Wild Wild Wet,/sight/singapore53/2085776.html,"
                                (16 reviews)"
227,"Omniscience Theatre, Singapore Science Centre",/sight/singapore53/1711356.html,"
                                (16 reviews)"
228,Dachau Monument,/sight/singapore53/1710095.html,"
                                (17 reviews)"
229,Suntec Duck Boat,/sight/singapore53/4034206.html,"
                                (18 reviews)"
230,Singapore Bounce Park,/sight/singapore53/2117144.html,"
                                (2 reviews)"
231,Bollywood Veggies,/sight/singapore53/2053327.html,"
                                (7 reviews)"
232,Evening Garden,/sight/singapore53/2742680.html,"
                                (5 reviews)"
233,Singapore Musical Box Museum,/sight/singapore53/2056451.html,"
                                (6 reviews)"
234,Singapore skyline,/sight/singapore53/4025052.html,"
                                (7 reviews)"
235,OCBC Aquatic Centre,/sight/singapore53/1710002.html,"
                                (16 reviews)"
236,United Overseas Bank Building,/sight/singapore53/1711454.html,"
                                (22 reviews)"
237,Chris Nan Hindu Temple,/sight/singapore53/1711527.html,"
                                (20 reviews)"
238,Seaside park,/sight/singapore53/2053659.html,"
                                (24 reviews)"
239,The Cathay Gallery,/sight/singapore53/1710124.html,"
                                (14 reviews)"
240,Midland Trail Indoor Skiing Course,/sight/singapore53/2478791.html,"
                                (3 reviews)"
241,XD Theater,/sight/singapore53/1998388.html,"
                                (3 reviews)"
242,Police Heritage Centre,/sight/singapore53/1711260.html,"
                                (3 reviews)"
243,Yueh Hai Ching Temple,/sight/singapore53/1710127.html,"
                                (19 reviews)"
244,Singapore Super Jump,/sight/sentosa776/1991617.html,"
                                (15 reviews)"
245,Madagascar: Wooden Box Drifting (Madagascar ...,/sight/singapore53/2855706.html,"
                                (16 reviews)"
246,Lazarus pier private yacht goes to sea,/sight/singapore53/2478889.html,"
                                (1 review)"
247,Sembawang Park,/sight/singapore53/1710206.html,"
                                (34 reviews)"
248,Singapore Military Museum,/sight/singapore53/1711549.html,"
                                (15 reviews)"
249,Kayaking Experience on Umin Island,/sight/singapore53/2479002.html,"
                                (1 review)"
250,Opera Gallery,/sight/singapore53/2053845.html,"
                                (15 reviews)"
251,Istana Woodneuk,/sight/singapore53/1710131.html,"
                                (11 reviews)"
252,Tour About Singapore,/sight/singapore53/2050922.html,"
                                (19 reviews)"
253,Capital city temple,/sight/singapore53/1710072.html,"
                                (21 reviews)"
254,Dream,/sight/singapore53/1992588.html,"
                                (11 reviews)"
255,Chinese Heritage Museum,/sight/singapore53/2826468.html,"
                                (1 review)"
256,Ford Temple Museum,/sight/singapore53/1710093.html,"
                                (1 review)"
257,Baolulu Little Penguin Amusement Park,/sight/singapore53/2013454.html,"
                                (1 review)"
258,峇 峇 Residence,/sight/singapore53/1710085.html,"
                                (17 reviews)"
259,Sembawang Hot Spring,/sight/singapore53/1710067.html,"
                                (17 reviews)"
260,Bedang Road,/sight/singapore53/1710005.html,"
                                (11 reviews)"
261,Jubilee Bridge,/sight/singapore53/5218852.html,"
                                (3 reviews)"
262,St. Joseph's Church,/sight/singapore53/1710181.html,"
                                (15 reviews)"
263,Chettiar Hindu Temple,/sight/singapore53/1711343.html,"
                                (15 reviews)"
264,Freedom in Singapore,/sight/singapore53/2050709.html,"
                                (12 reviews)"
265,The Rink at JCube,/sight/singapore53/1711254.html,"
                                (13 reviews)"
266,Changi Beach Boardwalk,/sight/singapore53/2050618.html,"
                                (3 reviews)"
267,Miaja Gallery,/sight/singapore53/2056565.html,"
                                (6 reviews)"
268,The Other Room,/sight/singapore53/2118279.html,"
                                (10 reviews)"
269,Al abra mosque,/sight/singapore53/1710136.html,"
                                (16 reviews)"
270,Grand theater,/sight/singapore53/2118530.html,"
                                (1 review)"
271,Far East Organization Children ...,/sight/singapore53/5457245.html,"
                                (1 review)"
272,National Sport Stadium,/sight/singapore53/1710152.html,"
                                (1 review)"
273,Punggol Waterway Park,/sight/singapore53/2056425.html,"
                                (2 reviews)"
274,Sunflower Garden,/sight/singapore53/5189617.html,"
                                (1 review)"
275,Sengkang Swimming Complex,/sight/singapore53/4880938.html,"
                                (No reviews)"
276,Jagbaras Children's Garden,/sight/singapore53/1711548.html,"
                                (15 reviews)"
277,Chinese Pavilion,/sight/singapore53/3148817.html,"
                                (2 reviews)"
278,Singapore Cricket Club,/sight/singapore53/1558070.html,"
                                (5 reviews)"
279,Downtown East,/sight/singapore53/1710139.html,"
                                (11 reviews)"
280,National cultural relics bureau,/sight/singapore53/3148712.html,"
                                (2 reviews)"
281,Lin Mousheng Memorial Tower,/sight/singapore53/1710074.html,"
                                (13 reviews)"
282,Dayanggong Palace in Luoyang,/sight/singapore53/2511990.html,"
                                (7 reviews)"
283,Church of the Nativity of the ...,/sight/singapore53/4853164.html,"
                                (1 review)"
284,True Light Hall,/sight/singapore53/1710058.html,"
                                (16 reviews)"
285,Telok Ayer Market,/sight/singapore53/2055813.html,"
                                (10 reviews)"
286,Standard Chartered Marathon Si ...,/sight/singapore53/2116675.html,"
                                (10 reviews)"
287,Art Plural Gallery,/sight/singapore53/2053739.html,"
                                (10 reviews)"
288,Nagodka,/sight/singapore53/1710156.html,"
                                (17 reviews)"
289,Kreta Ayer Square,/sight/singapore53/2051756.html,"
                                (8 reviews)"
290,Parliament of Singapore,/sight/singapore53/4076450.html,"
                                (2 reviews)"
291,Coney Island Park,/sight/singapore53/5197667.html,"
                                (No reviews)"
292,Fish @ Big Splash,/sight/singapore53/1710201.html,"
                                (8 reviews)"
293,Rinvesha Buruma Hindu Temple,/sight/singapore53/1710060.html,"
                                (12 reviews)"
294,The underwater world,/sight/singapore53/2527135.html,"
                                (18 reviews)"
295,Laichun Yuen Theatre,/sight/singapore53/2051554.html,"
                                (7 reviews)"
296,Singapore Little Giant,/sight/singapore53/2025086.html,"
                                (4 reviews)"
297,Singapore Pinacothèque de Par ...,/sight/singapore53/2056001.html,"
                                (6 reviews)"
298,Bedok Jetty,/sight/singapore53/2051602.html,"
                                (9 reviews)"
299,Ann Siang Hill Park,/sight/singapore53/2056063.html,"
                                (8 reviews)"
300,Ode To Art,/sight/singapore53/2053291.html,"
                                (5 reviews)"
301,The Cat Cafe,/sight/singapore53/1711250.html,"
                                (5 reviews)"
302,Tiger Brewery,/sight/singapore53/1949134.html,"
                                (5 reviews)"
303,Jalan Besar Stadium,/sight/singapore53/2050748.html,"
                                (6 reviews)"
304,Golden Swallow Garden Museum,/sight/singapore53/1710196.html,"
                                (7 reviews)"
305,Asian Art Platform,/sight/singapore53/2051366.html,"
                                (10 reviews)"
306,Robertson Quay,/sight/singapore53/1710115.html,"
                                (12 reviews)"
307,National University of Singapore,/sight/singapore53/1710118.html,"
                                (17 reviews)"
308,The Bicycle Hut,/sight/singapore53/2119206.html,"
                                (5 reviews)"
309,Jurong Central Park,/sight/singapore53/2054238.html,"
                                (14 reviews)"
310,Piece of Peace,/sight/singapore53/4034757.html,"
                                (1 review)"
311,Kallang Ice World  ,/sight/singapore53/1710075.html,"
                                (7 reviews)"
312,Golden Sands Vienna Ferry,/sight/singapore53/2858004.html,"
                                (1 review)"
313,Sri Senpaga Vinayagar Temple,/sight/singapore53/1711322.html,"
                                (8 reviews)"
314,Native,/sight/singapore53/2118153.html,"
                                (5 reviews)"
315,Singapore River Water B Cruise,/sight/singapore53/4858912.html,"
                                (2 reviews)"
316,Little Guilin,/sight/singapore53/2118965.html,"
                                (2 reviews)"
317,HSBC Singapore Rugby Sevens,/sight/singapore53/2117077.html,"
                                (2 reviews)"
318,Polar Bear Gallery,/sight/singapore53/2050648.html,"
                                (3 reviews)"
319,Gajah Gallery,/sight/singapore53/2053281.html,"
                                (5 reviews)"
320,Dabogong Temple,/sight/singapore53/1710102.html,"
                                (10 reviews)"
321,Tiong Bahru Haritage Trail,/sight/singapore53/2119756.html,"
                                (4 reviews)"
322,Degiosart,/sight/singapore53/2051032.html,"
                                (4 reviews)"
323,Fire Flies Health Farm,/sight/singapore53/2053290.html,"
                                (3 reviews)"
324,Shuoge Street,/sight/singapore53/2053667.html,"
                                (13 reviews)"
325,Clementi Woods,/sight/singapore53/2118968.html,"
                                (4 reviews)"
326,Nanyang Institute of Technology,/sight/singapore53/3674259.html,"
                                (5 reviews)"
327,GOURMETbus,/sight/singapore53/2050731.html,"
                                (3 reviews)"
328,Harley-Davidson of Singapore,/sight/singapore53/2117707.html,"
                                (3 reviews)"
329,The Gem Museum,/sight/singapore53/2056474.html,"
                                (3 reviews)"
330,Redsea Gallery,/sight/singapore53/2056028.html,"
                                (4 reviews)"
331,Lotto Carpets Gallery,/sight/singapore53/2054050.html,"
                                (4 reviews)"
332,Overseas Chinese Plaza,/sight/singapore53/1710073.html,"
                                (4 reviews)"
333,Upper Seletar Reservoir,/sight/singapore53/2050752.html,"
                                (3 reviews)"
334,WTA Finals,/sight/singapore53/2117078.html,"
                                (7 reviews)"
335,Dream Drive Pte Ltd,/sight/singapore53/2118714.html,"
                                (3 reviews)"
336,Luxury yacht rental,/sight/singapore53/2117533.html,"
                                (3 reviews)"
337,MAD Museum of Art & Design,/sight/singapore53/2056070.html,"
                                (4 reviews)"
338,Faber Peak,/sight/singapore53/4916818.html,"
                                (2 reviews)"
339,Anjalichocolat,/sight/singapore53/2117916.html,"
                                (2 reviews)"
340,Toa Payoh Town Park,/sight/singapore53/2055836.html,"
                                (3 reviews)"
341,BOB Marine Yacht Charters Sing ...,/sight/singapore53/2475307.html,"
                                (3 reviews)"
342,Hay Dairies,/sight/singapore53/2053310.html,"
                                (3 reviews)"
