0,"49 Stirling Road, Singapore 141049 Singapore", from Singapore Botanic Gardens,"1.29751,103.80223","Asian, Singaporean","[u'Asian, Singaporean']",,5061,,Khong Guan Restaurant,tel:+65 6475 9333,,5.0,,,,,1 review,
0,"207 New Upper Changi Road Unit 01-51, Singapore 467345 Singapore",Bedok,"1.32518,103.93036",,[],,5062,,Jit Sing Satay,,,4.0,,,,,2 reviews,
0,"70 Airport Boulevard Changi Airport Mrt Station Terminal 2 #036-086, Changi Airport Terminal 2, Singapore 819661 Singapore",Changi,"1.35644,103.98817",Chinese,[u'Chinese'],,5063,,Soup Restaurant Changi Air Port2,tel:+65 6545 6866,,3.5,,,,,3 reviews,
0,"376 East Coast Road, Singapore 428984 Singapore", from East Coast Park,"1.30853,103.91123",,[],,5064,,Wolaa Kitchen & Bar,tel:+65 6312 3376,,5.0,,,,,1 review,
0,"17 Petir Road Hillion Mall # 01 17 18, Singapore 678278 Singapore", from Singapore Zoo,"1.37843,103.76284",,[],,5065,,My Briyani House,,,4.0,,,,,2 reviews,
0,"2 Orchard Turn #04-12 Ion Orchard, Singapore 238801 Singapore",Boulevard,"1.30408,103.83181","American, Steakhouse","[u'American, Steakhouse']",,5066,"Lunch, Dinner",MeatWorks,tel:+65 6634 0026,,4.5,,,,,3 reviews,
0,"183 Jalan Pelikat The Promenade@Pelikat The Promenade @ Pelikat, #B1-90, Singapore 537643 Singapore",Lorong Ah Soo,"1.35527,103.88788",,[],,5067,"Breakfast, Lunch, Dinner",cuppacakes.com.sg,tel:+65 9006 7868,,5.0,,,,,1 review,
0,"2 Tampines Central 5 Century Square #03-20/21&30, Century Square, Singapore 529509 Singapore",Tampines East,"1.35236,103.94377",Chinese,[u'Chinese'],Reservations,5068,,Green Signature,tel:+65 6904 0308,,3.5,,,,,4 reviews,
0,"2 Mactaggart Road Khong Guan Building, Singapore 368078 Singapore",,"1.33494,103.88593",Cafe,[u'Cafe'],,5069,"Breakfast, Lunch",Alchemist,,,5.0,,,,,1 review,
0,"9 Raffles Place Republic Plaza, Singapore 048619 Singapore", from Marina Bay,"1.2835,103.85068",,[],,5070,,Ba Xian,tel:+65 6725 7025,,5.0,,,,,1 review,
0,"27 Upper East Coast Road, Singapore 455211 Singapore", from East Coast Park,"1.31306,103.92642",,[],Reservations,5071,,Indian Curry House,,,5.0,,,,,1 review,
0,"216 Joo Chiat Road Soho Life, Singapore 427483 Singapore",Geylang East,"1.31196,103.90045","Brazilian, South American","[u'$$ - $$$, Brazilian, South American']","Seating, Wheelchair Accessible, Reservations, Serves Alcohol",5072,"Lunch, Dinner, After-hours",Carnivori,tel:+65 6816 2847,,3.0,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,66 reviews,
0,"9 Raffles Boulevard Millenia Walk #01-103, Millenia Walk, Singapore 039596 Singapore",Marina Centre,"1.2923,103.85968",,[],,5073,"Lunch, Dinner",House of Gimbap,tel:+65 6837 0765,,3.5,,,,,3 reviews,
0,"7 Lembu Road, Singapore 208445 Singapore",Central Area/City Area,"1.30974,103.85434",,[],,5074,,Mohammadi Restaurant,tel:+65 6298 4145,,4.0,,,,,2 reviews,
0,"12 New Industrial Road Morningstar Centre Morningstar Centre, Singapore 536202 Singapore",,"1.34233,103.88542","Chinese, American, Asian, Singaporean, Malaysian","[u'$, Chinese, American, Asian']",,5075,"Breakfast, Lunch, Dinner, Brunch, After-hours, Drinks",Kampong Maggie,tel:+65 9648 8359,S$4 - S$7,5.0,,,,,1 review,
0,"176 Orchard Road The Centrepoint #B1-20 The Centrepoint, Singapore 238843 Singapore",Somerset,"1.30152,103.83962",Japanese,[u'Japanese'],,5076,,Tensho,tel:+65 6733 0449,,3.5,,,,,7 reviews,
0,"45 Ann Siang Rd #02-01, Singapore 069719 Singapore",Central Business District,"1.2806,103.8462",,[],,5077,Dinner,Forest Darts Cafe,tel:+65 6227 3522,,3.5,,,,,5 reviews,
0,"11 Rivervale Crescent Rivervale Mall Rivervale Mall #02-10, Singapore 545082 Singapore",Sengkang,"1.39248,103.90451",Sushi,[u'Sushi'],,5078,,Nihon Mura Express,tel:+65 6384 1200,,4.0,,,,,2 reviews,
0,"425 East Coast Road, Singapore 429012 Singapore",Joo Chiat,"1.30909,103.91182",Cafe,[u'Cafe'],,5079,,Adrian Tan,tel:+65 6440 9146,,5.0,,,,,1 review,
0,"17 Petir Road #2-25 Hillion Mall, Singapore 678278 Singapore", from Singapore Zoo,"1.37843,103.76284",,[],,5080,,Pontian Wanton Noodle,,,5.0,,,,,1 review,
0,"407 Ang Mo Kio Avenue 10 #01-759 Teck Ghee Square, Singapore 560407 Singapore",,"1.36202,103.85545",,[],,5081,,Pok Pok Thai Kitchen,,,5.0,,,,,1 review,
0,"500 Clemenceau Avenue North Newton Food Centre, Singapore 229495 Singapore",Central Area/City Area,"1.31213,103.83933",,[],,5082,,XO Minced Meat Noodle,,,4.0,,,,,2 reviews,
0,"12, 03-07 Kallang Ave, 08 Aperia 03-07 Aperia Mall, Singapore 339511 Singapore", from Little India,"1.3123,103.86283",,[],,5083,"Lunch, Dinner",Saizeriya,tel:+65 6386 2792,,5.0,,,,,1 review,
0,"252 North Bridge Road Raffles City Shopping Centre Raffles City Shopping Centre #B1-44B, Singapore 179103 Singapore",City Hall,"1.29383,103.85333",,[],,5084,"Lunch, Dinner",Sho Teppan Raffles City,tel:+65 6336 8268,,3.5,,,,,6 reviews,
0,"56 Eng Hoon Street Tiong Bahru Estate #01-46, Singapore 160056 Singapore",Bukit Merah,"1.28428,103.83383",,[],,5085,Lunch,Ah Bong's Italian,,,5.0,,,,,1 review,
0,"25 Bukit Pasoh Road, Singapore 089839 Singapore", from Chinatown,"1.27924,103.8406","Chinese, Cafe, Asian, Taiwanese","[u'Chinese, Cafe, Asian, Taiwanese']",,5086,,Katasumi Kohii,,,5.0,,,,,1 review,
0,"60 Tessensohn Road Club Csc @ Tessensohn, Singapore 217664 Singapore",Kampong Java,"1.31569,103.85613",,[],,5087,,Qian Xi,tel:+65 6295 1155,,3.5,,,,,3 reviews,
0,"2 Orchard Turn Ion Orchard, Singapore 238801 Singapore", from Singapore Botanic Gardens,"1.30408,103.83181",,[],,5088,,Teppei Syokudo,,,5.0,,,,,1 review,
0,"200 Jalan Sultan #01-32 Textile Centre, Singapore 199018 Singapore", from Little India,"1.30395,103.8616","Japanese, Asian, Singaporean","[u'$, Japanese, Asian, Singaporean']",,5089,,Andori-Ken,tel:+65 9387 1682,,5.0,,,,,1 review,
0,"15 Phillip Street Tan Ean Kiam Building 01-00 Tan Ean Kiam Building, Singapore 048694 Singapore",Central Area/City Area,"1.28452,103.84987",,[],,5090,,Gourmet Corner,,,4.5,,,,,2 reviews,
0,"7 Magazine Road #01-01 Central Mall, Singapore 059572 Singapore", from Boat Quay,"1.28853,103.84261",,[],,5091,,Lajia Restaurant,,,5.0,,,,,1 review,
0,"5 Changi Village Road #01-2045, Singapore 500005 Singapore",,"1.3889,103.98683",,[],,5092,,Hanamco,,,5.0,,,,,1 review,
0,"Koufu Coffeeshop 01-01, Singapore 791433 Singapore", from Marina Bay,"1.28285,103.8585",,[],,5093,,Combocombo Western Food,,,4.0,,,,,2 reviews,
0,"32 New Market Road, Singapore 050032 Singapore",Outram,"1.28491,103.84255",,[],,5094,"Breakfast, Lunch, Dinner",New Happy Cafe,,,5.0,,,,,1 review,
0,"85 Circular Road, Singapore 049437 Singapore",Central Area/City Area,"1.28746,103.84874","Chinese, Japanese, European, Asian","[u'$$ - $$$, Chinese, Japanese, European']",,5095,,Maro's Place,tel:+65 8778 1212,S$10 - S$50,5.0,,,,,1 review,
0,"Dunman Food Court, Singapore 439241 Singapore",Marine Parade,"1.30954,103.89442",,[],,5096,,Pakistani Dum Briyani,,,3.5,,,,,3 reviews,
0,"15 Anamalai Avenue, Singapore 279985 Singapore", from Singapore Botanic Gardens,"1.33095,103.79479",,[],,5097,,Go2Eat,,,5.0,,,,,1 review,
0,"Blk 675, Yishun Ave 4 #01-01, Singapore 760675 Singapore", from Singapore Zoo,"1.41622,103.83941",,[],,5098,,Yishun 675,,,5.0,,,,,1 review,
0,"27 Woodlands Link Chang Cheng Hq, Singapore 738732 Singapore", from Singapore Zoo,"1.45236,103.81078",,[],,5099,,Mr Grill,,,5.0,,,,,1 review,
0,"119 Aljunied Crescent Ave 2, Singapore 380119 Singapore",Aljunied,"1.31958,103.88661",Chinese,[u'Chinese'],,5100,,Shi Wei Xian HongKong Dim Sum,tel:+65 8322 6923,,4.0,,,,,2 reviews,
0,"350 0rchard Road, Singapore Singapore",Boulevard,"1.30579,103.8315",,[],,5101,,Cine Bar,,,5.0,,,,,1 review,
0,"25 Scotts Road, Level 3,T Galleria, Singapore 228220 Singapore", from Singapore Botanic Gardens,"1.30742,103.83251",Southwestern,"[u'$$ - $$$, Southwestern']",,5102,,TWG Tea,tel:+65 9757 1837,,5.0,,,,,1 review,
0,"25 Scotts Road Scottswalk T Galleria, Singapore 228220 Singapore", from Singapore Botanic Gardens,"1.30742,103.83251",Southwestern,"[u'$$ - $$$, Southwestern']",,5103,,TWG Tea,,,5.0,,,,,1 review,
0,"8 Shenton Way Axa Tower Axa Tower #01-21, Singapore 068811 Singapore",Central Business District,"1.27575,103.8472",Vietnamese,"[u'$$ - $$$, Vietnamese']",,5104,"Lunch, Dinner",L'euphoriz,tel:+65 6221 8785,S$10 - S$15,3.5,,,,,5 reviews,
0,"148 Arab Street Kampong Glam Shop Houses, Singapore 199831 Singapore",Central Area/City Area,"1.30269,103.85801",,[],,5105,"Lunch, Dinner",Wanna' B Cafe,tel:+65 6398 0189,,5.0,,,,,1 review,
0,"1 Sengkang Square #01-20 Compass One 1 Sengkang Square, Singapore 545078 Singapore",Sengkang,"1.39205,103.89504",,[],,5106,"Breakfast, Lunch, Dinner",Subway,tel:+65 6386 3702,,4.0,,,,,2 reviews,
0,"32 Upper Cross Street, Singapore 058339 Singapore", from Chinatown,"1.28408,103.84505",Chinese,[u'Chinese'],,5107,,Bai Wei,,,5.0,,,,,1 review,
0,"46 Owen Rd, Singapore 210046 Singapore", from Little India,"1.31515,103.85079",,[],,5108,,Char-Grill Bar,,,5.0,,,,,1 review,
0,"3 Phillip Street #01-01 Royal Group Building Royal Group Building, Singapore 048693 Singapore", from Marina Bay,"1.28475,103.84994","Italian, French, American, Cafe, Asian","[u'Italian, French, American, Cafe']",,5109,,Huggs Coffeebar,tel:+65 8128 1166,,5.0,,,,,1 review,
0,"236 Upper Thomson Road Thomson Garden Estate Red House Coffee House, Singapore 574367 Singapore", from National Orchid Garden,"1.353122,103.834946","Chinese, Seafood, Asian, Central Asian","[u'$$ - $$$, Chinese, Seafood, Asian']",,5110,"Lunch, Dinner, After-hours, Drinks",7 Wonders,tel:+65 8510 7489,S$4 - S$40,5.0,,,,,1 review,
0,"2 Havelock Road #01-22 Havelock2, Singapore 059763 Singapore",Central Area/City Area,"1.287015,103.84486","American, International, Asian, Singaporean","[u'$, American, International, Asian']",,5111,,BUNDT by The Backyard Bakers,tel:+65 9638 6769,S$6 - S$10,4.0,,,,,2 reviews,
0,"201 Upper Paya Lebar Road, Singapore 534876 Singapore",,"1.34041,103.8847",,[],,5112,,Xiao Yu Cun Seafood Restaurant,,,5.0,,,,,1 review,
0,"352 Jurong East Street 31 Yuhua Place, Singapore 600352 Singapore",Jurong East,"1.34495,103.73038",Cafe,[u'Cafe'],,5113,,Next Stop Cafe,tel:+65 6802 4578,,3.5,,,,,3 reviews,
0,"85 Redhill Lane 01-38 Redhill Food Centre, Singapore 150085 Singapore",Bukit Merah,"1.28734,103.81832",,[],,5114,,Hand Made Fishball Noodle,,,4.0,,,,,3 reviews,
0,"18 Baghdad Street, Singapore 199657 Singapore",Central Area/City Area,"1.30113,103.85978",,[],,5115,,Which?Sandwich,tel:+65 8366 9241,,3.5,,,,,3 reviews,
0,"53 Ang Mo Kio Avenue 3 Floor Amk Hub #02-19/20/21, Singapore 569933 Singapore",Ang Mo Kio,"1.36941,103.84841",,[],,5116,,Ajisen Ramen,tel:+65 6481 8861,,3.5,,,,,6 reviews,
0,"460 Alexandra Road, #02-35, Alexandra Retail Centre, Singapore 119963 Singapore",Pasir Panjang 2,"1.27409,103.8008",,[],,5117,"Breakfast, Lunch, Dinner",Wang Cafe,tel:+65 8278 4204,,4.0,,,,,2 reviews,
0,"5A Puay Hee Avenue Centurion Residences Jem #05-02, Singapore 347470 Singapore",Toa Payoh,"1.32958,103.87015",Asian,[u'Asian'],,5118,,Huangheyuan,tel:+65 6909 5186,,5.0,,,,,1 review,
0,"Northpoint City South Wing, #B1-191, 930 Yishun Avenue 2, Singapore 769098 Singapore", from Singapore Zoo,"1.42942,103.8359",,[],,5119,,Omoomo,,,5.0,,,,,1 review,
0,"200 Victoria Street Bugis Junction, Singapore 188021 Singapore", from Little India,"1.29966,103.85571",,[],,5120,,Twelve Cupcakes,,,5.0,,,,,1 review,
0,"1 Fraser St, #B3-06, Duo Galleria, Singapore 189350 Singapore", from Arab Street,"1.30008,103.85862",,[],,5121,,An Acai Affair,,,5.0,,,,,1 review,
0,"Blk 326 Serangoon Avenue 3 01-380, Singapore 550326 Singapore",Serangoon,"1.35037,103.86899",Seafood,[u'Seafood'],,5122,"Lunch, Dinner",Ee Hong Seafood Kitchen,tel:+65 6858 6789,,5.0,,,,,1 review,
0,"1 Sengkang Square Compass One #02-30 Compass One, Singapore 545078 Singapore",Sengkang,"1.391866,103.89483",Thai,"[u'$, Thai']",,5123,,Thai Express,tel:+65 6386 3961,S$8 - S$15,3.5,,,,,3 reviews,
0,"631 Balestier Road, Singapore 329918 Singapore",Novena,"1.32625,103.84264",,[],,5124,,Balestier Tau Sar Piah Deli,tel:+65 6252 4631,,4.0,,,,,4 reviews,
