WEBSITE_ID,REVIEW_ID,TEXT,RELEVANCE,COUNT,SENTIMENT_SCORE,SENTIMENT_LABEL,SADNESS,JOY,FEAR,DISGUST,ANGER,MIXED_SENTIMENT
1,740889315,stamp,0.520585,1,0.0,neutral,0.33397,0.172881,0.110879,0.140534,0.170763
1,740889315,Macdonalds,0.5174,1,0.740678,positive,0.247036,0.288024,0.079596,0.409633,0.040968
1,740889315,hand,0.51445,1,0.0,neutral,0.33397,0.172881,0.110879,0.140534,0.170763
1,740889315,shuttle,0.514368,1,0.0,neutral,0.192366,0.201124,0.086206,0.037587,0.057489
1,740889315,beauty,0.512855,1,0.971563,positive,0.169519,0.728624,0.025085,0.018385,0.022699
1,740889315,kids,0.511261,1,0.56923,positive,0.208768,0.559333,0.041634,0.196358,0.073407
1,740889315,stations,0.511261,1,-0.609671,negative,0.248845,0.341625,0.048797,0.043082,0.050403
1,740889315,work,0.510603,1,0.971563,positive,0.169519,0.728624,0.025085,0.018385,0.022699
1,740889315,area,0.509288,1,0.0,neutral,0.33397,0.172881,0.110879,0.140534,0.170763
1,740889315,break,0.509288,1,0.56923,positive,0.208768,0.559333,0.041634,0.196358,0.073407
1,740889315,change rooms,0.509094,1,0.0,neutral,0.092463,0.285693,0.12272,0.078535,0.126542
1,740889315,park,0.50905,1,-0.609671,negative,0.367437,0.412121,0.035774,0.076665,0.050431
1,740889315,detail,0.508745,1,0.971563,positive,0.169519,0.728624,0.025085,0.018385,0.022699
1,740889315,playground,0.50766,1,0.740678,positive,0.092463,0.285693,0.12272,0.078535,0.126542
1,740889315,food,0.505446,1,0.740678,positive,0.247036,0.288024,0.079596,0.409633,0.040968
1,740889315,cheaper food,0.505351,1,0.740678,positive,0.247036,0.288024,0.079596,0.409633,0.040968
1,740889315,attraction,0.50383,1,0.971563,positive,0.112241,0.826734,0.015516,0.010144,0.011141
1,740889315,beautiful photos,0.498311,1,0.882371,positive,0.118078,0.781176,0.026297,0.021649,0.020398
1,740889315,life saver,0.483726,1,0.992716,positive,0.248845,0.341625,0.048797,0.043082,0.050403
1,740889315,walk,0.471043,1,0.95767,positive,0.105522,0.640484,0.028686,0.005578,0.038489
1,740889315,walking,0.458791,1,0.0,neutral,0.192366,0.201124,0.086206,0.037587,0.057489
1,740798439,Cloud Forest,0.876429,1,0.708825,positive,0.051759,0.797728,0.064176,0.024684,0.006406
1,740798439,Flower Dome,0.852381,1,0.708825,positive,0.051759,0.797728,0.064176,0.024684,0.006406
1,740798439,evening Light Show,0.602554,1,0.964399,positive,0.147278,0.371403,0.053184,0.09063,0.024379
1,740798439,outside gardens,0.579041,1,0.708825,positive,0.051759,0.797728,0.064176,0.024684,0.006406
1,740798439,attraction,0.536829,1,0.662567,positive,0.074981,0.12526,0.03914,0.07496,0.04427
1,740798439,gardens,0.534076,1,0.95299,positive,0.039362,0.847514,0.016855,0.058153,0.005323
1,740798439,enjoyable day,0.473656,1,0.964399,positive,0.273653,0.595206,0.042355,0.026316,0.067801
1,740798439,visit,0.387993,1,0.662567,positive,0.046855,0.629701,0.03859,0.034922,0.010419
1,740729650,Great place,0.974986,1,0.948346,positive,0.072458,0.842733,0.023793,0.014572,0.017749
1,740729650,light ahow,0.806332,1,0.842611,positive,0.050538,0.4759,0.147414,0.124851,0.020448
1,740729650,Lots of places,0.737819,1,0.0,neutral,0.149704,0.258617,0.075277,0.129981,0.342338
1,740729650,Great cieq of Singapore,0.686932,1,0.847892,positive,0.01664,0.906377,0.019736,0.005104,0.005374
1,740729650,Skywalk,0.637886,1,0.929862,positive,0.052554,0.800216,0.017566,0.029471,0.025911
1,740729650,highlight,0.575922,1,0.929862,positive,0.052554,0.800216,0.017566,0.029471,0.025911
1,740729650,night,0.561202,1,0.842611,positive,0.050538,0.4759,0.147414,0.124851,0.020448
1,740729650,boys,0.553488,1,0.929862,positive,0.052554,0.800216,0.017566,0.029471,0.025911
1,740729650,dinner,0.550557,1,0.842611,positive,0.050538,0.4759,0.147414,0.124851,0.020448
1,740729650,children,0.544168,1,0.0,neutral,0.149704,0.258617,0.075277,0.129981,0.342338
1,740729650,family day,0.479867,1,0.948346,positive,0.072458,0.842733,0.023793,0.014572,0.017749
1,740729650,Majestic restaurant,0.470355,1,0.842611,positive,0.050538,0.4759,0.147414,0.124851,0.020448
1,740585481,flower dome,0.954157,1,0.929355,positive,0.07804,0.84841,0.027336,0.004205,0.01156,
1,740585481,displays of beautiful flora,0.898891,1,0.992443,positive,0.029185,0.890555,0.006425,0.015985,0.008987,
1,740585481,favourite flowers,0.782343,1,0.929355,positive,0.07804,0.84841,0.027336,0.004205,0.01156,
1,740585481,beautiful display of dahlias,0.772458,1,0.929355,positive,0.07804,0.84841,0.027336,0.004205,0.01156,
1,740585481,cloud forest,0.575658,2,0.453588,positive,0.095298,0.802578,0.028827,0.010133,0.010633,1
1,740585481,doubt,0.560781,1,0.876408,positive,0.072796,0.608309,0.073931,0.041164,0.079213,
1,740585481,cent,0.526423,1,0.876408,positive,0.072796,0.608309,0.073931,0.041164,0.079213,
1,740585481,peaks,0.526062,1,0.0,neutral,0.279882,0.22764,0.090007,0.033326,0.043535,
1,740585481,CNY,0.523383,1,0.929355,positive,0.07804,0.84841,0.027336,0.004205,0.01156,
1,740585481,tickets,0.5219,1,0.757071,positive,0.167102,0.28825,0.08271,0.093237,0.020619,
1,740585481,Taxi,0.517942,1,0.854497,positive,0.064935,0.535465,0.099609,0.022064,0.041645,
1,740585481,attractions,0.515373,1,0.757071,positive,0.167102,0.28825,0.08271,0.093237,0.020619,
1,740585481,bay,0.513011,1,-0.981111,negative,0.67318,0.065708,0.277957,0.048153,0.04343,
1,740585481,levels,0.509701,1,0.992443,positive,0.029185,0.890555,0.006425,0.015985,0.008987,
1,740585481,incredible experience,0.458493,1,0.876408,positive,0.072796,0.608309,0.073931,0.041164,0.079213,
1,740585481,outside vistas of the Singapore skyline,0.448766,1,0.929355,positive,0.279882,0.22764,0.090007,0.033326,0.043535,
1,740585481,celebratory installations,0.44448,1,0.929355,positive,0.07804,0.84841,0.027336,0.004205,0.01156,
1,740585481,extended gardens,0.434131,1,-0.981111,negative,0.67318,0.065708,0.277957,0.048153,0.04343,
1,740585481,own pace,0.397293,1,0.876408,positive,0.072796,0.608309,0.073931,0.041164,0.079213,
1,740318717,whole day,0.990551,1,-0.97624,negative,0.156796,0.655486,0.098228,0.064945,0.065745
1,740318717,second half of the day,0.848802,1,-0.97624,negative,0.156796,0.655486,0.098228,0.064945,0.065745
1,740318717,night,0.517845,1,0.957762,positive,0.074168,0.825553,0.056069,0.016192,0.007004
1,740318717,restaurants,0.517845,1,-0.97624,negative,0.156796,0.655486,0.098228,0.064945,0.065745
1,740318717,light show,0.340992,1,0.957762,positive,0.074168,0.825553,0.056069,0.016192,0.007004
1,740318717,amazing garden,0.327388,1,0.942223,positive,0.005216,0.975535,0.005774,0.005159,0.001451
1,740318717,ashame,0.234604,1,-0.97624,negative,0.156796,0.655486,0.098228,0.064945,0.065745
1,740318717,Singapore,0.217483,1,0.813383,positive,0.04097,0.449586,0.096137,0.062108,0.08367
1,740175555,lush greenery,0.850562,1,0.976501,positive,0.047692,0.721392,0.039444,0.02152,0.046789,
1,740175555,Nice ride,0.843191,1,0.9761,positive,0.072979,0.785178,0.044303,0.009418,0.095401,
1,740175555,nice place,0.824902,1,0.976997,positive,0.030779,0.725044,0.025419,0.028756,0.021659,
1,740175555,cloud forest,0.771898,2,0.935901,positive,0.072737,0.678892,0.149306,0.004357,0.037156,
1,740175555,flower dome,0.751124,2,0.337642,positive,0.112365,0.593688,0.161135,0.010587,0.05289,1
1,740175555,Waterfall,0.673325,1,0.976501,positive,0.047692,0.721392,0.039444,0.02152,0.046789,
1,740175555,floral fantasy,0.666382,1,0.88874,positive,0.084869,0.751946,0.095773,0.006566,0.06016,
1,740175555,tickets,0.580179,1,0.88874,positive,0.112365,0.593688,0.161135,0.010587,0.05289,
1,740175555,end of floral fantasy,0.479576,1,0.42864,positive,0.072979,0.785178,0.044303,0.009418,0.095401,1
1,740175555,time,0.195123,1,0.88874,positive,0.112365,0.593688,0.161135,0.010587,0.05289,
1,740065803,light show,0.93567,1,0.0,neutral,0.648877,0.157575,0.257641,0.02864,0.013851
1,740065803,Garden waltz,0.827498,1,0.990514,positive,0.007291,0.946249,0.011166,0.037383,0.001526
1,740065803,gardens,0.679246,1,0.0,neutral,0.648877,0.157575,0.257641,0.02864,0.013851
1,740065803,bay,0.565329,1,0.0,neutral,0.648877,0.157575,0.257641,0.02864,0.013851
1,740065803,evening,0.565329,1,0.0,neutral,0.273112,0.298975,0.074227,0.067058,0.108034
1,740065803,daytime,0.565329,1,0.0,neutral,0.010897,0.212231,0.017699,0.03963,0.009988
1,740065803,garden,0.562202,1,0.0,neutral,0.219065,0.236494,0.170328,0.041567,0.011967
1,740040729,light show,0.783499,1,0.999084,positive,0.045548,0.803542,0.02018,0.026802,0.009316
1,740040729,amazing experience,0.717882,1,0.999084,positive,0.045548,0.803542,0.02018,0.026802,0.009316
1,740040729,sights,0.5514,1,0.969045,positive,0.02755,0.858986,0.031384,0.077268,0.015224
1,740040729,amazing pictures,0.43318,1,0.969045,positive,0.02755,0.858986,0.031384,0.077268,0.015224
1,739992479,water play area,0.966145,1,0.999494,positive,0.004146,0.931645,0.004064,0.036687,0.009296
1,739992479,Fantastic garden,0.832919,1,0.984317,positive,0.007745,0.971228,0.007561,0.004125,0.001294
1,739992479,Kids,0.681177,1,0.999494,positive,0.004146,0.931645,0.004064,0.036687,0.009296
1,739992479,family,0.532801,1,0.911894,positive,0.078908,0.683051,0.059353,0.032069,0.060373
1,739992479,bay,0.527921,1,0.999494,positive,0.004146,0.931645,0.004064,0.036687,0.009296
1,739992479,trees,0.523035,1,0.984317,positive,0.007745,0.971228,0.007561,0.004125,0.001294
1,739992479,amazing collection of plants,0.461082,1,0.984317,positive,0.007745,0.971228,0.007561,0.004125,0.001294
1,739992479,delicious satay,0.41896,1,0.999494,positive,0.004146,0.931645,0.004064,0.036687,0.009296
