"X";"POI";"link";"num_reviews";"address";"translatedContent"
1596;"De Fanci";"https://you.ctrip.com/shopping/singapore53/2294375.html";0;"#02-22, Clarke Quay Central, 6 Eu Tong Sen Street, 059817";"De Fanci"
1597;"Mulberry(义安城店)";"https://you.ctrip.com/shopping/singapore53/2294391.html";0;"391 Orchard Rd, 206 Ngee Ann City(近Angullia Park)";"Mulberry(义安城店)"
1598;"Soh Geok Eng";"https://you.ctrip.com/shopping/singapore53/2294412.html";0;"HDB Teban Gardens #01-113, 37 Teban Gardens Road";"Soh Geok Eng"
1599;"YONG MENG CURTAIN & ENTERPRISE";"https://you.ctrip.com/shopping/singapore53/2294456.html";0;"449 Ang Mo Kio Avenue 10";"YONG MENG CURTAIN &amp; ENTERPRISE"
1600;"Choice";"https://you.ctrip.com/shopping/singapore53/2294519.html";0;"157 Upper East Coast Road";"Choice"
1601;"ST Electronics (Info-Security) Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2294556.html";0;"100 Jurong East Street 21";"ST Electronics (Info-Security) Pte Ltd"
1602;"Hong Sin Supermarket";"https://you.ctrip.com/shopping/singapore53/2294568.html";0;"HDB Yishun #01-354, 761 Yishun Street 72";"Hong Sin Supermarket"
1603;"Sim Kian Guan";"https://you.ctrip.com/shopping/singapore53/2294573.html";0;"238 Jurong East Street 21";"Sim Kian Guan"
1604;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/2294598.html";0;"21 Choa Chu Kang North 6";"7-Eleven"
1605;"Soon Lee Hoe Dept Store";"https://you.ctrip.com/shopping/singapore53/2294757.html";0;"158 Bukit Batok Street 11";"Soon Lee Hoe Dept Store"
1606;"28 Mini Mart";"https://you.ctrip.com/shopping/singapore53/2294792.html";0;"150 Bedok Reservoir Road";"28 Mini Mart"
1607;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/2294803.html";0;"3700 Yishun Ring Road";"7-Eleven"
1608;"Nam Guan & Co";"https://you.ctrip.com/shopping/singapore53/2294811.html";0;"Hamilton Sundstrand #01-71, 18 Bedok South Road";"Nam Guan &amp; Co"
1609;"Abdullah Mini Mart";"https://you.ctrip.com/shopping/singapore53/2294822.html";0;"631 Bedok Reservoir Road";"Abdullah Mini Mart"
1610;"Ban Moh Heng Provision Shop";"https://you.ctrip.com/shopping/singapore53/2294825.html";0;"631 Bedok Reservoir Road";"Ban Moh Heng Provision Shop"
1611;"Sogo Department Stores (Singapore) Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2294830.html";0;"The Foundry #01-14, 3B River Valley Road";"Sogo Department Stores (Singapore) Pte Ltd"
1612;"Kang Jee Tee";"https://you.ctrip.com/shopping/singapore53/2294834.html";0;"HDB Bedok #01-806, 632 Bedok Reservoir Road";"Kang Jee Tee"
1613;"Hong Huat Coffee Powder";"https://you.ctrip.com/shopping/singapore53/2294856.html";0;"630 Bedok Reservoir Road";"Hong Huat Coffee Powder"
1614;"Lian Huat Kiosk";"https://you.ctrip.com/shopping/singapore53/2294931.html";0;"HDB Bukit Batok #01-k1, 227 Bukit Batok Central";"Lian Huat Kiosk"
1615;"Chop Kwong Hak Heng";"https://you.ctrip.com/shopping/singapore53/2295006.html";0;"Beauty World Centre #b1-29, 144 Upper Bukit Timah Road";"Chop Kwong Hak Heng"
1616;"Aik Seng (Singapore) Trading";"https://you.ctrip.com/shopping/singapore53/2295055.html";0;"322 Hougang Avenue 5";"Aik Seng (Singapore) Trading"
1617;"Lam Hai Seng";"https://you.ctrip.com/shopping/singapore53/2295180.html";0;"Nanyang Dispensary #01-354, 176 Boon Lay Drive";"Lam Hai Seng"
1618;"Eng Koon Huat Provision Store";"https://you.ctrip.com/shopping/singapore53/2295203.html";0;"25 Eng Kong Terrace";"Eng Koon Huat Provision Store"
1619;"Glory Bee (Singapore) Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2295227.html";0;"170 Upper Bukit Timah Road";"Glory Bee (Singapore) Pte Ltd"
1620;"Pedro";"https://you.ctrip.com/shopping/singapore53/2296330.html";0;"Term1,Changi Airport,Singapore";"Pedro"
1621;"M1 Prepaid Mobile";"https://you.ctrip.com/shopping/singapore53/2409057.html";0;"新加坡樟宜机场1号航站楼 —— 一楼";"M1 Prepaid Mobile"
1622;"GIANT HYPER";"https://you.ctrip.com/shopping/singapore53/2328917.html";0;"1 HAROURFRONT WALK #01-23号,B2楼-23室VIVO CITY(近VIVO CITY B2层)";"GIANT HYPER"
1623;"Chanel(义安城/高岛屋店)";"https://you.ctrip.com/shopping/singapore53/2347455.html";0;"391 Orchard Rd(近Orchard Turn)";"Chanel(义安城/高岛屋店)"
1624;"The Quayside";"https://you.ctrip.com/shopping/singapore53/2347570.html";0;"60 Robertson Quay(近Havelock Rd)";"The Quayside"
1625;"Parklane Shopping Mall";"https://you.ctrip.com/shopping/singapore53/2347582.html";0;"35 Selegie Road(近Kirk Terrace)";"Parklane Shopping Mall"
1626;"SHINE KOREAN SUPERMARKET";"https://you.ctrip.com/shopping/singapore53/2347938.html";0;"# 01-15, Far East Plaza, 14 Scotts Road, Singapore 228213";"SHINE KOREAN SUPERMARKET"
1627;"Motherswork";"https://you.ctrip.com/shopping/singapore53/2348047.html";0;"I12 KATONG, 179 East Coast Road, 428802";"Motherswork"
1628;"Casio G-Factory(爱雍·乌节店)";"https://you.ctrip.com/shopping/singapore53/2348124.html";0;"#B3-65, ION Orchard, 2 Orchard Turn(近Paterson Rd)";"Casio G-Factory(爱雍·乌节店)"
1629;"儿童世界";"https://you.ctrip.com/shopping/singapore53/2348157.html";0;"新加坡樟宜机场1号航站楼  二楼";"儿童世界"
1630;"GG<5";"https://you.ctrip.com/shopping/singapore53/2348171.html";0;"02-05/06, JUNCTION 8, 9 Bishan Place, Singapore 579837";"GG&lt;5"
1631;"Watsons";"https://you.ctrip.com/shopping/singapore53/2348175.html";0;"#B1-12/13/14, Jurong Point, 383 Jurong West Central 2, #03-07, 648886";"Watsons"
1632;"Charles & Keith(义安城/高岛屋店)";"https://you.ctrip.com/shopping/singapore53/2348226.html";0;"#B2-12/14, Ngee Ann City/Takashimaya, 391 Orchard Road(近Orchard Blvd)";"Charles &amp; Keith(义安城/高岛屋店)"
1633;"montblanc(义安城/高岛屋店)";"https://you.ctrip.com/shopping/singapore53/2348235.html";0;"#01-34, Ngee Ann City/Takashimaya 义安城/高岛屋, 391 Orchard Road, 238873";"montblanc(义安城/高岛屋店)"
1634;"Guardian Plus(义安城/高岛屋店)";"https://you.ctrip.com/shopping/singapore53/2348237.html";0;"391 Orchard Road #B2 - 15/23 Takashimaya Shopping Centre(近Orchard Turn)";"Guardian Plus(义安城/高岛屋店)"
1635;"BLACK HAMMER";"https://you.ctrip.com/shopping/singapore53/2348256.html";0;"02-06, NTUC Hougang Mall, 90 Hougang Avenue 10, Singapore 538766";"BLACK HAMMER"
1636;"Galleria Italiana";"https://you.ctrip.com/shopping/singapore53/2348267.html";0;"#02-28, Orchard Central 乌节中央城, 181 Orchard Rd, 238896";"Galleria Italiana"
1637;"Whole9Yards";"https://you.ctrip.com/shopping/singapore53/2348275.html";0;"#02-06, Orchard Gateway, 277 Orchard Rd, 238851";"Whole9Yards"
1638;"G-Shock(狮城大厦店)";"https://you.ctrip.com/shopping/singapore53/2348422.html";0;"#B1-28/29, Plaza Singapura , 68 Orchard Rd(近Edinburgh Rd)";"G-Shock(狮城大厦店)"
1639;"维多利亚的秘密(淡滨尼广场店)";"https://you.ctrip.com/shopping/singapore53/2348549.html";0;"4 Tampines Central 5 #01-10/11, Singapore 529510(近Tampines Ave 4)";"维多利亚的秘密(淡滨尼广场店)"
1640;"Chanel(董厦店)";"https://you.ctrip.com/shopping/singapore53/2348559.html";0;"L1, Tangs , 310 Orchard Road(近Scotts Rd)";"Chanel(董厦店)"
1641;"Penhaligon’s(滨海湾金沙店)";"https://you.ctrip.com/shopping/singapore53/2348602.html";0;"L1-33,The Shoppes at Marina Bay Sands,10 Bayfront Avenue, Singapore 018956(Sheares Link)";"Penhaligon&#39;s(滨海湾金沙店)"
1642;"KWANPEN(滨海湾金沙购物商城(店)";"https://you.ctrip.com/shopping/singapore53/2348611.html";0;"新加坡海湾大道2号 滨海湾金沙购物商城B1-85号店铺(Gardens by The Bay)";"KWANPEN(滨海湾金沙购物商城(店)"
1643;"Baby Dior(The Shoppes at Marina Bay Sands)";"https://you.ctrip.com/shopping/singapore53/2348694.html";0;"The Shoppes at Marina Bay Sands #B1-63 2 Bayfront Avenue(Sheares Link)";"Baby Dior(The Shoppes at Marina Bay Sands)"
1644;"Benjamin Barker(怡丰城店)";"https://you.ctrip.com/shopping/singapore53/2348723.html";0;"#02-08, VivoCity 怡丰城, 1 Harbourfront Walk, Singapore 098585";"Benjamin Barker(怡丰城店)"
1645;"bloomB(怡丰城店)";"https://you.ctrip.com/shopping/singapore53/2348726.html";0;"#02-78, VivoCity 怡丰城, 1 Harbourfront Walk, Singapore 098585";"bloomB(怡丰城店)"
1646;"Charles & Keith(VivoCity)";"https://you.ctrip.com/shopping/singapore53/2348732.html";0;"1 HarbourFront Walk #02-184/185 VivoCity(近Keppel Viaduct)";"Charles &amp; Keith(VivoCity)"
1647;"HuaWei(狮城大厦店)";"https://you.ctrip.com/shopping/singapore53/2349021.html";0;"#03-78, Plaza Singapura 狮城大厦, 68 Orchard Rd,Singapore 238839";"HuaWei(狮城大厦店)"
1648;"侏罗纪之家";"https://you.ctrip.com/shopping/singapore53/2349713.html";0;"新加坡环球影城失落的世界区，8 Sentosa Gateway,Sentosa Island, Singapore";"侏罗纪之家"
1649;"I12 KATONG";"https://you.ctrip.com/shopping/singapore53/2349766.html";0;"428802,新加坡东海岸路112，加东购物中心";"I12 KATONG"
1650;"史丹福大厦";"https://you.ctrip.com/shopping/singapore53/2350782.html";0;"Singapore, Singapore";"史丹福大厦"
1651;"Art friend singspore";"https://you.ctrip.com/shopping/singapore53/2358234.html";0;"Bras Bashah Complex, Singapore, Singapore";"Art friend singspore"
1652;"Cheong Ann Watch Maker";"https://you.ctrip.com/shopping/singapore53/2361395.html";0;"No 4 Lim Tua Tow Road | Serangoon, Singapore 547714, Singapore";"Cheong Ann Watch Maker"
1653;"Keepers: Singapore Designer Collective";"https://you.ctrip.com/shopping/singapore53/2362395.html";0;"新加坡樟宜机场1号航站楼  二楼";"Keepers: Singapore Designer Collective"
1654;"Gourmet Street Coffeeshop";"https://you.ctrip.com/shopping/singapore53/2419474.html";0;"Blk 802, French Road Singapore 200802 Singapore";"Gourmet Street Coffeeshop"
1655;"新山葉子媚包";"https://you.ctrip.com/shopping/singapore53/2420642.html";0;"208 Maude Road (Jalan Besar) Singapore Singapore";"新山叶子媚包"
1656;"Aspen Height Supermart";"https://you.ctrip.com/shopping/singapore53/2420855.html";0;"263 River Valley Rd #B01-03 Aspen Heights Singapore 238309 Singapore";"Aspen Height Supermart"
1657;"Continaf Far East";"https://you.ctrip.com/shopping/singapore53/2421276.html";0;"70 Anson Rd #15-01 Hub Synergy Point Singapore 079905 Singapore";"Continaf Far East"
1658;"Pasay Grocery";"https://you.ctrip.com/shopping/singapore53/2421496.html";0;"304 Orch Rd Singapore 238863 Singapore";"Pasay Grocery"
1659;"Ybn Bioedge S";"https://you.ctrip.com/shopping/singapore53/2422111.html";0;"1 Orchard Blvd #07-07 Camden Medical Centre Singapore 248649 Singapore";"Ybn Bioedge S"
1660;"Aj Digital";"https://you.ctrip.com/shopping/singapore53/2422824.html";0;"320 Orchard Rd Level 3 Tang Plaza Singapore 238865 Singapore";"Aj Digital"
1661;"River Island";"https://you.ctrip.com/shopping/singapore53/2425529.html";0;"2 Orchard Turn #b2-30 Singapore 238801 Singapore";"River Island"
1662;"Champion Shoe Co.";"https://you.ctrip.com/shopping/singapore53/2431178.html";0;"304 Orchard Rd #02 - 092 Lucky Plaza Singapore 238863 Singapore";"Champion Shoe Co."
1663;"周大福（新加坡樟宜机场）";"https://you.ctrip.com/shopping/singapore53/4380341.html";0;"Departure / Transit Lounge East, #02-61, Terminal 1, Singapore Changi Airport, Singapore 819642";"周大福（新加坡樟宜机场）"
1664;"周大福（星耀樟宜）";"https://you.ctrip.com/shopping/singapore53/4380373.html";0;"Unit #01-201,Jewel Changi Airport,78 Airport Boulevard,Singapore 819666";"周大福（星耀樟宜）"
1665;"Balestier Plaza";"https://you.ctrip.com/shopping/singapore53/1675828.html";0;"NovenaJalan Kemaman";"Balestier Plaza"
1666;"CK";"https://you.ctrip.com/shopping/singapore53/1486726.html";0;"534166,新加坡大成街21";"CK"
1667;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/1486785.html";0;"136 Potong Pasir Avenue 3";"7-Eleven"
1668;"Uniqlo(313@索美赛店)";"https://you.ctrip.com/shopping/singapore53/1582707.html";0;"L3, 313@Somerset, 313 Orchard Road, 238895(Orchard Rd/Gange Rd)";"Uniqlo(313@索美赛店)"
1669;"Best Denki(怡丰城店)";"https://you.ctrip.com/shopping/singapore53/1582946.html";0;"#02-07, VivoCity 怡丰城, 1 Harbourfront Walk, Singapore 098585";"Best Denki(怡丰城店)"
1670;"Fitness First";"https://you.ctrip.com/shopping/singapore53/1582850.html";0;"#04-16B, 100AM, 100 Tras Street Singapore 079027";"Fitness First"
1671;"F1 World";"https://you.ctrip.com/shopping/singapore53/1364247.html";0;"Shaw Towers #02-34, 100 Beach Road";"F1 World"
1672;"Cold Storage(Thomson Road)";"https://you.ctrip.com/shopping/singapore53/1364307.html";0;"238 Thomson Road";"Cold Storage(Thomson Road)"
1673;"Ntuc Fairprice(Serangoon North Avenue)";"https://you.ctrip.com/shopping/singapore53/1364356.html";0;"152B Serangoon North Avenue 1";"Ntuc Fairprice(Serangoon North Avenue)"
1674;"新加坡复兴艺术馆";"https://you.ctrip.com/shopping/singapore53/1364363.html";0;"290 Orchard Road";"新加坡复兴艺术馆"
1675;"福华人参燕窝店";"https://you.ctrip.com/shopping/singapore53/1364367.html";0;"4 Tampines Central 5, #B1-13a";"福华人参燕窝店"
1676;"T3 Fashion";"https://you.ctrip.com/shopping/singapore53/1364376.html";0;"32 New Market Road";"T3 Fashion"
1677;"Lorgan's Kitsch and Flash";"https://you.ctrip.com/shopping/singapore53/1375457.html";0;"Century Warehouse 100E Pasir Panjang Rd #01-03, Singapore 118521, Singapore";"Lorgan&#39;s Kitsch and Flash"
1678;"Malin Textile";"https://you.ctrip.com/shopping/singapore53/1375474.html";0;"32 New Market Road | #02-1122 / #02-1134, Singapore 050032, Singapore";"Malin Textile"
1679;"Orchard Pharmacy";"https://you.ctrip.com/shopping/singapore53/1364048.html";0;"400 Orchard Road";"Orchard Pharmacy"
1680;"STACCATO(怡丰城店)";"https://you.ctrip.com/shopping/singapore53/1582901.html";0;"#01-117/118, VivoCity 怡丰城, 1 Harbourfront Walk, Singapore 098585";"STACCATO(怡丰城店)"
1681;"Tommy Hilfiger(怡丰城店)";"https://you.ctrip.com/shopping/singapore53/1582902.html";0;"#01-80, VivoCity 怡丰城, 1 Harbourfront Walk, Singapore 098585";"Tommy Hilfiger(怡丰城店)"
1682;"Guardian Health & Beauty(怡丰城店)";"https://you.ctrip.com/shopping/singapore53/1582802.html";0;"#01-23, VivoCity , 1 Harbourfront Walk(近W Coast Hwy)";"Guardian Health &amp; Beauty(怡丰城店)"
1683;"Marketplace";"https://you.ctrip.com/shopping/singapore53/1615094.html";0;"1 Fusionopolis Way #B2-10 Connexis Singapore 138632 Singapore";"Marketplace"
1684;"Pazzion(白沙浮广场店)";"https://you.ctrip.com/shopping/singapore53/1582765.html";0;"#02-08, Bugis Juction, 200 Victoria Street(近North Bridge Rd)";"Pazzion(白沙浮广场店)"
1685;"Goyard(义安城/高岛屋店)";"https://you.ctrip.com/shopping/singapore53/1582622.html";0;"#01-11, Ngee Ann City/Takashimaya, 391 Orchard Road(近Orchard Turn)";"Goyard(义安城/高岛屋店)"
1686;"7-Eleven(狮城大厦店)";"https://you.ctrip.com/shopping/singapore53/1582629.html";0;"#01-28A/51, Plaza Singapura 狮城大厦, 68 Orchard Rd,Singapore 238839";"7-Eleven(狮城大厦店)"
1687;"Uniqlo(313@索美赛店)";"https://you.ctrip.com/shopping/singapore53/1582707.html";0;"L3, 313@Somerset, 313 Orchard Road, 238895(Orchard Rd/Gange Rd)";"Uniqlo(313@索美赛店)"
1688;"Ntuc Fairprice(Airport Boulevard)";"https://you.ctrip.com/shopping/singapore53/1364177.html";0;"65 Airport Boulevard";"Ntuc Fairprice(Airport Boulevard)"
1689;"Cold Storage(Thomson Road)";"https://you.ctrip.com/shopping/singapore53/1364307.html";0;"238 Thomson Road";"Cold Storage(Thomson Road)"
1690;"Ntuc Fairprice(Serangoon North Avenue)";"https://you.ctrip.com/shopping/singapore53/1364356.html";0;"152B Serangoon North Avenue 1";"Ntuc Fairprice(Serangoon North Avenue)"
1691;"福华人参燕窝店";"https://you.ctrip.com/shopping/singapore53/1364367.html";0;"4 Tampines Central 5, #B1-13a";"福华人参燕窝店"
1692;"Orchard Pharmacy";"https://you.ctrip.com/shopping/singapore53/1364048.html";0;"400 Orchard Road";"Orchard Pharmacy"
1693;"先施表行";"https://you.ctrip.com/shopping/singapore53/1364120.html";0;"Telok Blangah Drive Block 82 Market #01-63, 82 Telok Blangah Drive";"先施表行"
1694;"F1 World";"https://you.ctrip.com/shopping/singapore53/1364247.html";0;"Shaw Towers #02-34, 100 Beach Road";"F1 World"
1695;"新加坡复兴艺术馆";"https://you.ctrip.com/shopping/singapore53/1364363.html";0;"290 Orchard Road";"新加坡复兴艺术馆"
1696;"T3 Fashion";"https://you.ctrip.com/shopping/singapore53/1364376.html";0;"32 New Market Road";"T3 Fashion"
1697;"Balestier Plaza";"https://you.ctrip.com/shopping/singapore53/1675828.html";0;"NovenaJalan Kemaman";"Balestier Plaza"
1698;"Brandy Melville";"https://you.ctrip.com/shopping/singapore53/1678490.html";0;"新加坡";"Brandy Melville"
1699;"歌帝梵(樟宜机场店)";"https://you.ctrip.com/shopping/singapore53/1484839.html";0;"机场大道80樟宜机场1号航站楼(近樟宜机场)";"歌帝梵(樟宜机场店)"
1700;"CK";"https://you.ctrip.com/shopping/singapore53/1486726.html";0;"534166,新加坡大成街21";"CK"
1701;"Limited EDT Vault";"https://you.ctrip.com/shopping/singapore53/1486759.html";0;"乌节路260麒麟大厦#03-12(近Cairnhill Rd)";"Limited EDT Vault"
1702;"Giant";"https://you.ctrip.com/shopping/singapore53/1568961.html";0;"35 Students Walk Singapore639548号(近NTU Canteen 2)";"Giant"
1703;"Lorgan's Kitsch and Flash";"https://you.ctrip.com/shopping/singapore53/1375457.html";0;"Century Warehouse 100E Pasir Panjang Rd #01-03, Singapore 118521, Singapore";"Lorgan&#39;s Kitsch and Flash"
1704;"Malin Textile";"https://you.ctrip.com/shopping/singapore53/1375474.html";0;"32 New Market Road | #02-1122 / #02-1134, Singapore 050032, Singapore";"Malin Textile"
1705;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/1486785.html";0;"136 Potong Pasir Avenue 3";"7-Eleven"
1706;"家居室内设计体验馆";"https://you.ctrip.com/shopping/singapore53/1671714.html";0;"51 Ubi Avenue1,Paya Ubi Industrial Park(近DFM Pte)";"家居室内设计体验馆"
1707;"Saphan Phut Night Market";"https://you.ctrip.com/shopping/singapore53/5323517.html";0;"intersection of Maharat and Chakraphet roads , Johor Bahru, Malaysia";"Saphan Phut Night Market"
1708;"Westgate Mall";"https://you.ctrip.com/shopping/singapore53/5331386.html";0;"Boon Lay Way, Singapore, Singapore";"Westgate Mall"
1709;"Collage";"https://you.ctrip.com/shopping/singapore53/5322079.html";0;"61 Haji Lane, Singapore, Singapore";"Collage"
1710;"Page One The Bookshop";"https://you.ctrip.com/shopping/singapore53/2352112.html";0;"VivoCity 1 HarbourFront Walk #02-41/42, Singapore 098585, Singapore";"Page One The Bookshop"
1711;"素馨风情";"https://you.ctrip.com/shopping/singapore53/2352116.html";0;"6 Sentosa Gateway, #01-07, Sentosa Boardwalk, Sentosa Island 098072, Singapore";"素馨风情"
1712;"Eu Yan Sang Integrative Healthcare";"https://you.ctrip.com/shopping/singapore53/2352167.html";0;"269A South Bridge Rd, Singapore 058818, Singapore";"Eu Yan Sang Integrative Healthcare"
1713;"Giant Hypermart";"https://you.ctrip.com/shopping/singapore53/2419944.html";0;"1 Woodlands Road #01-07/#02-01, Junction 10 Shopping Centre Singapore 677899 Singapore";"Giant Hypermart"
1714;"UE Bizhub East";"https://you.ctrip.com/shopping/singapore53/2420741.html";0;"8,Changi Business Park Avenue 1 Singapore 486015 Singapore";"UE Bizhub East"
1715;"Bee Chun Heng Import & Export";"https://you.ctrip.com/shopping/singapore53/2421444.html";0;"189 New Bridge Rd Kreta Ayer Shop Houses Singapore 059422 Singapore";"Bee Chun Heng Import &amp; Export"
1716;"Guai Sin Kee Tea Merchant";"https://you.ctrip.com/shopping/singapore53/2421689.html";0;"531 Upper Cross St #03-116 Hong Lim Complex Singapore 050531 Singapore";"Guai Sin Kee Tea Merchant"
1717;"Agrohub Commodities";"https://you.ctrip.com/shopping/singapore53/2422268.html";0;"19 Tanglin Rd #06-01 Tanglin Shopping Centre Singapore 247909 Singapore";"Agrohub Commodities"
1718;"True Heritage Brew S";"https://you.ctrip.com/shopping/singapore53/2422613.html";0;"3E River Valley Rd #01-05/B Clarke Quay Block E Singapore 179024 Singapore";"True Heritage Brew S"
1719;"J’s Mini Store";"https://you.ctrip.com/shopping/singapore53/2422629.html";0;"40 Scotts Rd Environment Building Singapore 228231 Singapore";"J&#39;s Mini Store"
1720;"KINEX";"https://you.ctrip.com/shopping/singapore53/2428577.html";0;"11 Tanjong Katong Road(近Haig Rd)";"KINEX"
1721;"Dakshaini Silks";"https://you.ctrip.com/shopping/singapore53/78701088.html";0;"13 Upper Dickson Road | Opposite New Woodlands Restaurant, Near Tekka Market, Singapore 207473, Singapore";"Dakshaini Silks"
1722;"M&B Private Jewelers";"https://you.ctrip.com/shopping/singapore53/78720084.html";0;"304 Orchard Road Lucky Plaza | Lucky Plaza # 02-05, Singapore 238863, Singapore";"M&amp;B Private Jewelers"
1723;"Playhao";"https://you.ctrip.com/shopping/singapore53/78726897.html";0;"583 Orchard Road Forum | #02-15 Forum The Shopping Mall, Singapore 238884, Singapore";"Playhao"
1724;"Alfie Browns";"https://you.ctrip.com/shopping/singapore53/78727689.html";0;"501 Bukit Timah Road Cluny Court | #02- 12 Cluny Court, Singapore 259760, Singapore";"Alfie Browns"
1725;"Abiraame Popular Jewellers";"https://you.ctrip.com/shopping/singapore53/78730452.html";0;"85 Serangoon Road, Singapore 217990, Singapore";"Abiraame Popular Jewellers"
1726;"Mala Mala";"https://you.ctrip.com/shopping/singapore53/78730643.html";0;"290 Orchard Road The Paragon | The Paragon, #B1-32, Singapore 238859, Singapore";"Mala Mala"
1727;"Ming Tai Specialty Shop";"https://you.ctrip.com/shopping/singapore53/78731705.html";0;"Block 34 Upper Cross Street #01-150 Chin Swee View, Singapore 050034, Singapore";"Ming Tai Specialty Shop"
1728;"Individual Collective";"https://you.ctrip.com/shopping/singapore53/78731868.html";0;"7 Fraser Street Duo Galleria | #01-22 Duo Galleria, Singapore 189356, Singapore";"Individual Collective"
1729;"Edit Suits Co.";"https://you.ctrip.com/shopping/singapore53/78732031.html";0;"35A Duxton Road | Level 2, Singapore 089499, Singapore";"Edit Suits Co."
1730;"Elephant Parade Haji Lane";"https://you.ctrip.com/shopping/singapore53/78733766.html";0;"30 Haji Lane, Singapore 189223, Singapore";"Elephant Parade Haji Lane"
1731;"Watch Palace Rolex Boutique";"https://you.ctrip.com/shopping/singapore53/78734109.html";0;"304 Orchard Road Lucky Plaza | #01-01/02 Lucky Plaza, Singapore 238863, Singapore";"Watch Palace Rolex Boutique"
1732;"Footkaki";"https://you.ctrip.com/shopping/singapore53/78734915.html";0;"50 East Coast Road #01-35 Roxy Square | Roxy Square Shopping Centre, Singapore 428769, Singapore";"Footkaki"
1733;"Choices";"https://you.ctrip.com/shopping/singapore53/2286861.html";0;"490 Commonwealth Avenue";"Choices"
1734;"A.P.C(北桥路店)";"https://you.ctrip.com/shopping/singapore53/2287020.html";0;"328 North Bridge Road, Raffles Hotel Arcade #02-08(近Seah St)";"APC(北桥路店)"
1735;"Art Friend";"https://you.ctrip.com/shopping/singapore53/2287024.html";0;"231 Bain Street";"Art Friend"
1736;"Sky Gems Watches & Textiles Centre";"https://you.ctrip.com/shopping/singapore53/2287177.html";0;"Kampong Glam Shop Houses, 744 North Bridge Road";"Sky Gems Watches &amp; Textiles Centre"
1737;"Fairmont International Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2287184.html";0;"Textile Centre #08-02, 200 Jalan Sultan";"Fairmont International Pte Ltd"
1738;"Magimix Enteprrise";"https://you.ctrip.com/shopping/singapore53/2287230.html";0;"5001 Beach Road";"Magimix Enteprrise"
1739;"Loo Wang Boy";"https://you.ctrip.com/shopping/singapore53/2287233.html";0;"505 Beach Road";"Loo Wang Boy"
1740;"COCONUT Enterprise Ptd Ltd";"https://you.ctrip.com/shopping/singapore53/2287262.html";0;"809 French Road";"COCONUT Enterprise Ptd Ltd"
1741;"A M Abdul Kader";"https://you.ctrip.com/shopping/singapore53/2287341.html";0;"Pek Kio Market And Food Court Centre #01-01, 41A Cambridge Road";"AM Abdul Kader"
1742;"Hong Soon Department Store";"https://you.ctrip.com/shopping/singapore53/2287355.html";0;"10 Whampoa Drive";"Hong Soon Department Store"
1743;"Legend Components";"https://you.ctrip.com/shopping/singapore53/2287545.html";0;"Pek Chuan Building #03-10, 116 Lavender Street";"Legend Components"
1744;"Richsun Shine Trading";"https://you.ctrip.com/shopping/singapore53/2287607.html";0;"The Salvation Army Kallang Bahru Corps (Demolished) #01-499, 66 Kallang Bahru";"Richsun Shine Trading"
1745;"Bendemeer Store";"https://you.ctrip.com/shopping/singapore53/2287612.html";0;"HDB Bendemeer #01-1018, 43 Bendemeer Road";"Bendemeer Store"
1746;"SK Jewellery";"https://you.ctrip.com/shopping/singapore53/2287694.html";0;"Toa Payoh HDB Hub, 520 Toa Payoh Lorong 6, #01-63";"SK Jewellery"
1747;"215 Dfc";"https://you.ctrip.com/shopping/singapore53/2287711.html";0;"215 Upper Bukit Timah Road";"215 Dfc"
1748;"Universal Bridal Studio";"https://you.ctrip.com/shopping/singapore53/2287725.html";0;"177 Toa Payoh Central";"Universal Bridal Studio"
1749;"Jin Hong Trading";"https://you.ctrip.com/shopping/singapore53/2287751.html";0;"HDB Toa Payoh #01-290, 183 Toa Payoh Central";"Jin Hong Trading"
1750;"Maxstudio.com";"https://you.ctrip.com/shopping/singapore53/2287839.html";0;"Isetan Scotts #02-00";"Maxstudio.com"
1751;"Prime Online Pte. Ltd.";"https://you.ctrip.com/shopping/singapore53/2287842.html";0;"125 Defu Lane 10";"Prime Online Pte. Ltd."
1752;"Ong Teng Dit";"https://you.ctrip.com/shopping/singapore53/2287948.html";0;"HDB Toa Payoh #01-1205, 206 Toa Payoh North";"Ong Teng Dit"
1753;"First Price";"https://you.ctrip.com/shopping/singapore53/2287996.html";0;"531 Ang Mo Kio Avenue 10";"First Price"
1754;"Kuan Geok Poh";"https://you.ctrip.com/shopping/singapore53/2288002.html";0;"HDB Toa Payoh #01-1048, 169 Lorong 1 Toa Payoh";"Kuan Geok Poh"
1755;"A.P.C(北桥路店)";"https://you.ctrip.com/shopping/singapore53/2287020.html";0;"328 North Bridge Road, Raffles Hotel Arcade #02-08(近Seah St)";"APC(北桥路店)"
1756;"Art Friend";"https://you.ctrip.com/shopping/singapore53/2287024.html";0;"231 Bain Street";"Art Friend"
