POI_INDEX,ASPECTS,ASPECTS_CRAWLED_TIME
257,gems,2020-02-15 09:26:09.613502
257,gemology,2020-02-15 09:26:09.631980
257,science,2020-02-15 09:26:09.649146
257,knowledge,2020-02-15 09:26:09.666773
257,stone,2020-02-15 09:26:09.682904
257,teacher,2020-02-15 09:26:09.699056
257,jewelry,2020-02-15 09:26:09.715033
257,learning,2020-02-15 09:26:09.730231
258,tailor,2020-02-15 09:26:22.988866
258,orchard,2020-02-15 09:26:23.007100
258,scotts,2020-02-15 09:26:23.025183
259,ondeh ondeh,2020-02-15 09:26:37.796642
259,dolls,2020-02-15 09:26:37.814976
259,fun,2020-02-15 09:26:37.832308
260,governor general of india,2020-02-15 09:26:51.091296
260,singapore river,2020-02-15 09:26:51.107464
260,early days,2020-02-15 09:26:51.123336
260,both sides,2020-02-15 09:26:51.140749
260,crossing,2020-02-15 09:26:51.156871
260,tiau,2020-02-15 09:26:51.173739
260,boat,2020-02-15 09:26:51.188925
260,history,2020-02-15 09:26:51.205738
260,photos,2020-02-15 09:26:51.221594
260,structure,2020-02-15 09:26:51.238518
261,chicken club,2020-02-15 09:27:04.465428
261,war,2020-02-15 09:27:04.486708
261,land,2020-02-15 09:27:04.504192
261,platform,2020-02-15 09:27:04.526361
261,singaporean,2020-02-15 09:27:04.553940
262,pasir ris,2020-02-15 09:27:18.219443
262,wetlands,2020-02-15 09:27:18.247916
262,cyclists,2020-02-15 09:27:18.279167
262,otters,2020-02-15 09:27:18.310291
262,suntec,2020-02-15 09:27:18.337653
262,park,2020-02-15 09:27:18.364100
262,nature,2020-02-15 09:27:18.395919
263,pasir ris,2020-02-15 09:27:31.623933
263,halal food,2020-02-15 09:27:31.662009
263,shopping centre,2020-02-15 09:27:31.687359
263,ntuc,2020-02-15 09:27:31.717331
263,cinema,2020-02-15 09:27:31.750722
263,wild,2020-02-15 09:27:31.785036
263,ktv,2020-02-15 09:27:31.817085
263,mrt,2020-02-15 09:27:31.849683
263,attractions,2020-02-15 09:27:31.878709
264,local food,2020-02-15 09:27:45.407964
264,chicken pie,2020-02-15 09:27:45.453328
264,lrt,2020-02-15 09:27:45.489119
264,pandang,2020-02-15 09:27:45.520702
264,stalls,2020-02-15 09:27:45.542467
265,pte,2020-02-15 09:28:00.171589
265,shop,2020-02-15 09:28:00.192320
266,during intermission,2020-02-15 09:28:13.859408
266,phantom of the opera,2020-02-15 09:28:13.876909
266,second act,2020-02-15 09:28:13.892547
266,toilet facilities are,2020-02-15 09:28:13.909285
266,marina bay sands,2020-02-15 09:28:13.925002
266,acoustics,2020-02-15 09:28:13.940415
266,rows,2020-02-15 09:28:13.955746
266,musical,2020-02-15 09:28:13.972691
267,under one roof,2020-02-15 09:28:28.003872
267,ganesha,2020-02-15 09:28:28.025054
267,islam,2020-02-15 09:28:28.052200
267,religious,2020-02-15 09:28:28.078224
267,prayer,2020-02-15 09:28:28.106245
267,praying,2020-02-15 09:28:28.134699
268,high end brands,2020-02-15 09:28:43.438545
268,branded stuff,2020-02-15 09:28:43.482894
268,orchard,2020-02-15 09:28:43.528378
268,shopping,2020-02-15 09:28:43.554929
269,return journey,2020-02-15 09:28:57.477034
269,batam island,2020-02-15 09:28:57.501122
269,ticket office,2020-02-15 09:28:57.526527
269,harbourfront,2020-02-15 09:28:57.551950
270,food republic,2020-02-15 09:29:10.954930
270,food court,2020-02-15 09:29:10.971134
270,mrt station,2020-02-15 09:29:10.986991
270,upmarket,2020-02-15 09:29:11.002965
270,facial,2020-02-15 09:29:11.019862
270,theatre,2020-02-15 09:29:11.037278
270,movie,2020-02-15 09:29:11.053172
271,public housing,2020-02-15 09:29:25.200866
271,gallery,2020-02-15 09:29:25.216358
272,tiger balm,2020-02-15 09:29:39.167791
272,little india,2020-02-15 09:29:39.183396
272,altar,2020-02-15 09:29:39.199554
272,devotees,2020-02-15 09:29:39.215638
272,buddhist,2020-02-15 09:29:39.231672
272,admission,2020-02-15 09:29:39.248602
272,visitors,2020-02-15 09:29:39.264328
274,ion orchard,2020-02-15 09:30:05.031949
274,theatre,2020-02-15 09:30:05.065506
274,shopping,2020-02-15 09:30:05.106732
274,clothing,2020-02-15 09:30:05.152781
275,bukit timah nature reserve,2020-02-15 09:30:18.553525
275,lookout point,2020-02-15 09:30:18.582034
275,nature park,2020-02-15 09:30:18.605392
275,playground,2020-02-15 09:30:18.634258
275,trail,2020-02-15 09:30:18.661734
275,visitors,2020-02-15 09:30:18.693710
276,hawker,2020-02-15 09:30:31.452512
277,wooden toys,2020-02-15 09:30:44.584338
277,central mall,2020-02-15 09:30:44.599314
277,puzzles,2020-02-15 09:30:44.615659
277,play,2020-02-15 09:30:44.630719
277,clarke,2020-02-15 09:30:44.646170
277,quay,2020-02-15 09:30:44.661804
278,on display,2020-02-15 09:30:57.892377
278,gallery,2020-02-15 09:30:57.909152
278,sculptures,2020-02-15 09:30:57.924868
280,reflexology,2020-02-15 09:31:24.211604
280,ntuc,2020-02-15 09:31:24.228913
280,court,2020-02-15 09:31:24.244813
280,shopping,2020-02-15 09:31:24.260582
280,attractions,2020-02-15 09:31:24.275840
281,branch,2020-02-15 09:31:37.858163
281,perfume,2020-02-15 09:31:37.874624
281,fragrance,2020-02-15 09:31:37.891572
281,shop,2020-02-15 09:31:37.909096
282,indoor stadium,2020-02-15 09:31:51.130250
282,kallang river,2020-02-15 09:31:51.147331
282,concert,2020-02-15 09:31:51.162733
282,stingrays,2020-02-15 09:31:51.177389
282,mall,2020-02-15 09:31:51.192765
283,orchard road,2020-02-15 09:32:04.384928
283,shopping mall,2020-02-15 09:32:04.414507
283,mrt station,2020-02-15 09:32:04.439546
283,browsing,2020-02-15 09:32:04.472894
283,clothing,2020-02-15 09:32:04.508416
284,concert,2020-02-15 09:32:18.879265
284,church,2020-02-15 09:32:18.895395
284,cloakroom,2020-02-15 09:32:18.911710
284,stage,2020-02-15 09:32:18.929739
284,performance,2020-02-15 09:32:18.945506
284,thousands,2020-02-15 09:32:18.961334
285,sporting goods,2020-02-15 09:32:32.299779
285,sports wear,2020-02-15 09:32:32.315417
285,shoes,2020-02-15 09:32:32.333106
285,retailers,2020-02-15 09:32:32.348767
285,selling,2020-02-15 09:32:32.364350
286,shopping complex,2020-02-15 09:32:45.455032
286,clothing,2020-02-15 09:32:45.476462
286,halal,2020-02-15 09:32:45.492204
287,bus interchange,2020-02-15 09:32:58.586995
287,public library,2020-02-15 09:32:58.602983
287,food court,2020-02-15 09:32:58.618947
287,air conditioned,2020-02-15 09:32:58.636468
287,challenger,2020-02-15 09:32:58.652091
287,denki,2020-02-15 09:32:58.666265
287,ntuc,2020-02-15 09:32:58.680987
287,shop,2020-02-15 09:32:58.696880
287,stalls,2020-02-15 09:32:58.712391
288,novena mrt,2020-02-15 09:33:12.972132
288,cold storage,2020-02-15 09:33:12.988272
288,food court,2020-02-15 09:33:13.004433
288,mall,2020-02-15 09:33:13.020859
288,stalls,2020-02-15 09:33:13.036971
289,holy place,2020-02-15 09:33:26.984646
289,gurudwara,2020-02-15 09:33:27.000793
289,prayer,2020-02-15 09:33:27.017970
289,religious,2020-02-15 09:33:27.033003
290,chanting,2020-02-15 09:33:41.271328
290,hindu,2020-02-15 09:33:41.287253
291,movie,2020-02-15 09:33:55.508068
291,documentaries,2020-02-15 09:33:55.523933
291,tickets,2020-02-15 09:33:55.542465
291,topic,2020-02-15 09:33:55.557288
291,nature,2020-02-15 09:33:55.572239
291,adventure,2020-02-15 09:33:55.587514
291,journey,2020-02-15 09:33:55.602814
292,mass,2020-02-15 09:34:09.792796
292,catholic,2020-02-15 09:34:09.808665
292,cantonese,2020-02-15 09:34:09.823869
292,sermon,2020-02-15 09:34:09.840490
292,mandarin,2020-02-15 09:34:09.856538
292,prayer,2020-02-15 09:34:09.872665
292,visitors,2020-02-15 09:34:09.888811
293,little india,2020-02-15 09:34:22.885991
293,figurines,2020-02-15 09:34:22.903235
293,muni,2020-02-15 09:34:22.920891
293,intricate,2020-02-15 09:34:22.936259
293,photos,2020-02-15 09:34:22.951564
294,conservation area,2020-02-15 09:34:36.288825
294,migratory birds,2020-02-15 09:34:36.322766
294,peaceful place,2020-02-15 09:34:36.356788
294,nature lovers,2020-02-15 09:34:36.391657
294,marshland,2020-02-15 09:34:36.426489
294,tower,2020-02-15 09:34:36.455390
294,diversity,2020-02-15 09:34:36.480121
294,shelter,2020-02-15 09:34:36.500809
294,tours,2020-02-15 09:34:36.527638
294,track,2020-02-15 09:34:36.549731
294,park,2020-02-15 09:34:36.571574
294,visitors,2020-02-15 09:34:36.597208
294,trees,2020-02-15 09:34:36.623056
296,rojak,2020-02-15 09:35:04.095960
296,stalls,2020-02-15 09:35:04.130374
296,shop,2020-02-15 09:35:04.161905
297,puja,2020-02-15 09:35:17.540192
297,devotees,2020-02-15 09:35:17.573756
297,priest,2020-02-15 09:35:17.607882
297,prayer,2020-02-15 09:35:17.653897
297,spiritual,2020-02-15 09:35:17.687423
298,fat duck,2020-02-15 09:35:32.446111
298,watches,2020-02-15 09:35:32.482817
298,orchard,2020-02-15 09:35:32.531176
298,shopping,2020-02-15 09:35:32.566845
299,arts and crafts,2020-02-15 09:35:46.195250
299,treasure trove,2020-02-15 09:35:46.229235
300,murals,2020-02-15 09:35:59.503840
300,depicting,2020-02-15 09:35:59.539306
300,shop,2020-02-15 09:35:59.565605
301,mrt lines,2020-02-15 09:36:12.609825
301,public transport system,2020-02-15 09:36:12.625611
301,systems,2020-02-15 09:36:12.641620
301,taxis,2020-02-15 09:36:12.658434
301,operator,2020-02-15 09:36:12.674046
301,card,2020-02-15 09:36:12.688922
301,smrt,2020-02-15 09:36:12.704641
302,hedge maze,2020-02-15 09:36:26.673249
302,changi airport,2020-02-15 09:36:26.717942
302,manulife,2020-02-15 09:36:26.747279
302,fog,2020-02-15 09:36:26.778178
302,bridge,2020-02-15 09:36:26.809520
302,fun,2020-02-15 09:36:26.844325
302,waterfall,2020-02-15 09:36:26.882513
302,visitors,2020-02-15 09:36:26.909669
302,plants,2020-02-15 09:36:26.943791
302,garden,2020-02-15 09:36:26.977971
304,whisky museum,2020-02-15 09:36:54.956146
304,guided tour,2020-02-15 09:36:54.989526
304,blast,2020-02-15 09:36:55.021240
305,worth a quick visit,2020-02-15 09:37:09.186891
305,dressed appropriately,2020-02-15 09:37:09.221031
305,national monument,2020-02-15 09:37:09.254194
305,buddha tooth relic temple,2020-02-15 09:37:09.287633
305,islam,2020-02-15 09:37:09.319716
305,minaret,2020-02-15 09:37:09.350871
305,muslim,2020-02-15 09:37:09.386442
305,dating,2020-02-15 09:37:09.417718
305,chinatown,2020-02-15 09:37:09.443998
305,facade,2020-02-15 09:37:09.473024
305,tamil,2020-02-15 09:37:09.507185
305,landmark,2020-02-15 09:37:09.538314
306,milking process,2020-02-15 09:37:22.704905
306,goat milk,2020-02-15 09:37:22.735055
306,goat farm,2020-02-15 09:37:22.761767
306,selling,2020-02-15 09:37:22.792369
307,tram ride,2020-02-15 09:37:35.963482
307,walking trails,2020-02-15 09:37:35.993693
307,animals,2020-02-15 09:37:36.027895
307,photos,2020-02-15 09:37:36.055339
308,esplanade park,2020-02-15 09:37:49.268075
308,tan kim seng,2020-02-15 09:37:49.298015
308,anderson bridge,2020-02-15 09:37:49.323793
308,singapore river,2020-02-15 09:37:49.355110
308,coronation,2020-02-15 09:37:49.385839
308,fountain,2020-02-15 09:37:49.416001
308,historic,2020-02-15 09:37:49.444133
308,bay,2020-02-15 09:37:49.472260
309,milk pots,2020-02-15 09:38:03.632690
309,devotees,2020-02-15 09:38:03.665289
309,procession,2020-02-15 09:38:03.697372
309,spikes,2020-02-15 09:38:03.729373
309,devotion,2020-02-15 09:38:03.761982
309,witness,2020-02-15 09:38:03.794939
309,tamil,2020-02-15 09:38:03.827938
309,temple,2020-02-15 09:38:03.857908
310,chinatown area,2020-02-15 09:38:17.565899
310,history,2020-02-15 09:38:17.599674
311,joo chiat road,2020-02-15 09:38:30.640850
311,photos,2020-02-15 09:38:30.673278
312,food outlets,2020-02-15 09:38:43.879586
312,mrt station,2020-02-15 09:38:43.912828
312,szechuan,2020-02-15 09:38:43.943567
312,interchange,2020-02-15 09:38:43.979896
312,kopitiam,2020-02-15 09:38:44.013942
312,ntuc,2020-02-15 09:38:44.044942
312,pandang,2020-02-15 09:38:44.070616
312,halal,2020-02-15 09:38:44.101229
313,joo koon,2020-02-15 09:38:57.455651
313,visitors,2020-02-15 09:38:57.488149
313,mrt,2020-02-15 09:38:57.518422
314,little india,2020-02-15 09:39:10.769809
314,national monument,2020-02-15 09:39:10.806623
314,islam,2020-02-15 09:39:10.840082
314,prayer,2020-02-15 09:39:10.874815
314,muslim,2020-02-15 09:39:10.911402
314,shoes,2020-02-15 09:39:10.944520
314,praying,2020-02-15 09:39:10.974521
314,indian,2020-02-15 09:39:11.009427
315,paya lebar mrt station,2020-02-15 09:39:23.980871
315,cinema,2020-02-15 09:39:24.013531
315,mall,2020-02-15 09:39:24.046258
316,worth a visit,2020-02-15 09:39:37.479820
316,mass,2020-02-15 09:39:37.510902
316,catholic,2020-02-15 09:39:37.544433
316,viewed,2020-02-15 09:39:37.578167
316,photos,2020-02-15 09:39:37.611450
317,architecture,2020-02-15 09:39:50.828733
317,landmark,2020-02-15 09:39:50.876151
318,rocket tower,2020-02-15 09:40:03.994832
318,park,2020-02-15 09:40:04.028450
319,department store,2020-02-15 09:40:17.871198
319,cosmetics,2020-02-15 09:40:17.901918
320,underground walkway,2020-02-15 09:40:31.046553
320,esplanade theater,2020-02-15 09:40:31.073610
320,mrt stations,2020-02-15 09:40:31.102745
321,main hall,2020-02-15 09:40:45.162695
321,religious,2020-02-15 09:40:45.195185
321,volunteers,2020-02-15 09:40:45.224327
325,boating,2020-02-15 09:41:40.133594
325,stalls,2020-02-15 09:41:40.173998
326,fried rice,2020-02-15 09:41:54.256368
326,cuisine,2020-02-15 09:41:54.285576
327,bukit timah hill,2020-02-15 09:42:08.658687
327,quarry,2020-02-15 09:42:08.690319
327,hillview,2020-02-15 09:42:08.723484
327,summit,2020-02-15 09:42:08.767296
327,trek,2020-02-15 09:42:08.804993
327,uphill,2020-02-15 09:42:08.838229
327,trail,2020-02-15 09:42:08.871719
327,trees,2020-02-15 09:42:08.903747
329,cinema,2020-02-15 09:42:34.932523
329,ntuc,2020-02-15 09:42:34.957667
329,uniqlo,2020-02-15 09:42:34.989734
329,rooftop,2020-02-15 09:42:35.021934
330,prayer,2020-02-15 09:42:48.247011
331,nice park,2020-02-15 09:43:01.614843
331,mrt,2020-02-15 09:43:01.647676
332,educational trip,2020-02-15 09:43:15.989258
332,palau,2020-02-15 09:43:16.024782
332,tour,2020-02-15 09:43:16.054444
334,ice skating,2020-02-15 09:43:43.341930
334,jurong east,2020-02-15 09:43:43.379781
334,shaw theatre,2020-02-15 09:43:43.411731
334,food court,2020-02-15 09:43:43.440585
334,ntuc,2020-02-15 09:43:43.472218
337,beautiful architecture,2020-02-15 09:44:26.107571
337,tank,2020-02-15 09:44:26.139156
337,lord,2020-02-15 09:44:26.173266
339,food court,2020-02-15 09:44:52.407094
339,bus interchange,2020-02-15 09:44:52.443296
339,boleh,2020-02-15 09:44:52.476520
339,malaysia,2020-02-15 09:44:52.508056
339,citibank,2020-02-15 09:44:52.540344
339,foodcourt,2020-02-15 09:44:52.574786
339,shoppers,2020-02-15 09:44:52.607546
339,stalls,2020-02-15 09:44:52.641540
340,lego blocks,2020-02-15 09:45:06.767300
340,ball pit,2020-02-15 09:45:06.807303
340,costumes,2020-02-15 09:45:06.833312
340,bridge,2020-02-15 09:45:06.862658
341,architecture,2020-02-15 09:45:19.896421
341,history,2020-02-15 09:45:19.924233
342,water play area,2020-02-15 09:45:34.090090
342,fishing,2020-02-15 09:45:34.120238
342,anglers,2020-02-15 09:45:34.150574
342,hdb,2020-02-15 09:45:34.183816
342,heritage,2020-02-15 09:45:34.218879
342,exercise,2020-02-15 09:45:34.251116
342,kelong,2020-02-15 09:45:34.283713
342,development,2020-02-15 09:45:34.316180
342,park,2020-02-15 09:45:34.345144
342,bridge,2020-02-15 09:45:34.372620
342,nature,2020-02-15 09:45:34.402816
342,information,2020-02-15 09:45:34.434649
343,kampong glam,2020-02-15 09:45:47.426861
343,land,2020-02-15 09:45:47.466980
343,donated,2020-02-15 09:45:47.498405
343,muslim,2020-02-15 09:45:47.525661
343,architecture,2020-02-15 09:45:47.553365
343,halal,2020-02-15 09:45:47.581899
343,park,2020-02-15 09:45:47.609882
344,carrot cake,2020-02-15 09:46:00.761832
344,hawker stalls,2020-02-15 09:46:00.795365
344,food stalls,2020-02-15 09:46:00.829040
344,siong,2020-02-15 09:46:00.861535
345,bukit batok,2020-02-15 09:46:14.317967
345,mrt station,2020-02-15 09:46:14.348247
345,cinema,2020-02-15 09:46:14.384844
345,shop,2020-02-15 09:46:14.414371
347,benches,2020-02-15 09:46:45.345379
347,statues,2020-02-15 09:46:45.400393
347,depicting,2020-02-15 09:46:45.467747
347,chinese,2020-02-15 09:46:45.568669
347,halal,2020-02-15 09:46:45.645186
348,devotees,2020-02-15 09:46:59.282501
348,shoes,2020-02-15 09:46:59.347353
348,ritual,2020-02-15 09:46:59.443342
348,worship,2020-02-15 09:46:59.536615
348,novena,2020-02-15 09:46:59.659715
348,chanting,2020-02-15 09:46:59.757632
348,sculptures,2020-02-15 09:46:59.871456
348,visitors,2020-02-15 09:46:59.945676
349,lockers,2020-02-15 09:47:14.481416
349,play,2020-02-15 09:47:14.522319
349,shelter,2020-02-15 09:47:14.564339
349,fun,2020-02-15 09:47:14.604368
350,parliament building,2020-02-15 09:47:28.083433
350,government,2020-02-15 09:47:28.129021
350,photos,2020-02-15 09:47:28.176931
351,bird nest,2020-02-15 09:47:42.790269
351,lady boss,2020-02-15 09:47:42.899574
351,guided tour,2020-02-15 09:47:43.022645
351,knowledge,2020-02-15 09:47:43.114939
351,pax,2020-02-15 09:47:43.206881
351,informative,2020-02-15 09:47:43.326924
351,fun,2020-02-15 09:47:43.443435
352,commercial development,2020-02-15 09:47:58.055113
352,office workers,2020-02-15 09:47:58.166203
352,chinatown,2020-02-15 09:47:58.314728
353,cold storage,2020-02-15 09:48:12.822683
354,art,2020-02-15 09:48:27.444964
354,sculptures,2020-02-15 09:48:27.520553
354,bay,2020-02-15 09:48:27.580358
355,orchard road,2020-02-15 09:48:42.662453
356,fernando botero,2020-02-15 09:48:57.623215
356,boat quay,2020-02-15 09:48:57.646667
356,statue,2020-02-15 09:48:57.666571
356,artwork,2020-02-15 09:48:57.686792
356,artists,2020-02-15 09:48:57.709945
357,amoy hotel,2020-02-15 09:49:11.620727
357,chinese temple,2020-02-15 09:49:11.636284
357,oldest,2020-02-15 09:49:11.651458
358,pearls,2020-02-15 09:49:24.784205
358,shop,2020-02-15 09:49:24.802243
359,tailor shop,2020-02-15 09:49:38.153522
359,pictorial,2020-02-15 09:49:38.169332
359,exhibition,2020-02-15 09:49:38.185863
359,chinatown,2020-02-15 09:49:38.202125
359,photos,2020-02-15 09:49:38.221156
360,bollywood veggies,2020-02-15 09:49:51.541907
360,goat farm,2020-02-15 09:49:51.579263
360,express bus,2020-02-15 09:49:51.620439
360,goat milk,2020-02-15 09:49:51.654951
360,wetland reserve,2020-02-15 09:49:51.698241
360,dairies,2020-02-15 09:49:51.732256
360,agriculture,2020-02-15 09:49:51.764850
361,w hotel,2020-02-15 09:50:05.153517
363,chee,2020-02-15 09:50:32.448110
363,stroll,2020-02-15 09:50:32.463135
364,bandstand,2020-02-15 09:50:47.047035
365,orchard road,2020-02-15 09:51:00.238980
366,stadium,2020-02-15 09:51:13.391508
367,joggers,2020-02-15 09:51:28.176174
367,playground,2020-02-15 09:51:28.192762
367,mrt,2020-02-15 09:51:28.210827
367,path,2020-02-15 09:51:28.226880
368,artificial,2020-02-15 09:51:41.465508
369,tampines mall,2020-02-15 09:51:54.644679
369,bus interchange,2020-02-15 09:51:54.660354
369,curry puffs,2020-02-15 09:51:54.678383
369,national library,2020-02-15 09:51:54.694037
369,food court,2020-02-15 09:51:54.709358
369,cinema,2020-02-15 09:51:54.724976
369,shop,2020-02-15 09:51:54.740167
370,money changer,2020-02-15 09:52:07.730630
370,food court,2020-02-15 09:52:07.747140
370,mall,2020-02-15 09:52:07.762282
373,sailing club,2020-02-15 09:52:49.140013
373,scenic walk,2020-02-15 09:52:49.155106
373,sunset point,2020-02-15 09:52:49.171401
373,fishing,2020-02-15 09:52:49.189302
373,boats,2020-02-15 09:52:49.206604
374,chinese tea,2020-02-15 09:53:03.472953
374,costumes,2020-02-15 09:53:03.492784
374,performance,2020-02-15 09:53:03.509952
374,artists,2020-02-15 09:53:03.526136
375,project,2020-02-15 09:53:16.887808
377,indian muslim,2020-02-15 09:53:42.527021
377,interesting museum,2020-02-15 09:53:42.542425
377,worth a visit,2020-02-15 09:53:42.565976
377,heritage,2020-02-15 09:53:42.581822
377,ayer,2020-02-15 09:53:42.597043
377,architecture,2020-02-15 09:53:42.612298
378,casuarina,2020-02-15 09:53:55.695725
378,picnic,2020-02-15 09:53:55.738755
378,trail,2020-02-15 09:53:55.784196
378,park,2020-02-15 09:53:55.822051
379,shop houses,2020-02-15 09:54:09.195594
379,architecture,2020-02-15 09:54:09.211316
382,knowledge,2020-02-15 09:54:52.348560
383,veterans,2020-02-15 09:55:05.494721
383,mall,2020-02-15 09:55:05.510329
385,immersive experience,2020-02-15 09:55:32.241372
385,pathfinder,2020-02-15 09:55:32.258276
385,centennial,2020-02-15 09:55:32.273699
385,exhibition,2020-02-15 09:55:32.290481
385,interactive,2020-02-15 09:55:32.306130
385,exhibits,2020-02-15 09:55:32.321732
385,tickets,2020-02-15 09:55:32.338831
385,display,2020-02-15 09:55:32.355588
386,race,2020-02-15 09:55:47.089982
386,medal,2020-02-15 09:55:47.124125
386,bridge,2020-02-15 09:55:47.157916
387,frog legs,2020-02-15 09:56:01.280294
387,life cycle,2020-02-15 09:56:01.297402
387,chu kang,2020-02-15 09:56:01.313689
387,lim,2020-02-15 09:56:01.329722
387,enclosures,2020-02-15 09:56:01.346650
388,siloso beach,2020-02-15 09:56:14.715365
388,fun,2020-02-15 09:56:14.732526
391,little india,2020-02-15 09:56:55.671938
391,deities,2020-02-15 09:56:55.689303
392,pottery,2020-02-15 09:57:10.206338
392,park,2020-02-15 09:57:10.244677
395,ball pit,2020-02-15 09:57:50.679477
395,every corner,2020-02-15 09:57:50.696284
395,concept,2020-02-15 09:57:50.712432
395,activity,2020-02-15 09:57:50.727316
395,photos,2020-02-15 09:57:50.742982
395,interactive,2020-02-15 09:57:50.758858
395,fun,2020-02-15 09:57:50.774263
395,museum,2020-02-15 09:57:50.791399
395,visitors,2020-02-15 09:57:50.809381
396,henderson waves bridge,2020-02-15 09:58:04.061537
399,parliament house,2020-02-15 09:58:44.246601
399,masjid sultan,2020-02-15 09:58:44.262347
399,kampong glam,2020-02-15 09:58:44.279011
399,raffles hotel,2020-02-15 09:58:44.294496
399,convicts,2020-02-15 09:58:44.309451
399,oldest,2020-02-15 09:58:44.324648
399,rotana,2020-02-15 09:58:44.340536
399,route,2020-02-15 09:58:44.355941
399,landmark,2020-02-15 09:58:44.372869
399,culture,2020-02-15 09:58:44.389745
399,shopping,2020-02-15 09:58:44.406084
400,waterfall,2020-02-15 09:58:57.334130
401,marina bay,2020-02-15 09:59:10.442335
403,butterfly,2020-02-15 09:59:37.536303
403,informative,2020-02-15 09:59:37.554097
404,nice garden,2020-02-15 09:59:52.956774
406,lockers,2020-02-15 10:00:20.666540
407,reservoir,2020-02-15 10:00:33.891230
407,river,2020-02-15 10:00:33.920243
409,murals,2020-02-15 10:01:02.616895
410,texas chicken,2020-02-15 10:01:15.664492
410,golden village,2020-02-15 10:01:15.702940
410,cinema,2020-02-15 10:01:15.737587
410,gv,2020-02-15 10:01:15.772145
410,interchange,2020-02-15 10:01:15.813972
411,fishing,2020-02-15 10:01:28.978044
411,ships,2020-02-15 10:01:29.015691
412,landscape,2020-02-15 10:01:42.484483
412,park,2020-02-15 10:01:42.499454
413,tengah,2020-02-15 10:01:56.824322
413,suntec,2020-02-15 10:01:56.864275
414,shop,2020-02-15 10:02:11.748031
418,tanah merah,2020-02-15 10:03:07.710339
418,harbourfront,2020-02-15 10:03:07.789065
418,ride,2020-02-15 10:03:07.851356
420,marina south pier,2020-02-15 10:03:36.152205
420,monkeys,2020-02-15 10:03:36.216085
420,boat,2020-02-15 10:03:36.281271
422,suntec city,2020-02-15 10:04:04.495782
423,marina bay,2020-02-15 10:04:18.447030
423,art,2020-02-15 10:04:18.510752
423,shop,2020-02-15 10:04:18.577116
424,tanjong pagar mrt,2020-02-15 10:04:32.458346
424,ghost,2020-02-15 10:04:32.521355
424,taoist,2020-02-15 10:04:32.588262
424,hock,2020-02-15 10:04:32.647539
424,spooky,2020-02-15 10:04:32.696483
425,fun,2020-02-15 10:04:46.670276
426,war memorial,2020-02-15 10:05:00.813121
426,world war i,2020-02-15 10:05:00.874279
426,british soldiers,2020-02-15 10:05:00.934261
426,their lives,2020-02-15 10:05:00.998723
426,wars,2020-02-15 10:05:01.063120
426,padang,2020-02-15 10:05:01.127795
426,remembrance,2020-02-15 10:05:01.179202
426,inscriptions,2020-02-15 10:05:01.240849
426,importance,2020-02-15 10:05:01.302501
426,ww1,2020-02-15 10:05:01.385295
426,perished,2020-02-15 10:05:01.450701
426,sacrifice,2020-02-15 10:05:01.503820
426,bronze,2020-02-15 10:05:01.564532
426,heroes,2020-02-15 10:05:01.634552
