时间不够 没法专门去参观新加坡滨海湾花园 ，但是住在金沙的海景房，阳台上可以看到花园，夜里登上空中花园，俯瞰花园夜景，简直奇幻,,,,,
原来在什么地方有人这样描写新加坡的卫生状况，实在有些夸张。1988年带着这种意识来到新加坡，不免有些失望。但是，新加坡确实干净，由于面积小，所以便于管理，搞好卫生那还是容易的。绿化是第一流的，由于得天独厚的地理环境，雨水充沛，在加上本来就是“巴掌”块的地方，所以到处绿树成阴，鲜花盛开，整个城市是立体化的绿化，因此就成了花园城市。管理是第一流的，在街上，经常可以看到穿着黄马甲的扫地，这些人就是由于毁坏环境，而被罚打扫卫生的，如果有人随地吐痰，那就更加严重了，一般来说没有人敢。,,,,,
当天逛累了可以重复多次进出两个花园，只要出门时候找工作人员在手臂上敲个章。内部就是满眼的植物，珍稀的单独有个玻璃柜子，看描述都是野外已经灭绝的超稀有存在，特别适合带着小孩一起,,,,,
热带生态的好环境，建议一定要购票进入cloud forest参观，非常值得，整个园区非常大，个人认为非常适合亲子之景点，晚间也有灯光秀，白天夜晚都有不同景致,,,,,
就在金沙酒店的附近～新加坡必打卡景点之一～推荐大家可以上午在金沙里面各种shopping～下午参观滨海湾花园的双馆～晚上再去空中花园看夜景！这样的一天就灰常完美了！,,,,,
新加坡滨海湾花园晚上有两场音乐秀，吃完晚饭早早过来占位啦～有蚊子，注意防蚊～免费～所以挺多人，走的时候一大波人。在新加坡待几天的话可以来～,,,,,
携程网上订了云雾林和花穹两个馆的门票，在售票处很方便就兑换到了纸质票。一张门票117元，超值啊！真是进入了花的仙境，各种奇花异草，目不暇接，大大超出游览前的心理预期。馆内温度较低，可以多穿些衣服。凉爽湿润的空气，好解乏呀！,,,,,
新加坡新晋的知名景点、是一个可以早中晚任意时间都来欣赏的景点，非常特别也非常漂亮。滨海湾花园位于金沙酒店后方，从滨海金沙酒店四楼有廊桥链接滨海湾花园，滨海湾花园的门票有分很多种，包括穹顶、花园和天空步道的，一般可选前2或3个都选。穹顶和花园都是室内的，有最大的室内瀑布、观景花艺和林艺，适当的室内温度不会让游客众多的情况下闷热，真的很人性化，也很漂亮。天空步道是连接了好多天空树得布道，可以选择参观时间场次，每场15分钟，可以在天空树的顶端漫步欣赏景色，也可以仰头看金沙，很赞！,,,,,
因为个人原因，虽然不是很喜欢新加坡这座城市，但是不得不说这确实是一座很干净很整洁，并且很有秩序的的城市。Gardens by the Bay有两座大建筑和超级树组成。由于时间关系只去了植物园，在全空调环境下看成千上万的植物也是一种神奇的感受！主要是全透明的玻璃，看到外面的景色太美了！看着这么特别的花园心里有点柠檬！很希望国内也有这么特别的地方，国内真的可以学习一下，把细节都做好！我们有这个实力的！一定能超过新加坡！,,,,,
滨海花园还是挺美的，值得去看看，从地铁海湾站出来大约有10分钟，携程上买的票出票很快，需要换票，换票地点不是是在花园正门售票处，而是要走10分钟到里花穹的售票处换实体票。新加坡很热，能在室内有空调舒舒服服看下花还是不错的！,,,,,
个人觉得云雾林比花穹好 花穹里都是花有些都是常见的 ，云雾林有瀑布很凉快 还可以走上去 但是都不大 ，因为下雨晚上外面灯光秀就远处看看 也没想象的好很一般,,,,,
滨海湾花园是滨海湾项目的组成部分之一，是新加坡打造“花园中的城市”目标的显著标志，这个地区独立运作，有南花园、东花园、中华园多个部分组成，整体不大，毕竟新加坡就很小。灯光秀很好，建议四五点先到花园的冷室看看植物，看到夜幕降临，就可以去找个好角度看灯光了。,,,,,
新加坡是没有什么自然景观的国家，大多是人造景观，滨海湾花园中著名的空中走廊也是人靠景观之一，如果想上走廊走走，可以去买票或在网上买票，我们的安排是下午上空中走廊去，从高处看风景。晚上就在下面的草地上，等待看晚上的灯光音乐秀。还是值得一看的。就是看完后要回酒店，排队等出租车，等了1个多小时。,,,,,
新加坡滨海湾花园打造出令人摒息的美景。正中央巨型擎天大树巍然耸立，夜晚点灯后更为滨海湾花园添增了不少色彩。两座花穹和雾林植物冷室，分别模拟不同气候。在这里可以观赏到超过百万棵奇花异草，和世界最大的室内瀑布。,,,,,
今天看了三个展，逛了两个室内巨型冷室花园。花园里有2219未来展，本以为是各种酷炫高科技，原来是特别丧的环保展，2219年因为温室效应海平面上升海水升温，控制地球的生物已经不是人类而是水母，人类住在地下，淡水缺乏，需要自己用太阳能灯养植物，因为没有了树木，所以就堆些绿色玻璃瓶怀念过往的绿色丛林。,,,,,
白天到滨河湾花园玩，推荐来这个花穹里面看看，主要是凉爽，哈哈，我去的时候赶上荷兰郁金香花主题展，挺有意思的，分为两层，主要展览都在一层，二层是局部，展现不同地方的花的特色和人文主义，对于常驻在北方的人们，看看挺有感触的！,,,,,
超级树的灯光秀太美了，音乐好多都是中国的，我们躺在树下看的，很美妙的体验。我们去的那天空中走廊检修不开，没上去，比较遗憾。云雾林和花穹里面太冷了，但是植物超级漂亮，很多国内没有见过的植物，真是长见识了。恰逢中秋前夕，公园里扎了彩灯，还放音乐。,,,,,
"带你进入花穹及冷雾林冷室，被誉为新加坡必看美景的18棵擎天树，以及璀璨华丽灯光秀! 全球领先旅游体验预订平台。无需排队 扫码即入场。优惠价格保证。中英文客服支援。积分可折抵现金。极速预订 即买即用。类型: 景点门票, 导赏团, 美食券, 交通票, 上网卡。",,,,,
新加坡金沙滨海空中花园一探超级擎天树与夜晚璀璨灯光秀 | 带你进入花穹及冷雾林冷室，被誉为新加坡必看美景的18棵擎天树，以及璀璨华丽灯光秀!,,,,,
新加坡印象最深刻的地儿之一…建议票子可以点评购买最划算，实在不行当场买也比淘宝便宜呢…门票含双馆，花穹和云雾林，花穹馆是个很大的室内植物园，里面有各种花卉，可以集齐彩虹七色了，有些名贵的花花是会放在玻璃房里的，大家可以拍照，但是不要用手去触碰哦。这个地方还蛮适合练习摄影的，随便拍都是好构图，如果找到一面植物墙，那简直可以拍写真啦…另一个馆是云雾林，进去就有很高的瀑布，然后就是空中走廊，下面有部分是透明的，小伙伴有点腿软，我倒是觉得很好玩…温馨提示：1、馆内气温较低，建议带个外套。2、晚上的灯光秀必看！！！谁看谁知道有多好看，每天晚上7:45和8:45各有一场，不用提前很早到，广场任意找个地方躺下，接下来就是静静欣赏即可，灯光秀是免费的，时长一刻钟吧…3、建议下午五点多去，这样两个馆兜好差不多七点半左右就可以看灯光秀咯。,,,,,
滨海湾花园，新加坡地标之一，由于离酒店比较近，就步行，其实从金沙走过去也要20分钟。去的早人比较少，不过正好碰到小学生上户外教学科。滨海湾花园分为2个馆，Flower Dome、Cloud Forest；先去得云雾林，去得早的好处就是人少，但是里面冷气十足，请穿长裤带好外套；分好几层可以坐电梯至最高层，一路往下；花穹馆犹如置身在花园中；各种花朵绽放，色彩缤纷。参观完后本想走一下空中走廊，但天空不作美下雨了，只好晚上再来，真好看灯光秀，晚上人比较多，电梯一般也就7个人放行。总体来说还是值得一看。,,,,,
这里室外花园是免费的，“花穹”和“云雾林”两个区域是收费的室内区域。里面比较冷，建议去的时候带一件长袖的衣服。“花穹”里种植着来自全球各地的多种植物以及珍稀植物。超多的仙人掌、仙人球和软萌的多肉植物。在植物丛中还有很多精美雕像，龙啊，马啊，羊啊等等。还有一片充满童话色彩的郁金香花园，各类各色的郁金香争奇斗艳，美不胜收。“云雾林”一进门就看到这35米高人造瀑布，很是壮观。之后坐个电梯上去，在一个像是顶楼花园的地方，这里有兰花、猪笼草、无种子的蕨类植物等。之后漫步“云中步道”，对于恐高的我来说有点吓人。不过景色还是很不错的。,,,,,
夜景很美，我们买了可以参观2个room的票，20多新币一个人。第一个就是一个室内花园，对于我这种带小孩来逛逛的并且不懂植物的，表示一般般。第二个就是有瀑布的这个感觉还可以。也算是到新加坡必须打卡的地方了,,,,,
滨海湾花园毗邻著名的金沙酒店，这里有植物温室——花穹和云雾林冷室，还有数颗超级树组成的森林，充满了科技感，同时又与环境合二为一。花穹里是各种温室植物，有各种多肉和各种叫不出名字的花卉，还有几颗猴面包树，植物名牌全是英文。。看不懂。冷室模拟了高山不同气候，一座巨型瀑布贯穿了上下七层，推荐游览方式是坐直梯上到顶层，然后沿着高空长廊一层一层观赏。超级树，钢铁的枝丫向天空延伸，树干上缠满了藤蔓，充满科幻感，仿佛到了潘多拉的星球，超级树内部顶上有个餐厅，可以在里面用餐，来超级树一定要上去走一走空中走廊，粗粗的钢索在树中间架起的空中长廊，有风吹过的时候会微微晃动，很有意思，而且景色也很美哦，不过黄昏时为了安全空中走廊会关闭，所以要尽早去。,,,,,
【景色】太值得去的地方了 非常美 我们没有把户外部分看完 单纯玻璃屋内的就游览很久 晚上看了两次灯光秀 结束后院子里没有人了还是很恐怖的,,,,,
从金沙酒店乘搭电梯，经过天桥便到达滨海湾花园。若晚上参观这里，一定不能错过晚上只有两场的灯光秀！擎天树的灯光十分美丽，随着音乐闪烁，使人惊叹万分。,,,,,
最喜欢的地方白天跟晚上看的感觉很不一样，两种风格都很喜欢。夜晚的灯光秀也是来新加坡必看的，很壮观很美！看几次都不会腻，值得前来游玩。,,,,,
滨海湾花园晚上的灯光秀是免费看的，所以预了一定多人。灯光秀配合灯光及音乐，把树弄得非常好看，不过一完了灯光秀，这片园区就没有什么特别好看了。,,,,,
随性的新加坡之行，本没有把这个&quot;俗套的热门景点&quot;列入其中，然而在出租车司机的力荐下，最后一天选择去了这里。携程上直接买的优惠票，特别方便，当天早晨买了，当天用，扫电子码即可入园。1. 带厚衣服厚衣服，非常的冷啊，感觉20度左右，因为植物需要，所以人比较冷！2. 被空中植物园美呆！竟然可以一层层上去欣赏的，设计感很赞！3. 花卉植物园也非常的专业，各种多肉和常见，珍稀花卉，绿植，大开眼界，有很大的郁金香园，非常适合拍照。4. 带孩子是很好的学习体验机会哦！不要错过，大人花友也受益良多。在此感受到新加坡的精致，文化之美。不错！,,,,,
带着6岁的娃，一路停停走走，拍拍照赏赏花。很多热带的植物宝宝之前都没见过很新奇的样子。需要注意的是馆内的冷气特别足，一定要带一件薄外套~,,,,,
超级大的室内花园厉害的新加坡，在室内培育了许多种类的植物，且冷气随着侦测改变，在各个地方的植物，几乎都能在这个花园里面看到,,,,,
这里是新加坡最具标志性的地方，这里有喷水狮子的雕塑，是狮城的象征，也是来新加坡必须打卡的地方，新加坡虽然不大，但是管理很好，很精致。,,,,,
新加坡滨海湾花园，真的超级大，最外面一圈是免费的，可以慢跑散步，靠着江。里面的空中走廊和室内花圃是收费的，但是也值得票价，非常惊艳。,,,,,
新加坡滨海花园坐落于金沙酒店隔壁。这里除了可以观赏阿凡达电影中描绘的树木，还可以付费参观温室植物和瀑布。另外，这里还有一个花钟哦！,,,,,
这夏夜，迷之有色，幻之有梦，坐在这super tree下面，就像拥有超级魔力那样，甘之沉醉其中，生出岁月静好的感觉~~~,,,,,
下一站波兰｜女孩子的三十而立，是把风景都看透我是Nicole，一个非典型女程序员。她是yoyo，一个擅长kpop dance的金融工程硕士。18岁一起拿奖学金出国留学23岁找到人生第一份体面的工作26岁跟男朋友一起存钱付下第一套房子的首付28岁自己花钱、设计并办了梦想中的婚礼30岁，等待我们的是什么呢？生活变得平淡，事业不温不火，我们的三十岁，也同样有着焦虑和危机。    三十岁的自己，好像跟曾经幻想的不太一样。作为理科生，我也有想当科学家‍的时候，那时候同学录里偶像一栏写的是居里夫人，而yoyo说小时候在家辛苦弹肖邦练习曲的时候，一直以为自己长大会成为艺术家，大概就是第二个重庆李云迪吧。谁不是来自山川湖海，却囿于昼夜、厨房与爱。人生的不确定性，总让计划和现实出现偏差，我们不得不向生活妥协。但是只要初心不妥协，偏差也会是美好。就像涅槃重生的波兰一样，在妥协和不妥协中重新找回最初的模样，然后一路向前。     作为第一个允许中国公民使用电子方式申请签证的申根国家，波兰有讲不完的悲壮历史。几百年的被征服与反抗的日子里，波兰人有无数妥协和溃败，百多年的消亡史却没有埋藏波兰人的民族气节，哪怕华沙85%的建筑在二战中被毁，波兰人也毫不妥协的重新建立起战前的华沙老城模样，如今已是世界文化遗产之一。想去波兰，想让三十而立的人生从波兰拉开美好的第一站，让我们的生活除了眼前的苟且还有远方的诗。想去波兰，因为那里是儿时偶像的故乡。去居里夫人博物馆参观，去哥白尼纪念碑仰望，再沿着肖邦之路前行.......好像这样，就可以离童年的妄想近一些。想去波兰，去缅怀二战沉重的历史。犹记得中学时候全班一起看《辛德勒名单》，每个人哭的稀里哗啦，在多走十几年人生路后亲临辛德勒工厂和奥斯维辛，那份沉重应该会有不同分量。想去波兰，在一家地道波兰饭馆尝尝正宗波兰饺子pierogi想去波兰，去扎科帕内探索冰雪世界，去格但斯克参加莎士比亚戏剧节，去波兹南看可爱的彩色房子，去索波特体验超实惠的海边别墅......如果有幸成为旅游大使，那我们就用我们的故事激励大家在人生的妥协与不妥协中保持初心。三十岁，抛开焦虑和危机，让我们带着初心重新上路，再把风景都看透。,,,,,
跨年的新加坡旅行，终于打卡了如梦似幻的滨海湾花园Gardens by the bay，还巧遇了最后的圣诞活动[挤眼]傍晚前进入这座花园，漫步其中，坠入仙境，当太阳落山，夜幕降临，灯光闪烁，绚丽缤纷滨海湾花园主要三部分：云雾林Cloud Forest花穹 Flower Dome华侨银行空中走道 OCBC Skyway前两个建议天亮时进入，日光透过玻璃让花圃树木更加鲜艳明亮；空中走廊在擎天树夜晚灯光秀时漫步，将会沉醉其中灯光秀时间：19:45和20:45，每天两场空中走廊要排队登上，最晚19:30截止排队最近到滨海湾花园将会巧遇风靡世界的teamlab哦～全新沉浸式艺术展【futuretogether】驾临滨海湾花园蜻蜓湖～当夜幕降临，花园美景将和灯光艺术交相辉映，展览一直到3月份，并且花穹也要办“大丽花之梦花卉展”，1月16号开始，不要错过哦～,,,,,
滨海湾花园是新加坡的知名景点，擎天大树林造型很独特，尤其在金沙酒店高层俯视花园，视角非常棒，尤其是夜景，简直是太美了啧啧,,,,,
滨海湾花园是新加坡游必打卡景点。这里是人造景观与植物园的融合。有很多喇叭型朝天人造树，远看近看都不错，但登上去需要购票，不登上就在下面的特色植物园走走，有不同地区的植物。最好傍晚去，在附近转转，等待19:30有音乐灯光秀，站在连廊桥上看很漂亮。,,,,,
这个景点是新加坡必打卡之地，一般是先到别具特色的金沙酒店，然后走一个过街连廊就走到滨海湾花园，远看就是朝天喇叭型人造树，下方是各具地方特色的植物园林，到里面走走是免费，但树要登上去是要买票的。尽量傍晚去，可以看到7:30分亮灯后的灯光秀，伴有音乐，挺美的。,,,,,
小小的新加坡真的是一个很棒的旅游城市，美食美景，小小的五脏俱全。如果，天气可以没那么热，气温稍微温柔一点，那就完美了。四月初的清明节去新加坡，白天的气温都真的不敢出门啊，太阳太猛，气温太高。 滨海湾这附近，吃的不算密集，但是玩儿、逛、买都是很不错的选择，所以选酒店推荐在这周边选择。 滨海湾从早到晚都很漂亮，清早的日出时很漂亮，夜晚的灯光秀也是很迷人的存在。 如果酒店选得好，那酒店房间就可以看到好看的夜景哦，这个时候房价就真正体现出来了啊。,,,,,
新加坡滨海湾花园位于金沙酒店南侧，乘坐地铁至Bayfront站下车步行可达。这里是新加坡市内最大的花园，有大量的热带花卉和植物。大部分是开放式和免费的，有两个冷室单独收费。最有看点的是天空树，集合了科技与环保理念，造型也很有特色，值得一看。,,,,,
绝景，新加坡必游之地，植物园是一个国家文明程度的象征，滨海植物园更是顶级园林技术、艺术和生态理念的完美融合，随手一拍都是壁纸。两个室内馆都很凉快，在新加坡的湿热天气里真的太舒服了。ocbc就是超级大树上的高空步道，据说晚上开灯后不错，但是白天太热，咨询处的工作人员建议先逛两个馆到傍晚看天气决定上不上，结果走两个馆花了4个小时，太累了就没上。,,,,,
去新加坡必去的一个地方哦 推荐大家晚上去看看 真的很好看啊 里面有个瀑布也很雄伟 真的很棒！去年12月份去的时候里面有个很漂亮的圣诞树 真的很美丽哦,,,,,
新加坡给人的第一印象就是一个花园一样的城市。尤其他们树做的造型特别漂亮，当然晚上的时候会更加美，我们在这边玩了好长时间，看了啊，这么多美景还是不够。,,,,,
滨海湾花园很值得去，里面包括云雾林和花穹，有各种热带植物，好多是我和孩子没有见过的，我们拍了好多照片，滨海湾花园给我们留下很深的印象，很值得去。,,,,,
新加坡的滨海湾花园，是排行新加坡必游景点top three，这边我个人建议大家可以晚上过来玩玩，灯光亮了之后，更加是美的让人心动。,,,,,
前两次来都是白天，这次公司考察选了晚上过来看灯光秀，夜跑的人还蛮多的。对面就是金沙购物中心。如果你第一次去建议白天还是去两个场馆玩一下。,,,,,
滨海湾花园美阿，今晚刚在那里跨年，非常漂亮啊，可是人潮也非常多。大大小小，大家都很守纪律，很多工作人员在指挥旅客，大家都配合，不乱。,,,,,
这里的室内瀑布真的非常的壮观，而且整个营造出来的热带雨林的效果也非常的真实，同时也很梦幻，感觉非常的舒服，人挺多，但是不会觉得拥挤。,,,,,
很漂亮的一个花园，其实很少有一个地方可以让我觉得能够把室内也做成一个花园的，这个地方算是一个，真的是非常的漂亮，景观设置也很棒。,,,,,
这个花园非常的漂亮，没想到景观营造的这么好，而且这些景观都非常的精致，有一点像是在电影的画面里一样，虽然是室内的，但是很自然。,,,,,
这是新加坡的标志，非常值得去，尤其两个公园特别值得去看，还有天空之桥，很漂亮。就在金沙酒店后面，位置也是非常棒的，旁边是海边。,,,,,
新加坡的滨海湾花园，离著名的金沙酒店不远，特别的有趣。这里绝对是都市中的一片世外桃源，白天和夜晚各有风情，超级的浪漫，推荐！,,,,,
绝对不能错过的城市花园滨海湾花园入面既超级树真系无比壮观，园区需要附费入场的，我比较推荐植物冷室同超级树，反而flower dome 就比较普通。必去！,,,,,
我觉得滨海花园是属于到新加坡必打卡的地方的，超炫超酷的一个地方的，创意不怕死高科技让人大开眼界的，晚上有灯光会漂亮许多的。,,,,,
确实是花草植物的世界，难得在空调环境下舒舒服服观赏，植物及摄影爱好者的天堂。不过对于普通人来说，就是到此一游，门票相当于310元人民币/人，性价比一般。,,,,,
这个怎么说呢？如果你只是为了去看这些夜晚会亮灯的花树是根本不需要买票的，就是晚上一共有两场，然后按照指示的路线去看就可以了，如果你是想进那些场馆的话两个，然后是需要买票的。都怪我自己当时没有认真看吧，只是看了那个图片，以为是去这些花树这里，然后需要买票结果去了之后发现。去了之后发现看这些会亮的花树是不需要买票的去看就可以了，然后那两个场馆也没有进去，然后我的票其实算是根本就没有任何的用处。免费就可以看这些美丽的花树灯光秀，晚上有两场7:45和8:45。,,,,,
超级精彩 价格在各个网站 基本是最划算的 兑票方便 争取2pm前进去逛 森林云雾那个馆特别漂亮 穹顶花园里也特别凉快 晚上的灯光秀也还可以 躺下看 又能放松走了一天的腿 又能欣赏美景,,,,,
滨海湾花园值得一去，植物种类很多，两个室内观景都不错，建议带一件外套，从室外进入室内还是有点凉的。可以搭乘短驳车，直接送到云雾森林这里，价格3新币/人，体力好的可以自己走走看看。感受最大的是，没有热带雨林那种闷热感，也不用担心有蚊虫，没有潮湿的味道，很是满意。携程定的免取票，进门直接扫码入园，很方便。（建议提前截个图，扫码入园更方便）,,,,,
真是现代感很强的未来花园。很美很前卫。入口金莎酒店内部中间的那个塔，注意这个gardens by the，bay 和金沙的skytower view不一样。 别走错了。花园收费的是cloud forest和花穹，买一张票两厅都能进。其实就是一个大厅。高耸入云。特别好。 之前那些supreme treee都是免费不用买票的。花园很大走起来也得一两个小时。俩花园不大但设计得很合理。也很美。可以在手上印章方便同一天多次进来。不过一次看完就很累了。出来之后按指示回走去滨海湾park也很好。,,,,,
白天就非常好看了，但也强烈推荐去看晚上的音乐灯光秀，是免费的～可以用如梦似幻或者美轮美奂来形容，所有人都是坐下或者躺下的，如果没有中间那几个非得站着遮住大家视线的人，一切就完美了 【景色】【趣味】【性价比】,,,,,
滨海湾花园的冷室分为云雾林和花穹两个，是买套票的，两个冷室就在相邻的位置。相比花穹，云雾林更值得打卡看一下。进门就是刷爆朋友圈的人造室内丛林瀑布，看着无比的壮观富有新鲜感。整个观光结构就是围着这个瀑布的外围一圈和它的上下层。拍照tips：去的巧不巧看运气，可以找到没人的角度拍照，人流会一批批的来了走，想要全景的可以稍微多等一会。另外一定要选白天去！是自然光照的。选择服装可以挑选彩色鲜艳的，严重不推荐绿色和黑色！重点：怕冷的一定要带件薄外套，室内温度很低，待久了体感会非常冷。另外每个月会有一天闭关日，自由行的伙伴要避开这个时间前往，具体可以查看各订票网站。,,,,,
