,REVIEW_INDEX,OVERALL,POLARITY_DIST: CONSUMPTION,POLARITY_DIST: ENVIRONMENT,POLARITY_DIST: F&B,POLARITY_DIST: HYGIENE,POLARITY_DIST: SAFETY,POLARITY_DIST: SERVICE,POLARITY_DIST: SHOPPING,POLARITY_DIST: SIGHTSEEING,POLARITY_DIST: TRANSPORTATION,ASP_NEG_RIO,ASP_NEU_RIO,ASP_POS_RIO,REV_NEG_RIO,REV_NEU_RIO,REV_POS_RIO,TOTAL_ASPECTS,ASPECT,POLARITY
22,5,POS,"[1,0,0]","[0,0,2]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,7]","[1,1,0]",0.17646955017911659,0.058823183393038866,0.7647013841095053,0.0,0.0,0.9999000099990001,17,胡姬花园,POS
23,5,POS,"[1,0,0]","[0,0,2]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,7]","[1,1,0]",0.17646955017911659,0.058823183393038866,0.7647013841095053,0.0,0.0,0.9999000099990001,17,散步,POS
24,5,POS,"[1,0,0]","[0,0,2]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,7]","[1,1,0]",0.17646955017911659,0.058823183393038866,0.7647013841095053,0.0,0.0,0.9999000099990001,17,公交车,NEG
25,5,POS,"[1,0,0]","[0,0,2]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,7]","[1,1,0]",0.17646955017911659,0.058823183393038866,0.7647013841095053,0.0,0.0,0.9999000099990001,17,免费的,POS
26,5,POS,"[1,0,0]","[0,0,2]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,7]","[1,1,0]",0.17646955017911659,0.058823183393038866,0.7647013841095053,0.0,0.0,0.9999000099990001,17,门票,POS
27,5,POS,"[1,0,0]","[0,0,2]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,7]","[1,1,0]",0.17646955017911659,0.058823183393038866,0.7647013841095053,0.0,0.0,0.9999000099990001,17,草,POS
28,5,POS,"[1,0,0]","[0,0,2]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,7]","[1,1,0]",0.17646955017911659,0.058823183393038866,0.7647013841095053,0.0,0.0,0.9999000099990001,17,胡姬花,POS
29,5,POS,"[1,0,0]","[0,0,2]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,7]","[1,1,0]",0.17646955017911659,0.058823183393038866,0.7647013841095053,0.0,0.0,0.9999000099990001,17,打到车,NEU
30,5,POS,"[1,0,0]","[0,0,2]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,7]","[1,1,0]",0.17646955017911659,0.058823183393038866,0.7647013841095053,0.0,0.0,0.9999000099990001,17,地上,POS
31,5,POS,"[1,0,0]","[0,0,2]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,7]","[1,1,0]",0.17646955017911659,0.058823183393038866,0.7647013841095053,0.0,0.0,0.9999000099990001,17,地,NEG
32,5,POS,"[1,0,0]","[0,0,2]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,7]","[1,1,0]",0.17646955017911659,0.058823183393038866,0.7647013841095053,0.0,0.0,0.9999000099990001,17,出来,POS
33,5,POS,"[1,0,0]","[0,0,2]","[0,0,0]","[1,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,7]","[1,1,0]",0.17646955017911659,0.058823183393038866,0.7647013841095053,0.0,0.0,0.9999000099990001,17,草,POS
34,6,POS,"[0,0,1]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4,植物,POS
35,6,POS,"[0,0,1]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4,吃的,POS
36,6,POS,"[0,0,1]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4,树木,POS
37,6,POS,"[0,0,1]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4,非常,POS
38,8,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,2]","[0,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.0,0.9999000099990001,5,胡姬花,NEG
39,8,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,2]","[0,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.0,0.9999000099990001,5,户外,POS
40,8,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,2]","[0,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.0,0.9999000099990001,5,放松心情,POS
41,8,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,2]","[0,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.0,0.9999000099990001,5,交通,POS
42,8,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","1,0,2]","[0,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.0,0.9999000099990001,5,物,POS
43,9,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1,拍照,POS
44,10,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.49998750031249223,0.0,0.49998750031249223,0.0,0.0,0.9999000099990001,4,地,POS
45,10,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.49998750031249223,0.0,0.49998750031249223,0.0,0.0,0.9999000099990001,4,植物,POS
46,10,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.49998750031249223,0.0,0.49998750031249223,0.0,0.0,0.9999000099990001,4,特色花园,NEG
47,10,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.49998750031249223,0.0,0.49998750031249223,0.0,0.0,0.9999000099990001,4,奇花异草,NEG
48,11,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","1,0,4]","[0,0,0]",0.2222197531138543,0.0,0.7777691358984901,0.0,0.0,0.9999000099990001,9,游玩,POS
49,11,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","1,0,4]","[0,0,0]",0.2222197531138543,0.0,0.7777691358984901,0.0,0.0,0.9999000099990001,9,姬花,POS
50,11,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","1,0,4]","[0,0,0]",0.2222197531138543,0.0,0.7777691358984901,0.0,0.0,0.9999000099990001,9,兰花,POS
51,11,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","1,0,4]","[0,0,0]",0.2222197531138543,0.0,0.7777691358984901,0.0,0.0,0.9999000099990001,9,负氧离子含量,NEG
52,11,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","1,0,4]","[0,0,0]",0.2222197531138543,0.0,0.7777691358984901,0.0,0.0,0.9999000099990001,9,环境,POS
53,11,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","1,0,4]","[0,0,0]",0.2222197531138543,0.0,0.7777691358984901,0.0,0.0,0.9999000099990001,9,花卉,POS
54,11,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","1,0,4]","[0,0,0]",0.2222197531138543,0.0,0.7777691358984901,0.0,0.0,0.9999000099990001,9,公共设施,POS
55,11,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","1,0,4]","[0,0,0]",0.2222197531138543,0.0,0.7777691358984901,0.0,0.0,0.9999000099990001,9,参天大树,NEG
56,11,POS,"[0,0,0]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","1,0,4]","[0,0,0]",0.2222197531138543,0.0,0.7777691358984901,0.0,0.0,0.9999000099990001,9,闲游玩,POS
57,12,NEU,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.3333222225925802,0.0,0.6666444451851604,0.0,0.9999000099990001,0.0,3,买票,POS
58,12,NEU,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.3333222225925802,0.0,0.6666444451851604,0.0,0.9999000099990001,0.0,3,餐厅,POS
59,12,NEU,"[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.3333222225925802,0.0,0.6666444451851604,0.0,0.9999000099990001,0.0,3,里面,NEG
60,13,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.3999920001599968,0.0,0.5999880002399952,0.0,0.0,0.9999000099990001,5,主题,POS
61,13,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.3999920001599968,0.0,0.5999880002399952,0.0,0.0,0.9999000099990001,5,花园,POS
62,13,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.3999920001599968,0.0,0.5999880002399952,0.0,0.0,0.9999000099990001,5,当地人,NEG
63,13,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.3999920001599968,0.0,0.5999880002399952,0.0,0.0,0.9999000099990001,5,这里,NEG
64,13,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.3999920001599968,0.0,0.5999880002399952,0.0,0.0,0.9999000099990001,5,花园,POS
65,14,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,5]","2,0,1]","[0,0,0]",0.2999970000299997,0.0,0.6999930000699993,0.0,0.0,0.9999000099990001,10,植物园,NEG
66,14,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,5]","2,0,1]","[0,0,0]",0.2999970000299997,0.0,0.6999930000699993,0.0,0.0,0.9999000099990001,10,地方,NEG
67,14,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,5]","2,0,1]","[0,0,0]",0.2999970000299997,0.0,0.6999930000699993,0.0,0.0,0.9999000099990001,10,跑步,POS
68,14,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,5]","2,0,1]","[0,0,0]",0.2999970000299997,0.0,0.6999930000699993,0.0,0.0,0.9999000099990001,10,做,POS
69,14,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,5]","2,0,1]","[0,0,0]",0.2999970000299997,0.0,0.6999930000699993,0.0,0.0,0.9999000099990001,10,花茶,POS
70,14,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,5]","2,0,1]","[0,0,0]",0.2999970000299997,0.0,0.6999930000699993,0.0,0.0,0.9999000099990001,10,品商店,POS
71,14,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,5]","2,0,1]","[0,0,0]",0.2999970000299997,0.0,0.6999930000699993,0.0,0.0,0.9999000099990001,10,纪,POS
72,14,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,5]","2,0,1]","[0,0,0]",0.2999970000299997,0.0,0.6999930000699993,0.0,0.0,0.9999000099990001,10,小饰品,POS
73,14,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,5]","2,0,1]","[0,0,0]",0.2999970000299997,0.0,0.6999930000699993,0.0,0.0,0.9999000099990001,10,纪念品商店,NEG
74,14,POS,"[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,5]","2,0,1]","[0,0,0]",0.2999970000299997,0.0,0.6999930000699993,0.0,0.0,0.9999000099990001,10,清晨跑步和夜晚散步,POS
75,15,NEU,"[0,0,0]","[0,1,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,2]","[0,0,0]",0.0,0.49998750031249223,0.49998750031249223,0.0,0.9999000099990001,0.0,4,放松心情,NEU
76,15,NEU,"[0,0,0]","[0,1,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,2]","[0,0,0]",0.0,0.49998750031249223,0.49998750031249223,0.0,0.9999000099990001,0.0,4,风景,POS
77,15,NEU,"[0,0,0]","[0,1,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,2]","[0,0,0]",0.0,0.49998750031249223,0.49998750031249223,0.0,0.9999000099990001,0.0,4,室外,POS
78,15,NEU,"[0,0,0]","[0,1,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,2]","[0,0,0]",0.0,0.49998750031249223,0.49998750031249223,0.0,0.9999000099990001,0.0,4,这里,NEU
79,16,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","0,0,2]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4,晚上,POS
80,16,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","0,0,2]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4,做有氧运动,POS
81,16,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","0,0,2]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4,植物物,POS
82,16,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","0,0,2]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4,避暑,POS
83,17,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,1]",0.1666638889351844,0.0,0.8333194446759221,0.0,0.0,0.9999000099990001,6,花园,POS
84,17,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,1]",0.1666638889351844,0.0,0.8333194446759221,0.0,0.0,0.9999000099990001,6,公园的入,POS
85,17,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,1]",0.1666638889351844,0.0,0.8333194446759221,0.0,0.0,0.9999000099990001,6,人,NEG
86,17,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,1]",0.1666638889351844,0.0,0.8333194446759221,0.0,0.0,0.9999000099990001,6,跑步,POS
87,17,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,1]",0.1666638889351844,0.0,0.8333194446759221,0.0,0.0,0.9999000099990001,6,非常,POS
88,17,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,1]",0.1666638889351844,0.0,0.8333194446759221,0.0,0.0,0.9999000099990001,6,步,POS
89,18,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,1,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.49997500124993743,0.49997500124993743,0.0,0.0,0.9999000099990001,2,花园,POS
90,18,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,1,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.49997500124993743,0.49997500124993743,0.0,0.0,0.9999000099990001,2,考虑,NEU
91,19,POS,"[0,0,0]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.37499531255859303,0.0,0.6249921875976551,0.0,0.0,0.9999000099990001,8,这里,NEG
92,19,POS,"[0,0,0]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.37499531255859303,0.0,0.6249921875976551,0.0,0.0,0.9999000099990001,8,晨晨,POS
93,19,POS,"[0,0,0]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.37499531255859303,0.0,0.6249921875976551,0.0,0.0,0.9999000099990001,8,空气,POS
94,19,POS,"[0,0,0]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.37499531255859303,0.0,0.6249921875976551,0.0,0.0,0.9999000099990001,8,或者饭散,POS
95,19,POS,"[0,0,0]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.37499531255859303,0.0,0.6249921875976551,0.0,0.0,0.9999000099990001,8,地方,NEG
96,19,POS,"[0,0,0]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.37499531255859303,0.0,0.6249921875976551,0.0,0.0,0.9999000099990001,8,野餐,POS
97,19,POS,"[0,0,0]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.37499531255859303,0.0,0.6249921875976551,0.0,0.0,0.9999000099990001,8,树,POS
98,19,POS,"[0,0,0]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.37499531255859303,0.0,0.6249921875976551,0.0,0.0,0.9999000099990001,8,慢跑,NEG
99,20,POS,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1,兰花展,POS
100,22,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4,非常,POS
101,22,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4,草坪,POS
102,22,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4,散步,POS
103,22,POS,"[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4,滨海湾花园,POS
104,23,POS,"[0,0,0]","[2,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.37499531255859303,0.0,0.6249921875976551,0.0,0.0,0.9999000099990001,8,里面好,NEG
