,REVIEW_INDEX,ASPECT,POLARITY
470,GBB_73,白天和夜晚,POS
471,GBB_73,这里,POS
472,GBB_73,滨海湾花园,POS
473,GBB_73,金沙酒店,NEG
474,GBB_74,比较,NEU
475,GBB_74,城市花园,POS
476,GBB_74,园,POS
477,GBB_74,滨海湾花园,POS
478,GBB_74,超级树,POS
479,GBB_74,me,NEG
480,GBB_74,植物冷室同超级树,POS
481,GBB_74,flowerdome,NEG
482,GBB_74,花园,POS
483,GBB_74,滨,POS
484,GBB_75,滨海花园,POS
485,GBB_75,高科技,NEG
486,GBB_75,创意,POS
487,GBB_75,灯光,POS
488,GBB_75,人,NEG
489,GBB_75,死高科技,POS
490,GBB_75,眼界,POS
491,GBB_75,打卡,POS
492,GBB_75,晚上有灯光,POS
493,GBB_76,门票,POS
494,GBB_76,植物,POS
495,GBB_76,性价比,NEG
496,GBB_76,花草植物,POS
497,GBB_76,摄影,NEG
498,GBB_76,空调环境,POS
499,GBB_77,亮灯,POS
500,GBB_77,进去,NEG
501,GBB_77,光秀,POS
502,GBB_77,票,POS
503,GBB_77,买票,POS
504,GBB_77,花树,POS
505,GBB_77,夜晚,POS
506,GBB_78,票,NEU
507,GBB_78,兑票,POS
508,GBB_78,美景,NEG
509,GBB_78,穹顶花园,POS
510,GBB_78,灯光秀,POS
511,GBB_78,穹顶花园,POS
512,GBB_78,晚上的灯光,POS
513,GBB_78,馆,POS
514,GBB_78,森林云雾那个馆,POS
515,GBB_78,价格,POS
516,GBB_78,穹顶花,POS
517,GBB_78,晚上的灯光,POS
518,GBB_78,里,POS
519,GBB_79,室内,NEG
520,GBB_79,植物种类,NEG
521,GBB_79,扫码入园,POS
522,GBB_79,扫码入园,POS
523,GBB_79,热带雨林,POS
524,GBB_79,取票,POS
525,GBB_79,滨海湾花园,POS
526,GBB_79,滨海湾花园,POS
527,GBB_79,两个室内,NEG
528,GBB_79,两个室内观景,POS
529,GBB_79,观景,NEG
530,GBB_79,味道,POS
531,GBB_79,滨海湾花园,POS
532,GBB_79,感受,POS
533,GBB_79,滨海湾花园,POS
534,GBB_80,设计,POS
535,GBB_80,花园,POS
536,GBB_80,买票,NEG
537,GBB_80,滨海湾park,POS
538,GBB_80,票,POS
539,GBB_80,天,NEG
540,GBB_81,白天,POS
541,GBB_81,性价比,POS
542,GBB_81,天,POS
543,GBB_81,非常,NEG
544,GBB_81,看,NEG
545,GBB_81,音乐灯光秀,POS
546,GBB_82,打卡,POS
547,GBB_82,室内丛林瀑布,POS
548,GBB_82,非常,NEG
549,GBB_82,黑,POS
550,GBB_82,打卡,POS
551,GBB_82,云雾林,POS
552,GBB_82,看,POS
553,GBB_82,白天去,POS
554,GBB_82,室内温度,NEG
555,GBB_82,绿色,NEG
556,GBB_82,票,POS
557,GBB_82,打卡,POS
558,GBB_82,温度,NEG
559,GBB_82,全景,POS
560,GBB_82,看,POS
561,GBB_82,看,POS
562,GBB_82,滨海湾花园,POS
563,GBB_82,买套票,POS
564,GBB_82,看,POS
565,GBB_83,云林,POS
566,GBB_83,拍照,POS
567,GBB_83,花穹,POS
568,GBB_83,免费,NEU
569,GBB_83,灯光秀,NEG
570,GBB_83,花穹和云林,POS
571,GBB_83,看的,NEG
572,GBB_83,看,NEU
573,GBB_84,花园城市,NEG
574,GBB_84,地,NEG
575,GBB_84,费水准里算,NEG
576,GBB_84,地,NEG
577,GBB_87,植物馆植物种,POS
578,GBB_87,逛起来,POS
579,GBB_87,空步道下来,POS
580,GBB_87,走进,POS
581,GBB_87,个,POS
582,GBB_87,瀑布,POS
583,GBB_87,外面,NEG
584,GBB_87,冷气,POS
585,GBB_88,白天和晚上,POS
586,GBB_88,秀,POS
587,GBB_88,看,NEG
588,GBB_88,灯光秀,POS
589,GBB_88,草坪,POS
590,GBB_88,灯光秀,NEG
591,GBB_89,不需要门票,POS
592,GBB_89,花花草草,NEG
593,GBB_89,这里,NEG
594,GBB_89,滨海湾花园,POS
595,GBB_89,滨海湾花园,POS
596,GBB_89,非常,NEG
597,GBB_89,喜欢花花草草的,NEG
598,GBB_89,花花,NEG
599,GBB_89,两个景点,POS
600,GBB_89,灯光秀,POS
601,GBB_89,景点,NEG
602,GBB_90,白天,POS
603,GBB_90,晚上的夜景,POS
604,GBB_90,滨海湾花园,POS
605,GBB_90,花园,POS
606,GBB_90,里面,NEG
607,GBB_90,景点,POS
608,GBB_90,物,POS
609,GBB_90,滨海湾花园,POS
610,GBB_90,拍照,POS
611,GBB_91,非常,NEG
612,GBB_91,拍照,POS
613,GBB_91,擎天大树林,POS
614,GBB_91,躺在座椅上看灯,POS
615,GBB_91,白天和晚上,POS
616,GBB_91,晚上气候,POS
617,GBB_91,看灯亮,POS
618,GBB_91,比较,NEG
619,GBB_91,拍照,POS
620,GBB_91,的灯景,POS
621,GBB_91,白天和晚上,POS
622,GBB_91,晚上看灯亮,POS
623,GBB_91,白天,NEG
624,GBB_91,白天来,POS
625,GBB_91,凉,POS
626,GBB_91,看,NEG
627,GBB_91,人,POS
628,GBB_91,白天和晚上,POS
629,GBB_91,拍照,POS
630,GBB_91,人,POS
631,GBB_91,白天和晚上,POS
632,GBB_92,台,NEG
633,GBB_92,花园,POS
634,GBB_92,温度,POS
635,GBB_92,取票的地点,NEG
636,GBB_92,地点,NEG
637,GBB_92,柜台,NEG
638,GBB_93,看的,NEG
639,GBB_93,花园,POS
640,GBB_93,门票,POS
641,GBB_93,瀑布,POS
642,GBB_93,冷,POS
643,GBB_93,地,POS
644,GBB_94,滨海湾花园,POS
645,GBB_94,人,NEG
646,GBB_94,景点,POS
647,GBB_95,南花园,POS
648,GBB_95,地方,NEG
649,GBB_95,花园里,POS
650,GBB_95,花园,POS
651,GBB_95,天气,NEG
652,GBB_95,奇花异草,POS
653,GBB_95,滨海东花园,POS
654,GBB_95,游,POS
655,GBB_95,奇花异草,POS
656,GBB_95,超级树supertree,POS
657,GBB_96,云雾林,POS
658,GBB_96,下面,POS
659,GBB_96,超级树,NEG
660,GBB_96,花穹,POS
661,GBB_96,光秀,NEG
662,GBB_96,花穹和云雾林,POS
663,GBB_96,草坪,POS
664,GBB_96,出来,NEG
665,GBB_96,花卉植物,POS
666,GBB_97,空中花园,NEG
667,GBB_97,票价,POS
668,GBB_97,冷,POS
669,GBB_97,人,NEG
670,GBB_97,植物,POS
671,GBB_97,票价,POS
672,GBB_97,逛,NEU
673,GBB_97,票价,POS
674,GBB_97,人工瀑布,POS
675,GBB_97,票价,POS
676,GBB_97,人,NEG
677,GBB_98,太阳,NEG
678,GBB_98,天,NEG
679,GBB_98,奇花异草,POS
680,GBB_98,游,POS
681,GBB_98,花园里,POS
682,GBB_98,超级树supertree,POS
683,GBB_98,南花园,POS
684,GBB_98,公园,NEG
685,GBB_98,凉快,POS
686,GBB_98,奇花异草,POS
687,GBB_98,滨海东花园,POS
688,GBB_98,地方,NEG
689,GBB_98,花园城市,POS
690,GBB_98,打卡,POS
691,GBB_98,比较,NEG
692,GBB_98,绿化,POS
693,GBB_98,滨海花园,POS
694,GBB_98,花园,POS
695,GBB_98,公园,NEG
696,GBB_98,景点,POS
697,GBB_98,花园,POS
698,GBB_98,在户外行动,NEG
699,GBB_99,滨海湾花园,POS
700,GBB_99,景点,POS
701,GBB_99,夜景,NEG
702,GBB_99,景,POS
703,GBB_100,灯光秀,POS
704,GBB_100,白天,NEG
705,GBB_100,人,NEG
706,GBB_100,两个室内馆,POS
707,GBB_100,花园,POS
708,GBB_100,票,POS
709,GBB_100,空中走廊,POS
710,GBB_100,室内馆,POS
711,GBB_100,风景,POS
712,GBB_101,花园里面,POS
713,GBB_102,秀,POS
714,GBB_102,声光表演,POS
715,GBB_102,南花园,POS
716,GBB_102,其他,POS
717,GBB_102,花卉,POS
718,GBB_102,度假,POS
719,GBB_102,媒体解说,POS
720,GBB_102,景点,POS
721,GBB_102,故事讲述,POS
722,GBB_102,滨海湾花园,POS
723,GBB_102,花园内,POS
724,GBB_102,其他,POS
725,GBB_102,秀,POS
726,GBB_102,文化遗产花园,POS
727,GBB_102,花园,POS
728,GBB_103,美丽,POS
729,GBB_103,云雾森林,POS
730,GBB_103,旅游景点,POS
731,GBB_103,高科技,POS
732,GBB_103,高科技,POS
733,GBB_103,美丽,POS
734,GBB_103,美丽,POS
735,GBB_104,灯光秀,POS
736,GBB_104,比较,NEG
737,GBB_104,晚上,NEG
738,GBB_104,看,NEG
739,GBB_104,人,NEG
740,GBB_105,云雾林,POS
741,GBB_105,秀,POS
742,GBB_105,看,POS
743,GBB_105,晚上的灯光,POS
744,GBB_105,云雾林,POS
745,GBB_105,看,POS
746,GBB_105,秀,POS
747,GBB_105,灯光秀,POS
748,GBB_105,看,POS
749,GBB_105,云雾林,POS
750,GBB_106,花园城市,POS
751,GBB_106,早上,NEU
752,GBB_106,两个馆,POS
753,GBB_107,天,NEG
754,GBB_107,skyway,NEG
755,GBB_107,白天,POS
756,GBB_108,花卉植物,POS
757,GBB_108,照片,NEG
758,GBB_108,拍,NEG
759,GBB_108,看的,NEG
760,GBB_108,看的,NEG
761,GBB_108,滨海湾公园,POS
762,GBB_108,照片,NEG
763,GBB_109,人,POS
764,GBB_109,铁的指示,NEG
765,GBB_109,感觉,POS
766,GBB_109,花穹,POS
767,GBB_109,路,POS
768,GBB_110,人,POS
769,GBB_110,音乐灯光展,POS
770,GBB_110,非常,POS
771,GBB_110,看,POS
772,GBB_110,非常,POS
773,GBB_110,看,POS
774,GBB_110,滨海湾花园,POS
775,GBB_111,滨海湾花园视觉,POS
776,GBB_111,滨海湾花园,POS
777,GBB_111,白天的景色,NEU
778,GBB_111,视觉效果,POS
779,GBB_111,夜晚亮灯以后,POS
780,GBB_111,夜晚亮灯以后,POS
781,GBB_111,果,POS
782,GBB_111,花穹和热带雨林,POS
783,GBB_111,夜晚亮灯以,POS
784,GBB_112,还是很,NEG
785,GBB_112,玻璃屋,NEG
786,GBB_112,院子,NEG
787,GBB_112,非常,POS
788,GBB_112,非常,POS
789,GBB_112,人,NEG
790,GBB_113,眼界,POS
791,GBB_113,植物,POS
792,GBB_113,打卡,POS
793,GBB_113,景点,POS
794,GBB_113,滨海湾花园,POS
795,GBB_114,免费景点,POS
796,GBB_114,超级树灯光表演,POS
797,GBB_115,票,POS
798,GBB_115,白天,POS
799,GBB_115,躺着看,POS
800,GBB_115,云雾林,POS
801,GBB_116,非常,POS
802,GBB_116,非常,POS
803,GBB_116,非常,POS
804,GBB_116,这里,NEG
805,GBB_116,室内花园,POS
806,GBB_117,花穹以及雨林2个大棚,POS
807,GBB_117,滨海湾花园,POS
808,GBB_117,视觉效果,POS
809,GBB_117,白天,POS
810,GBB_117,非常,POS
811,GBB_118,非常,POS
812,GBB_118,摩天大树,POS
813,GBB_118,照片,POS
814,GBB_118,花园,POS
815,GBB_118,非常,POS
816,GBB_119,的声光表演,POS
817,GBB_119,个温室,POS
818,GBB_119,体验,POS
819,GBB_119,天空树,POS
820,GBB_119,花种,NEG
821,GBB_119,种植,POS
822,GBB_119,人造花园,POS
823,GBB_119,非常,POS
824,GBB_120,景点,POS
825,GBB_120,被群,POS
826,GBB_120,售票,POS
827,GBB_120,超级树的灯光秀,NEG
828,GBB_120,日落,POS
829,GBB_120,花,POS
830,GBB_120,美景,POS
831,GBB_120,俯瞰整个滨海湾花园,POS
832,GBB_120,大型花圃,POS
833,GBB_120,门票,POS
834,GBB_120,色彩,POS
835,GBB_120,草坪,POS
836,GBB_120,灯光秀,POS
837,GBB_120,花园城市,POS
838,GBB_120,滨海湾花园,POS
839,GBB_120,沙酒,POS
840,GBB_120,滨海湾花园,POS
841,GBB_120,远眺金沙酒店,NEG
842,GBB_120,购票,NEU
843,GBB_120,白天,POS
844,GBB_120,灯光营造,POS
845,GBB_120,的,POS
846,GBB_120,色彩,POS
847,GBB_120,装饰物,POS
848,GBB_120,门票,POS
849,GBB_120,滨海湾花园,POS
850,GBB_122,非常,POS
851,GBB_122,云雾林和花穹,POS
852,GBB_122,门票,NEU
853,GBB_122,非常,POS
854,GBB_122,云雾林,POS
855,GBB_122,花穹,NEG
856,GBB_122,滨海湾花园,POS
857,GBB_122,买套票,POS
858,GBB_122,植物,POS
859,GBB_123,后面,NEG
860,GBB_125,花园,POS
861,GBB_125,滨海东花园,POS
862,GBB_125,滨海湾花园,POS
863,GBB_125,风格,POS
864,GBB_125,水岸花园,POS
865,GBB_125,南花园,POS
866,GBB_125,位置,POS
867,GBB_125,水,POS
868,GBB_126,看,POS
869,GBB_126,滨海湾花园,POS
870,GBB_126,秀,POS
871,GBB_126,灯光秀,POS
872,GBB_126,非常,POS
873,GBB_126,滨海湾花园,POS
874,GBB_126,非常,POS
875,GBB_126,秀,POS
876,GBB_126,室内大花园,POS
877,GBB_126,看,POS
878,GBB_126,看,POS
879,GBB_127,花穹,POS
880,GBB_127,买票,POS
881,GBB_127,滨海湾花园,POS
882,GBB_127,灯光秀,POS
883,GBB_127,花穹和云雾林,POS
884,GBB_127,环境,POS
885,GBB_127,景色,POS
886,GBB_127,看,POS
887,GBB_127,人,POS
888,GBB_127,买票,POS
889,GBB_127,云雾林,POS
